Player_Name,Team,Win,Start,Minutes,FDP,DoubleD,TripleD,FD_Sal,FD_pos,ADI,VMI,pt,rb,as,st,bl,to,trey,fg,FGM,FG%,ft,FTM,FT%,ranking
Aaron Gordon,orl,Lose,1,34.16666667,37.5,0,0,5600,4,66.25,0,24,5,1,2,0,0,4,20-Sep,9,0.45,3-Feb,2,0.666666667,Advanced
Aaron Holiday,ind,Lose,0,26.68333333,24.2,0,0,4100,1,66.94,-3.6,17,1,4,0,0,0,3,11-Jul,7,0,0,0,0,AboveAVG
Abdel Nader,okc,Win,0,10.86666667,4,0,0,3500,3,63.28,1.15,2,0,0,0,1,1,0,3-Jan,1,0,0,0,0,belowAVG
Adam Mokoka,chi,Lose,0,4.433333333,2.4,0,0,3500,2,63.1,2.65,0,2,0,0,0,0,0,0-2,0,0,0,0,0,belowAVG
Admiral Schofield,was,Win,0,2.6,4.2,0,0,3700,3,67.94,-1.59,0,1,0,1,0,0,0,0,0,0,0,0,0,belowAVG
Al Horford,phi,Lose,1,28.85,24.8,0,0,6500,4,65.43,-0.31,9,9,4,0,0,1,1,11-Apr,4,0,0,0,0,AboveAVG
Alec Burks,gsw,Win,0,23.78333333,27.1,0,0,4700,3,63.19,4.07,15,3,3,0,2,2,3,10-Apr,4,0.4,4-Apr,4,1,AboveAVG
Alen Smailagic,gsw,Lose,0,11.96666667,9.7,0,0,3500,4,67.62,-0.69,5,1,3,0,0,1,0,3-Feb,2,0.666666667,1-Jan,1,1,belowAVG
Alex Caruso,lal,Win,0,16.18333333,20.7,0,0,3700,1,67.12,-0.68,13,1,1,2,0,1,3,6-May,5,0.833333333,0-1,0,0,AboveAVG
Alex Len,atl,Lose,0,14.25,16.8,0,0,4400,5,63.37,0.4,0,4,0,1,3,0,0,0-3,0,0,0,0,0,Average
Al-Farouq Aminu,orl,Lose,0,18.26666667,12.9,0,0,3800,4,66.89,-1.71,5,2,1,2,0,2,1,7-Feb,2,0,0,0,0,Average
Alfonzo McKinnie,cle,Lose,0,18.15,7.4,0,0,3700,3,63.19,0.86,5,2,0,0,0,0,1,4-Feb,2,0,0,0,0,belowAVG
Alize Johnson,ind,Lose,0,2.666666667,1,0,0,3500,4,66.02,-1.03,1,0,0,0,0,0,0,0-1,0,0,2-Jan,1,0.5,belowAVG
Allen Crabbe,min,Lose,0,4.05,0.2,0,0,3500,2,63.37,0.18,0,1,0,0,0,1,0,0-1,0,0,0,0,0,belowAVG
Allonzo Trier,nyk,Lose,0,13.25,2.4,0,0,3500,2,66.2,0.23,0,2,0,0,0,0,0,0-3,0,0,0,0,0,belowAVG
Amile Jefferson,orl,Lose,0,2.516666667,3,0,0,3500,4,66.34,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,belowAVG
Amir Coffey,lac,Lose,0,4.433333333,6.5,0,0,3500,4,67.3,-0.69,5,0,1,0,0,0,1,3-Feb,2,0,0,0,0,belowAVG
Andre Drummond,det,Win,1,30.2,51.4,1,0,9500,5,61.82,1.91,21,17,4,0,2,2,0,17-Sep,9,0.529411765,4-Mar,3,0.75, Top
Andrew Wiggins,min,Lose,1,26.53333333,21.5,0,0,7700,2,66.94,-3.38,13,5,3,0,0,2,1,11-Apr,4,0.363636364,5-Apr,4,0.8,AboveAVG
Anfernee Simons,por,Win,0,23.66666667,16.5,0,0,3500,1,67.71,-0.36,7,5,3,0,0,1,1,6-Mar,3,0,0,0,0,Average
Ante Zizic,cle,Win,0,9.566666667,9.2,0,0,3600,5,43.97,20.17,2,6,0,0,0,0,0,3-Jan,1,0,0,0,0,belowAVG
Anthony Davis,lal,Win,1,29.66666667,41.8,0,0,10300,4,67.12,-0.68,21,4,6,2,1,2,1,9-May,5,0,0,0,0,Advanced
Anthony Tolliver,sac,Lose,0,10.1,10,0,0,3500,4,67.12,-0.28,4,0,0,2,0,0,1,2-Jan,1,0.5,2-Jan,1,0.5,belowAVG
Antonius Cleveland,dal,Win,0,2.016666667,0,0,0,3500,2,65.02,0.14,0,0,0,0,0,0,0,0-1,0,0,0,0,0,belowAVG
Anzejs Pasecniks,was,Lose,0,9.483333333,2,0,0,3700,5,65.02,-0.36,2,0,0,0,0,0,0,3-Jan,1,0,0,0,0,belowAVG
Aron Baynes,pho,Win,0,12.18333333,5.9,0,0,4100,5,66.89,-2.52,3,2,1,0,0,1,1,6-Jan,1,0,0,0,0,belowAVG
Austin Rivers,hou,Win,0,23.61666667,19.4,0,0,4000,1,66.62,0.19,8,2,2,2,0,0,0,12-Apr,4,0,0,0,0,Average
Avery Bradley,lal,Win,1,20.08333333,21.4,0,0,3500,2,67.12,-0.68,19,2,0,0,0,0,5,13-Jul,7,0,0,0,0,AboveAVG
B.J. Johnson,orl,Lose,0,2.516666667,4.4,0,0,3500,3,66.34,0.03,2,2,0,0,0,0,0,0-1,0,0,2-Feb,2,1,belowAVG
Bam Adebayo,mia,Win,1,38.16666667,47.3,0,0,8000,4,66.25,0.25,4,14,5,3,4,2,0,8-Jan,1,0.125,4-Feb,2,0.5,Advanced
Ben McLemore,hou,Win,0,23.61666667,28,0,0,3500,2,66.62,0.19,22,0,0,2,0,0,4,12-Jun,6,0.5,8-Jun,6,0.75,AboveAVG
Ben Simmons,phi,Lose,1,37.43333333,40.3,0,0,9300,1,65.43,-0.31,23,9,5,1,0,4,0,14-Sep,9,0.642857143,9-May,5,0.555555556,Advanced
Bismack Biyombo,cha,Lose,0,7.666666667,3.8,0,0,4000,5,63.69,-1.12,0,4,0,0,0,1,0,0-3,0,0,0,0,0,belowAVG
Blake Griffin,det,Lose,1,28.88333333,17.4,0,0,5700,4,62.96,1.52,12,2,2,0,0,0,3,16-Mar,3,0.1875,4-Mar,3,0.75,Average
Boban Marjanovic,dal,Lose,0,4.733333333,6.2,0,0,3900,5,63.51,-1.67,5,1,0,0,0,0,0,2-Jan,1,0.5,4-Mar,3,0.75,belowAVG
Bobby Portis,nyk,Win,0,22.11666667,16.9,0,0,3600,5,63.6,2.37,5,7,1,0,1,1,1,6-Feb,2,0,0,0,0,Average
Bogdan Bogdanovic,sac,Lose,1,27.81666667,13.9,0,0,4800,2,67.12,-0.28,8,2,1,1,0,1,1,8-Mar,3,0.375,1-Jan,1,1,Average
Bojan Bogdanovic,uta,Lose,1,28.95,27.9,0,0,5600,3,67.71,-15.62,22,2,1,1,0,1,5,11-Jun,6,0.545454545,5-May,5,1,AboveAVG
Brad Wanamaker,bos,Win,0,26.11666667,26.7,0,0,3500,1,65.43,1.22,15,1,3,2,0,0,2,9-May,5,0.555555556,4-Mar,3,0.75,AboveAVG
Bradley Beal,was,Win,1,35.9,60.2,0,0,9600,2,65.7,0.86,34,6,2,3,3,2,2,0,0,0,0,0,0, Top
Brandon Clarke,mem,Win,0,26.85,34.5,0,0,5200,4,66.98,-2.05,17,5,1,3,1,2,0,10-Jul,7,0.7,3-Mar,3,1,Advanced
Brandon Goodwin,atl,Lose,0,24.46666667,25.9,0,0,3500,1,65.02,-1.05,11,7,5,0,0,1,1,11-Apr,4,0.363636364,2-Feb,2,1,AboveAVG
Brandon Ingram,nor,Lose,1,38.18333333,42.9,1,0,7700,3,66.62,-0.37,28,12,3,0,0,4,5,0,0,0,3-Mar,3,1,Advanced
Brandon Knight,cle,Lose,0,26.25,1.7,0,0,3700,1,66.16,-7.15,0,1,1,0,0,1,0,0-6,0,0,0,0,0,belowAVG
Brian Bowen II,ind,Win,0,2.333333333,3,0,0,3500,2,64.83,0.99,0,0,0,0,1,0,0,0-1,0,0,0,0,0,belowAVG
Brook Lopez,mil,Win,1,32.88333333,50.3,0,0,5000,5,62.28,1.4,17,4,1,0,9,0,1,16-Jul,7,0.4375,2-Feb,2,1, Top
Bruce Brown,det,Win,0,37.95,43,1,0,4300,2,61.82,1.91,19,10,8,0,0,0,3,10-Jul,7,0.7,2-Feb,2,1,Advanced
Bruno Caboclo,mem,Win,0,2.233333333,0,0,0,3500,3,65.98,-0.4,0,0,0,0,0,0,0,0-1,0,0,0,0,0,belowAVG
Bruno Fernando,atl,Win,1,19.46666667,29.4,1,0,3800,4,62.73,0.37,14,12,0,0,1,2,0,9-Jul,7,0,0,0,0,AboveAVG
Bryn Forbes,sas,Win,1,16.41666667,10.2,0,0,3600,2,64.93,-0.36,6,1,2,0,0,0,2,8-Feb,2,0,0,0,0,Average
Buddy Hield,sac,Lose,0,29.55,33.8,0,0,5900,2,67.12,-0.28,22,4,2,1,1,2,6,16-Aug,8,0,0,0,0,Advanced
C.J. McCollum,por,Win,1,34,22.6,0,0,7300,2,67.71,-0.36,14,3,2,1,1,4,2,14-Jun,6,0,0,0,0,AboveAVG
C.J. Miles,was,Lose,0,21.28333333,15.2,0,0,3500,3,45.02,21.09,5,1,2,2,0,0,0,7-Jan,1,0.142857143,5-Mar,3,0.6,Average
Caleb Martin,cha,Lose,0,3.783333333,2,0,0,3500,3,64.47,0.64,2,0,0,0,0,0,0,0,0,0,2-Feb,2,1,belowAVG
Caleb Swanigan,por,Win,0,12.98333333,8.2,0,0,3500,4,67.71,-0.36,0,6,0,0,1,2,0,0,0,0,0,0,0,belowAVG
Cam Reddish,atl,Lose,1,7.166666667,7.5,0,0,4300,3,65.02,-1.05,0,0,1,0,2,0,0,0-3,0,0,0,0,0,belowAVG
Cameron Johnson,pho,Win,0,23.38333333,16.8,0,0,3600,3,66.89,-4.22,10,4,0,0,1,1,2,9-Apr,4,0,0,0,0,Average
Caris LeVert,bkn,Lose,0,19.01666667,11.1,0,0,4000,2,65.7,1.46,6,3,1,0,0,0,1,9-Feb,2,0.222222222,2-Jan,1,0.5,Average
Carmelo Anthony,por,Win,1,32.01666667,22.5,0,0,5600,3,67.71,-0.36,15,5,1,0,0,0,1,15-May,5,0.333333333,4-Apr,4,1,AboveAVG
Carsen Edwards,bos,Win,0,2.983333333,0,0,0,3500,1,68.17,-0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,belowAVG
Cedi Osman,cle,Lose,1,21.71666667,18.5,0,0,4600,3,63.19,0.86,10,0,3,2,0,2,2,7-Apr,4,0,0,0,0,Average
Chandler Hutchison,chi,Lose,1,27.6,25.5,0,0,4100,3,63.1,2.65,17,5,1,1,0,2,1,13-May,5,0.384615385,9-Jun,6,0.666666667,AboveAVG
Chandler Parsons,atl,Lose,0,10.95,4.7,0,0,3500,3,63.6,0.68,0,1,1,0,1,1,0,0-4,0,0,0,0,0,belowAVG
Charlie Brown,atl,Lose,0,3.3,1,0,0,3500,2,65.02,-1.05,2,0,0,0,0,1,0,2-Jan,1,0,0,0,0,belowAVG
Cheick Diallo,pho,Lose,0,25.91666667,20.9,0,0,3500,4,62.28,0.98,11,7,1,0,0,0,0,9-May,5,0.555555556,2-Jan,1,0.5,AboveAVG
Chimezie Metu,sas,Win,0,1.95,5,0,0,3500,5,64.93,-0.36,2,0,2,0,0,0,0,0,0,0,2-Feb,2,1,belowAVG
Chris Boucher,tor,Win,0,24.51666667,27.5,0,0,4300,4,63.1,1.34,15,5,1,2,0,1,1,10-May,5,0.5,4-Apr,4,1,AboveAVG
Chris Chiozza,bkn,Lose,0,4.4,5.7,0,0,3600,1,68.17,-0.53,0,1,1,1,0,0,0,0-1,0,0,0,0,0,belowAVG
Chris Clemons,hou,Win,0,7.3,3.2,0,0,3500,1,48.72,8.12,2,1,0,0,0,0,0,6-Jan,1,0,0,0,0,belowAVG
Chris Paul,okc,Win,1,34.36666667,49.2,1,0,7300,1,63.28,1.15,20,6,10,3,0,2,2,16-Jul,7,0.4375,4-Apr,4,1,Advanced
Chris Silva,mia,Lose,0,10.2,16,0,0,3500,4,66.3,0.2,1,5,0,3,0,0,0,0-2,0,0,2-Jan,1,0.5,Average
Christian Wood,det,Win,0,16.48333333,19.8,0,0,4500,4,61.82,1.91,11,4,0,2,0,2,1,10-May,5,0,0,0,0,Average
Clint Capela,hou,Lose,1,17.15,8.9,0,0,7800,5,67.62,-15.04,2,7,1,0,0,3,0,1-Jan,1,1,0-2,0,0,belowAVG
Coby White,chi,Lose,0,24.6,20.7,0,0,4200,1,63.1,2.65,12,1,5,0,0,0,4,13-Apr,4,0,0,0,0,AboveAVG
Cody Martin,cha,Lose,0,27.56666667,12.6,0,0,3700,2,64.93,0.64,8,3,2,0,0,2,1,7-Mar,3,0.428571429,2-Jan,1,0.5,Average
Cody Zeller,cha,Lose,1,29.96666667,48.4,1,0,4600,5,64.93,0.64,14,12,8,2,1,1,0,10-Jul,7,0,0,0,0,Advanced
Collin Sexton,cle,Lose,1,33,39.4,0,0,6100,1,63.19,0.86,23,2,4,3,0,1,3,16-Sep,9,0.5625,2-Feb,2,1,Advanced
Cory Joseph,sac,Lose,0,23.98333333,21.7,0,0,3800,1,67.12,-0.28,9,6,5,0,0,2,3,9-Mar,3,0,0,0,0,AboveAVG
Courtney Lee,dal,Win,0,8.2,2.4,0,0,3500,2,67.62,-3.63,0,2,0,0,0,0,0,0-1,0,0,0,0,0,belowAVG
Cristiano Felicio,chi,Lose,0,15.91666667,7.8,0,0,3600,5,63.1,2.65,0,4,0,1,0,0,0,0,0,0,0,0,0,belowAVG
D.J. Augustin,orl,Win,0,24.68333333,10.3,0,0,4600,1,66.98,-1.38,6,4,1,0,0,2,1,7-Feb,2,0.285714286,1-Jan,1,1,Average
D.J. Wilson,mil,Win,0,2.066666667,0,0,0,3500,4,66.98,-0.61,0,0,0,0,0,0,0,0-1,0,0,0,0,0,belowAVG
Damian Jones,atl,Lose,1,30.65,32.9,0,0,3800,5,65.02,-1.05,8,12,1,2,1,0,0,6-Mar,3,0.5,2-Feb,2,1,Advanced
Damian Lillard,por,Win,1,36.31666667,73.4,1,0,10200,1,67.71,-0.36,51,2,12,1,0,1,9,0,0,0,8-Aug,8,1, Top
Damion Lee,gsw,Win,1,27.06666667,28.8,0,0,4200,2,63.19,4.07,18,4,2,1,0,0,2,11-Aug,8,0,0,0,0,AboveAVG
Damyean Dotson,nyk,Win,0,27.21666667,14.2,0,0,3600,2,63.6,2.37,8,1,2,1,0,1,2,8-Mar,3,0,0,0,0,Average
D'Angelo Russell,gsw,Win,1,28.91666667,37.4,0,0,7600,2,63.19,4.07,19,7,8,0,0,2,6,14-Jun,6,0.428571429,2-Jan,1,0.5,Advanced
Daniel Gafford,chi,Lose,0,9.066666667,-0.8,0,0,4300,4,63.1,2.65,1,1,0,0,0,3,0,0-1,0,0,2-Jan,1,0.5,belowAVG
Daniel Theis,bos,Win,1,26.26666667,12.4,0,0,5100,4,65.43,1.22,5,7,0,0,0,1,0,3-Feb,2,0.666666667,2-Jan,1,0.5,Average
Danilo Gallinari,okc,Win,1,32.28333333,30.8,0,0,6200,3,63.28,1.15,27,4,0,0,0,1,1,17-Sep,9,0.529411765,9-Aug,8,0.888888889,Advanced
Danny Green,lal,Win,1,21.85,25.3,0,0,4000,2,67.12,-0.68,9,4,3,2,1,2,3,8-Mar,3,0,0,0,0,AboveAVG
Dante Exum,cle,Lose,0,15.16666667,11.1,0,0,3500,1,63.19,0.86,6,3,1,0,0,0,0,6-Feb,2,0.333333333,2-Feb,2,1,Average
Danuel House,hou,Win,1,28.06666667,30.9,1,0,4200,3,66.62,0.19,12,12,1,1,0,0,2,14-May,5,0,0,0,0,Advanced
DaQuan Jeffries,sac,Lose,0,1.533333333,0,0,0,3500,3,65.57,-4,0,0,0,0,0,0,0,0-2,0,0,0,0,0,belowAVG
Dario Saric,pho,Lose,0,4.1,2.4,0,0,3900,4,63.28,-0.02,0,2,0,0,0,0,0,0,0,0,0,0,0,belowAVG
Darius Bazley,okc,Win,0,12.8,6.9,0,0,3500,3,63.28,1.15,0,2,1,1,0,0,0,0-2,0,0,0,0,0,belowAVG
Darius Garland,cle,Lose,1,32.05,19.6,0,0,4500,1,63.19,0.86,15,3,4,0,0,5,3,15-May,5,0.333333333,2-Feb,2,1,Average
Daryl Macon,mia,Win,0,0.816666667,0,0,0,3500,1,67.16,-0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,belowAVG
David Nwaba,bkn,Lose,0,16.13333333,15.4,0,0,3900,2,65.52,1.23,4,2,2,1,1,0,0,0-2,0,0,4-Apr,4,1,Average
Davis Bertans,was,Win,0,30.18333333,28.9,0,0,5300,4,65.7,0.86,11,7,3,1,1,1,3,7-Mar,3,0.428571429,2-Feb,2,1,AboveAVG
De'Aaron Fox,sac,Lose,1,32.95,34.7,0,0,7900,1,67.12,-0.28,24,6,5,0,1,7,0,17-Jul,7,0,0,0,0,Advanced
Dean Wade,cle,Lose,0,1.633333333,0,0,0,3700,4,64.38,-0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,belowAVG
Deandre Ayton,pho,Lose,1,29.75,43.8,1,0,8200,5,62.28,0.98,20,14,2,1,1,2,0,0,0,0,0,0,0,Advanced
DeAndre Bembry,atl,Lose,0,17.26666667,13.1,0,0,3900,2,64.2,-0.56,3,3,1,2,0,1,0,4-Jan,1,0.25,2-Jan,1,0.5,Average
De'Andre Hunter,atl,Win,1,36.46666667,21.4,0,0,4500,3,63.33,0.64,15,2,4,0,0,2,2,12-Jun,6,0.5,2-Jan,1,0.5,AboveAVG
DeAndre Jordan,bkn,Lose,0,21.03333333,33.7,0,0,4800,5,65.7,1.46,8,11,3,1,2,1,0,4-Mar,3,0.75,2-Feb,2,1,Advanced
De'Anthony Melton,mem,Lose,0,17.3,12.7,0,0,4300,1,67.16,-1.3,7,1,1,1,0,0,0,7-Mar,3,0.428571429,2-Jan,1,0.5,Average
Dejounte Murray,sas,Win,1,27.43333333,34,0,0,4900,1,64.93,-0.36,9,10,2,4,0,2,1,8-Apr,4,0,0,0,0,Advanced
Delon Wright,dal,Win,0,29.43333333,26.5,0,0,4800,2,65.02,0.14,9,5,7,1,0,2,1,6-Feb,2,0.333333333,4-Apr,4,1,AboveAVG
DeMar DeRozan,sas,Win,1,32.75,39.4,0,0,8600,2,64.93,-0.36,24,2,6,2,0,2,0,0,0,0,5-Apr,4,0.8,Advanced
DeMarre Carroll,sas,Win,0,1.8,2.2,0,0,3500,3,66.39,-1.99,1,1,0,0,0,0,0,0,0,0,2-Jan,1,0.5,belowAVG
Dennis Schroder,okc,Win,0,29.53333333,41.8,0,0,6000,2,63.28,1.15,24,4,6,2,0,2,3,19-Aug,8,0.421052632,5-May,5,1,Advanced
Dennis Smith Jr.,nyk,Win,1,27.03333333,16.6,0,0,3500,1,63.6,2.37,6,3,6,0,0,2,0,9-Feb,2,0.222222222,4-Feb,2,0.5,Average
Denzel Valentine,chi,Lose,0,13.55,6.2,0,0,3700,3,63.1,2.65,3,1,2,0,0,1,1,5-Jan,1,0,0,0,0,belowAVG
Deonte Burton,okc,Win,0,1.516666667,0,0,0,3500,2,66.71,-3.69,0,0,0,0,0,0,0,0-1,0,0,0,0,0,belowAVG
Derrick Favors,nor,Lose,1,23.91666667,20.7,0,0,5300,4,66.62,-0.37,9,11,1,0,0,3,0,7-Apr,4,0.571428571,1-Jan,1,1,AboveAVG
Derrick Jones,mia,Win,0,27.63333333,24.9,0,0,3800,3,66.25,0.25,3,7,3,0,3,0,1,4-Jan,1,0,0,0,0,AboveAVG
Derrick Rose,det,Win,1,12.86666667,5.2,0,0,7100,1,61.82,1.91,2,1,2,0,0,1,0,3-Jan,1,0.333333333,0-2,0,0,belowAVG
Derrick Walton Jr.,lac,Lose,0,6.883333333,2.5,0,0,3500,1,64.01,2.29,1,0,1,0,0,0,0,0,0,0,2-Jan,1,0.5,belowAVG
Derrick White,sas,Win,0,26.6,18.5,0,0,4100,1,64.93,-0.36,12,5,1,0,0,1,1,8-Apr,4,0.5,4-Mar,3,0.75,Average
Devin Booker,pho,Lose,1,33.78333333,44.4,0,0,8900,2,62.28,0.98,32,7,6,0,0,5,2,15-Sep,9,0,0,0,0,Advanced
Devon Hall,okc,Win,0,0.866666667,0,0,0,3500,2,48.58,16.69,0,0,0,0,0,0,0,0,0,0,0,0,0,belowAVG
Devonte' Graham,cha,Lose,1,37.16666667,23.7,0,0,6600,2,64.93,0.64,8,1,9,2,0,5,2,11-Mar,3,0,0,0,0,AboveAVG
Dewan Hernandez,tor,Win,0,1.866666667,0,0,0,3500,4,66.16,-0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,belowAVG
Dewayne Dedmon,sac,Win,1,30.88333333,45.7,1,0,3700,5,66.39,-0.78,11,11,1,4,3,1,1,8-Apr,4,0.5,2-Feb,2,1,Advanced
Dillon Brooks,mem,Lose,1,26.83333333,24.6,0,0,5600,2,67.16,-1.3,10,3,2,1,2,1,1,14-Mar,3,0.214285714,3-Mar,3,1,AboveAVG
Dion Waiters,mia,Lose,0,18.46666667,16,0,0,4100,3,66.3,0.2,11,5,0,0,0,1,3,11-Apr,4,0,0,0,0,Average
Domantas Sabonis,ind,Lose,1,34.7,34.6,0,0,8400,4,63.6,0.76,25,8,2,0,0,3,0,0,0,0,8-May,5,0.625,Advanced
Donovan Mitchell,uta,Lose,1,32.4,34.4,0,0,7500,2,67.71,-15.62,25,2,4,1,0,2,3,0,0,0,0,0,0,Advanced
Donte DiVincenzo,mil,Win,0,22.16666667,22.9,0,0,4500,2,62.28,1.4,15,2,1,2,0,2,2,12-Jun,6,0.5,2-Jan,1,0.5,AboveAVG
Dorian Finney-Smith,dal,Win,1,28.53333333,45.4,0,0,4500,3,65.02,0.14,22,7,4,2,1,0,4,13-Jul,7,0.538461538,4-Apr,4,1,Advanced
Doug McDermott,ind,Lose,0,16.68333333,10.7,0,0,3500,3,63.6,0.76,8,1,1,0,0,0,1,9-Mar,3,0.333333333,2-Jan,1,0.5,Average
Dragan Bender,mil,Win,0,5.65,6.9,0,0,3500,4,63.69,2.68,0,2,1,0,1,0,0,0-1,0,0,0,0,0,belowAVG
Draymond Green,gsw,Win,1,25.83333333,50.4,0,0,5800,4,63.19,4.07,8,7,16,2,2,2,2,6-Mar,3,0,0,0,0, Top
Drew Eubanks,sas,Lose,0,1.766666667,2,0,0,3500,5,65.06,0.25,2,0,0,0,0,0,0,0,0,0,2-Feb,2,1,belowAVG
Duncan Robinson,mia,Win,1,22,13.7,0,0,4300,2,66.25,0.25,9,1,3,0,0,1,3,7-Mar,3,0,0,0,0,Average
Dwayne Bacon,cha,Win,0,7.45,2.2,0,0,3700,2,64.1,0.01,2,1,0,0,0,1,0,3-Jan,1,0,0,0,0,belowAVG
Dwight Howard,lal,Win,0,18.33333333,14.8,0,0,4700,5,67.12,-0.68,0,9,0,0,2,2,0,0-1,0,0,0,0,0,Average
Dwight Powell,dal,Lose,1,9.116666667,5.1,0,0,3500,5,65.66,-0.66,1,3,1,0,0,1,0,0-1,0,0,2-Jan,1,0.5,belowAVG
Dzanan Musa,bkn,Win,0,0.983333333,0,0,0,3500,3,67.07,-0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,belowAVG
Ed Davis,uta,Lose,0,13.28333333,8.8,0,0,3500,4,67.71,-15.62,4,4,0,0,0,0,0,2-Feb,2,0,0,0,0,belowAVG
Edmond Sumner,ind,Lose,0,7.85,3.2,0,0,3500,1,66.94,-3.6,4,1,0,0,0,2,0,4-Feb,2,0,0,0,0,belowAVG
Elfrid Payton,nyk,Lose,1,34.88333333,43.9,1,0,6200,1,66.98,-1.01,15,7,11,2,0,2,0,14-Jul,7,0.5,2-Jan,1,0.5,Advanced
Elie Okobo,pho,Lose,1,26.21666667,10.2,0,0,3500,2,62.28,0.98,2,1,4,1,0,2,0,4-Jan,1,0,0,0,0,Average
Emmanuel Mudiay,uta,Lose,0,2.65,0.5,0,0,3800,1,67.71,-15.62,0,0,1,0,0,1,0,0-2,0,0,0,0,0,belowAVG
Enes Kanter,bos,Win,0,19.03333333,28.1,0,0,4800,5,68.58,-0.76,13,8,3,0,1,2,0,8-Jun,6,0.75,2-Jan,1,0.5,AboveAVG
Eric Bledsoe,mil,Win,1,31.6,28.4,0,0,6100,1,62.28,1.4,12,7,4,0,1,1,2,8-May,5,0.625,0-1,0,0,AboveAVG
Eric Gordon,hou,Win,1,33.15,25.2,0,0,4900,3,66.62,0.19,9,1,2,4,0,0,1,12-Apr,4,0,0,0,0,AboveAVG
Eric Mika,sac,Lose,0,19.05,14.4,0,0,0,3,67.12,-0.28,6,7,0,0,0,0,0,3-Feb,2,0.666666667,2-Feb,2,1,Average
Eric Paschall,gsw,Win,0,22.16666667,20.4,0,0,4100,4,63.19,4.07,16,2,2,0,0,1,0,8-May,5,0.625,6-Jun,6,1,AboveAVG
Ersan Ilyasova,mil,Win,0,14.33333333,11.8,0,0,3600,4,62.28,1.4,8,4,0,0,0,1,2,9-Mar,3,0,0,0,0,Average
E'Twaun Moore,nor,Lose,0,14.41666667,12,0,0,3500,3,66.62,-0.37,10,0,0,0,1,1,0,8-May,5,0,0,0,0,Average
Evan Fournier,orl,Lose,1,33.73333333,22.2,0,0,5200,2,66.25,0,12,1,4,2,0,3,2,13-Mar,3,0.230769231,4-Apr,4,1,AboveAVG
Evan Turner,atl,Lose,0,4.283333333,1.7,0,0,3500,2,64.2,0.08,0,1,1,0,0,1,0,0-1,0,0,0,0,0,belowAVG
Frank Jackson,nor,Win,0,6.416666667,0.2,0,0,3500,1,67.16,-0.91,0,1,0,0,0,1,0,0-1,0,0,0,0,0,belowAVG
Frank Kaminsky,pho,Win,0,6.8,0,0,0,3700,4,66.98,-2.91,0,0,0,0,0,0,0,0-1,0,0,0,0,0,belowAVG
Frank Mason III,mil,Win,0,4.766666667,3.7,0,0,3500,1,64.74,1.17,1,1,1,0,0,0,0,0-3,0,0,2-Jan,1,0.5,belowAVG
Frank Ntilikina,nyk,Lose,0,3.083333333,3,0,0,3700,1,64.1,2.73,3,0,0,0,0,0,1,1-Jan,1,0,0,0,0,belowAVG
Fred VanVleet,tor,Win,1,32.21666667,28.8,0,0,7300,2,63.1,1.34,12,4,8,1,0,3,2,11-May,5,0,0,0,0,AboveAVG
Furkan Korkmaz,phi,Lose,0,25.28333333,23.8,0,0,3900,2,65.43,-0.31,14,4,2,1,0,1,2,9-Apr,4,0.444444444,4-Apr,4,1,AboveAVG
Gabe Vincent,mia,Win,0,1.2,0,0,0,3500,1,66.34,0.32,0,0,0,0,0,0,0,0-1,0,0,0,0,0,belowAVG
Garrett Temple,bkn,Lose,1,36.5,29.5,0,0,3800,2,65.7,1.46,17,5,1,1,1,1,4,14-Jun,6,0.428571429,1-Jan,1,1,AboveAVG
Garrison Mathews,was,Win,0,3.966666667,6,0,0,3500,2,67.21,-0.86,0,0,2,1,0,0,0,0-1,0,0,0,0,0,belowAVG
Gary Clark,orl,Lose,0,11,4.8,0,0,3500,4,66.25,0,0,4,0,0,0,0,0,0-2,0,0,0,0,0,belowAVG
Gary Harris,den,Lose,0,31.26666667,6.1,0,0,4300,2,61.82,-6.49,3,3,1,0,0,2,0,6-Jan,1,0.166666667,2-Jan,1,0.5,belowAVG
Gary Payton,was,Win,1,21.61666667,23.5,0,0,3500,2,65.7,0.86,4,5,3,3,0,0,0,7-Feb,2,0.285714286,0-1,0,0,AboveAVG
Gary Trent Jr.,por,Win,0,24.36666667,8.2,0,0,4000,2,67.71,-0.36,7,1,0,0,0,0,1,9-Mar,3,0,0,0,0,belowAVG
George Hill,mil,Win,0,21.21666667,4.7,0,0,3800,1,65.02,-0.41,2,1,3,0,0,3,0,0-3,0,0,2-Feb,2,1,belowAVG
Georges Niang,uta,Lose,0,18.5,11.1,0,0,3500,4,67.71,-15.62,6,3,1,0,0,0,0,10-Mar,3,0,0,0,0,Average
Giannis Antetokounmpo,mil,Win,1,30.56666667,65.3,1,0,11600,3,62.28,1.4,30,19,9,1,1,7,1,0,0,0,16-Sep,9,0.5625, Top
Glenn Robinson III,gsw,Win,1,25.83333333,36.7,0,0,4200,3,63.19,4.07,22,1,1,3,1,0,3,13-Sep,9,0.692307692,2-Jan,1,0.5,Advanced
