Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Justin Anderson,SF,24.0,PHI,38.0,0.0,13.7,2.3,5.3,0.431,0.9,2.7,0.33,1.4,2.6,.535,0.515,0.7,1.0,0.737,0.7,1.8,2.4,0.7,0.4,0.2,0.4,1.4,6.2,SF,24.0,38.0,519,13.0,0.54,.510,.188,5.4,13.6,9.6,7.1,1.4,1.1,6.8,19.3,,0.6,0.7,1.2,.115,,-0.5,-1.5,-2.0,0.0
Kyle Anderson,SF,24.0,SAS,74.0,67.0,26.7,3.1,5.9,0.527,0.3,0.8,0.33299999999999996,2.9,5.1,.556,0.5489999999999999,1.4,2.0,0.7120000000000001,1.1,4.2,5.4,2.7,1.6,0.8,1.3,1.5,7.9,SF,24.0,74.0,1978,15.9,0.5820000000000001,.130,.333,4.7,17.6,11.1,14.7,2.9,2.5,15.8,13.5,,2.4,3.8,6.2,.151,,-0.3,4.3,4.1,3.0
Ryan Anderson,PF,29.0,HOU,66.0,50.0,26.1,3.1,7.3,0.431,2.0,5.1,0.386,1.2,2.1,.539,0.568,1.1,1.4,0.774,1.4,3.6,5.0,0.9,0.4,0.3,0.6,1.9,9.3,PF,29.0,66.0,1725,12.6,0.5920000000000001,.706,.194,6.2,15.4,10.8,5.1,0.7,1.0,7.5,14.4,,3.1,1.7,4.8,.132,,1.0,-0.8,0.2,1.0
Ike Anigbogu,C,19.0,IND,11.0,0.0,2.7,0.4,0.8,0.444,0.0,0.0,0.0,0.4,0.8,.444,0.444,0.5,0.5,0.833,0.5,0.4,0.8,0.0,0.1,0.3,0.2,0.1,1.2,C,19.0,11.0,30,21.6,0.5579999999999999,.000,.667,19.0,15.0,16.9,0.0,1.7,8.9,14.7,20.3,,0.1,0.0,0.1,.165,,-4.1,-1.2,-5.4,0.0
Giannis Antetokounmpo,PF,23.0,MIL,75.0,75.0,36.7,9.9,18.7,0.529,0.6,1.9,0.307,9.3,16.8,.554,0.545,6.5,8.5,0.76,2.1,8.0,10.0,4.8,1.5,1.4,3.0,3.1,26.9,PF,23.0,75.0,2756,27.3,0.598,.100,.457,6.7,25.3,16.0,23.7,2.0,3.3,11.7,31.2,,8.3,3.6,11.9,.207,,3.9,1.9,5.8,5.4
Carmelo Anthony,PF,33.0,OKC,78.0,78.0,32.1,6.1,15.0,0.40399999999999997,2.2,6.1,0.35700000000000004,3.9,8.9,.437,0.47600000000000003,1.9,2.5,0.767,0.9,4.9,5.8,1.3,0.6,0.6,1.3,2.5,16.2,PF,33.0,78.0,2501,12.7,0.503,.406,.165,2.9,17.7,10.0,6.5,0.9,1.8,7.3,23.2,,1.2,2.5,3.7,.071,,-1.9,-1.9,-3.8,-1.1
OG Anunoby,SF,20.0,TOR,74.0,62.0,20.0,2.2,4.7,0.47100000000000003,1.0,2.7,0.371,1.2,2.0,.604,0.5770000000000001,0.5,0.8,0.629,0.6,1.9,2.5,0.7,0.7,0.2,0.6,1.8,5.9,SF,20.0,74.0,1481,10.0,0.5870000000000001,.569,.179,3.4,10.4,7.0,5.0,1.7,0.8,10.8,12.4,,1.4,1.6,3.0,.098,,0.2,0.4,0.6,1.0
Ryan Arcidiacono,PG,23.0,CHI,24.0,0.0,12.7,0.7,1.7,0.415,0.4,1.3,0.29,0.3,0.4,.800,0.524,0.2,0.3,0.833,0.0,1.0,1.0,1.5,0.5,0.0,0.5,0.8,2.0,PG,23.0,24.0,304,7.3,0.55,.756,.146,0.3,8.8,4.4,15.5,2.1,0.0,23.0,8.1,,0.1,0.2,0.3,.040,,-3.3,-0.7,-4.1,-0.2
Trevor Ariza,SF,32.0,HOU,67.0,67.0,33.9,4.0,9.7,0.41200000000000003,2.5,6.9,0.368,1.5,2.8,.519,0.542,1.1,1.3,0.8540000000000001,0.5,3.9,4.4,1.6,1.5,0.2,0.8,2.0,11.7,SF,32.0,67.0,2269,11.8,0.5670000000000001,.710,.137,1.7,12.9,7.3,6.8,2.1,0.5,7.0,14.4,,2.6,2.8,5.3,.113,,0.8,0.7,1.5,2.0
Darrell Arthur,PF,29.0,DEN,19.0,1.0,7.4,1.2,2.5,0.46799999999999997,0.4,1.2,0.348,0.7,1.3,.583,0.5529999999999999,0.1,0.2,0.667,0.2,0.6,0.8,0.5,0.4,0.2,0.8,1.2,2.8,PF,29.0,19.0,141,8.4,0.5589999999999999,.489,.064,2.4,9.5,6.0,9.3,2.8,1.8,23.7,19.5,,-0.2,0.1,0.0,-0.011,,-3.5,-1.0,-4.5,-0.1
Jamel Artis,SG,25.0,ORL,15.0,1.0,18.6,2.1,5.3,0.392,0.5,1.9,0.276,1.5,3.3,.460,0.44299999999999995,0.5,0.8,0.583,0.3,2.3,2.5,1.2,0.1,0.2,0.5,0.7,5.1,SG,25.0,15.0,279,6.9,0.457,.367,.152,1.6,13.5,7.5,9.3,0.4,0.9,8.7,14.5,,-0.1,0.1,0.0,-0.006,,-4.3,-1.5,-5.9,-0.3
Ömer Aşık,C,31.0,TOT,18.0,0.0,10.1,0.5,1.2,0.409,0.0,0.0,0.0,0.5,1.2,.409,0.409,0.2,0.7,0.308,0.5,2.1,2.6,0.2,0.1,0.2,0.5,1.1,1.2,C,31.0,18.0,182,3.1,0.397,.000,.591,5.5,22.2,14.0,2.1,0.5,1.9,24.5,8.7,,-0.2,0.2,-0.1,-0.021,,-8.1,0.0,-8.1,-0.3
Ömer Aşık,C,31.0,NOP,14.0,0.0,8.6,0.5,1.1,0.43799999999999994,0.0,0.0,0.0,0.5,1.1,.438,0.43799999999999994,0.3,0.9,0.33299999999999996,0.5,2.1,2.6,0.1,0.1,0.1,0.4,1.0,1.3,C,31.0,14.0,121,4.5,0.423,.000,.750,6.5,26.0,16.6,2.0,0.4,1.3,19.0,9.4,,-0.1,0.1,0.0,.008,,-7.4,-0.7,-8.1,-0.2
Ömer Aşık,C,31.0,CHI,4.0,0.0,15.3,0.5,1.5,0.33299999999999996,0.0,0.0,0.0,0.5,1.5,.333,0.33299999999999996,0.0,0.3,0.0,0.5,2.0,2.5,0.3,0.3,0.5,1.0,1.5,1.0,C,31.0,4.0,61,0.2,0.311,.000,.167,3.4,14.6,8.8,2.1,0.8,2.9,38.3,7.4,,-0.1,0.0,-0.1,-0.078,,-9.6,1.6,-8.0,-0.1
D.J. Augustin,PG,30.0,ORL,75.0,36.0,23.5,3.3,7.2,0.452,1.5,3.6,0.419,1.7,3.6,.485,0.557,2.2,2.5,0.868,0.4,1.7,2.1,3.8,0.7,0.0,1.6,1.3,10.2,PG,30.0,75.0,1760,15.4,0.615,.504,.350,1.9,8.2,5.0,24.4,1.5,0.0,16.5,18.6,,3.3,0.8,4.1,.110,,1.5,-2.5,-0.9,0.5
Luke Babbitt,SF,28.0,TOT,50.0,14.0,14.3,1.8,4.3,0.423,1.2,3.1,0.385,0.6,1.2,.525,0.563,0.3,0.4,0.773,0.1,1.8,1.9,0.6,0.2,0.1,0.4,1.1,5.2,SF,28.0,50.0,715,9.8,0.5760000000000001,.726,.102,1.1,13.9,7.5,6.5,0.5,0.8,7.8,15.0,,0.5,0.4,0.9,.060,,-1.0,-2.2,-3.2,-0.2
Luke Babbitt,SF,28.0,ATL,37.0,9.0,15.4,2.2,4.5,0.47600000000000003,1.3,3.0,0.441,0.8,1.5,.544,0.622,0.5,0.6,0.773,0.1,2.1,2.2,0.7,0.2,0.1,0.4,1.3,6.1,SF,28.0,37.0,570,12.0,0.636,.661,.131,1.0,14.9,7.9,7.0,0.6,0.8,7.8,14.8,,0.9,0.3,1.1,.094,,0.1,-2.1,-2.0,0.0
Luke Babbitt,SF,28.0,MIA,13.0,5.0,11.2,0.8,3.6,0.23399999999999999,0.8,3.5,0.244,0.0,0.2,.000,0.35100000000000003,0.0,0.0,0.0,0.2,1.0,1.2,0.4,0.1,0.2,0.3,0.5,2.5,SF,28.0,13.0,145,1.3,0.35100000000000003,.957,.000,1.5,10.1,5.8,4.8,0.3,1.2,7.8,15.8,,-0.3,0.1,-0.2,-0.073,,-5.2,-2.7,-7.9,-0.2
Dwayne Bacon,SG,22.0,CHO,53.0,6.0,13.5,1.4,3.6,0.375,0.2,0.8,0.256,1.2,2.8,.409,0.40399999999999997,0.4,0.5,0.8,0.1,2.3,2.3,0.7,0.3,0.0,0.4,0.9,3.3,SG,22.0,53.0,713,5.8,0.431,.224,.130,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,,-0.7,0.6,-0.1,-0.007,,-5.4,-0.3,-5.7,-0.7
Ron Baker,SG,24.0,NYK,29.0,1.0,13.3,0.7,2.0,0.33899999999999997,0.4,1.1,0.33299999999999996,0.3,0.9,.346,0.43200000000000005,0.7,0.9,0.769,0.2,0.9,1.0,1.6,0.9,0.2,0.6,1.1,2.4,SG,24.0,29.0,385,9.3,0.504,.559,.441,1.4,7.2,4.3,15.5,3.3,1.3,20.4,10.0,,0.1,0.4,0.5,.059,,-1.9,0.9,-1.0,0.1
Wade Baldwin,PG,21.0,POR,7.0,0.0,11.4,2.0,3.0,0.667,0.6,0.7,0.8,1.4,2.3,.625,0.762,0.9,1.4,0.6,0.1,1.0,1.1,0.7,0.3,0.1,0.6,1.7,5.4,PG,21.0,7.0,80,16.6,0.748,.238,.476,1.4,9.5,5.5,9.8,1.2,1.0,13.6,16.1,,0.2,0.1,0.3,.187,,1.1,-1.1,0.0,0.0
Lonzo Ball,PG,20.0,LAL,52.0,50.0,34.2,3.9,10.8,0.36,1.7,5.7,0.305,2.2,5.2,.420,0.44,0.6,1.4,0.451,1.3,5.6,6.9,7.2,1.7,0.8,2.6,2.3,10.2,PG,20.0,52.0,1780,12.5,0.444,.523,.126,4.2,17.3,10.8,29.2,2.4,2.0,18.6,17.4,,-0.5,2.5,2.0,.053,,-0.8,2.5,1.7,1.7
J.J. Barea,PG,33.0,DAL,69.0,10.0,23.2,4.4,10.0,0.439,1.7,4.5,0.36700000000000005,2.7,5.5,.499,0.522,1.2,1.5,0.784,0.2,2.7,2.9,6.3,0.5,0.0,2.1,1.2,11.6,PG,33.0,69.0,1603,17.8,0.545,.454,.148,1.0,13.4,7.0,45.1,1.1,0.2,16.3,24.9,,2.3,1.0,3.3,.098,,2.4,-2.3,0.1,0.8
Harrison Barnes,PF,25.0,DAL,77.0,77.0,34.2,7.0,15.7,0.445,1.5,4.3,0.35700000000000004,5.4,11.4,.478,0.494,3.4,4.1,0.8270000000000001,1.0,5.1,6.1,2.0,0.6,0.2,1.5,1.2,18.9,PF,25.0,77.0,2634,15.8,0.539,.276,.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,,2.0,1.9,3.8,.070,,-0.7,-1.4,-2.1,-0.1
Will Barton,SG,27.0,DEN,81.0,40.0,33.1,5.7,12.7,0.452,1.9,5.2,0.37,3.8,7.5,.510,0.528,2.2,2.8,0.805,0.9,4.2,5.0,4.1,1.0,0.6,1.8,2.1,15.7,SG,27.0,81.0,2683,16.2,0.562,.411,.220,3.0,14.2,8.6,18.5,1.5,1.6,11.7,20.7,,4.4,1.8,6.2,.111,,1.6,-0.6,0.9,2.0
Nicolas Batum,SG,29.0,CHO,64.0,64.0,31.0,4.2,10.2,0.415,1.4,4.3,0.336,2.8,5.9,.473,0.486,1.7,2.0,0.831,0.9,3.9,4.8,5.5,1.0,0.4,2.0,1.1,11.6,SG,29.0,64.0,1981,14.4,0.523,.422,.200,3.1,13.8,8.4,26.2,1.6,1.0,15.6,18.3,,1.7,1.8,3.5,.084,,0.9,0.5,1.4,1.7
Jerryd Bayless,SG,29.0,PHI,39.0,11.0,23.7,2.8,6.7,0.41600000000000004,1.4,3.7,0.37,1.4,3.0,.474,0.519,0.9,1.1,0.795,0.4,1.7,2.1,1.4,0.6,0.2,1.2,2.3,7.9,SG,29.0,39.0,925,7.5,0.546,.557,.168,1.8,7.3,4.7,8.0,1.2,0.5,14.1,15.1,,0.2,0.9,1.1,.055,,-1.8,-1.0,-2.7,-0.2
Aron Baynes,C,31.0,BOS,81.0,67.0,18.3,2.6,5.5,0.47100000000000003,0.0,0.3,0.14300000000000002,2.6,5.2,.487,0.474,0.7,1.0,0.7559999999999999,1.6,3.8,5.4,1.1,0.3,0.6,1.0,2.5,6.0,C,31.0,81.0,1485,12.0,0.502,.047,.175,9.7,22.1,16.0,9.6,0.7,2.9,14.3,16.8,,0.5,2.5,3.0,.097,,-3.8,2.1,-1.7,0.1
Kent Bazemore,SG,28.0,ATL,65.0,65.0,27.5,4.4,10.4,0.42,1.7,4.2,0.39399999999999996,2.7,6.2,.438,0.5,2.5,3.1,0.7959999999999999,0.4,3.4,3.8,3.5,1.5,0.7,2.4,2.3,12.9,SG,28.0,65.0,1789,14.5,0.547,.405,.297,1.6,13.9,7.7,20.1,2.7,2.2,17.0,22.5,,0.2,2.0,2.2,.059,,-0.6,1.1,0.5,1.1
Bradley Beal,SG,24.0,WAS,82.0,82.0,36.3,8.3,18.1,0.46,2.4,6.5,0.375,5.9,11.6,.507,0.527,3.6,4.5,0.7909999999999999,0.7,3.7,4.4,4.5,1.2,0.4,2.6,2.0,22.6,SG,24.0,82.0,2977,18.4,0.564,.357,.249,2.3,11.5,6.9,21.0,1.6,1.1,11.5,27.6,,4.4,2.5,6.9,.111,,2.7,-1.0,1.7,2.7
Malik Beasley,SG,21.0,DEN,62.0,0.0,9.4,1.2,2.9,0.41,0.5,1.3,0.341,0.7,1.5,.469,0.489,0.4,0.5,0.667,0.2,0.9,1.1,0.5,0.2,0.1,0.4,0.6,3.2,SG,21.0,62.0,583,9.0,0.509,.461,.185,2.7,11.0,6.9,7.4,1.3,1.0,11.1,16.2,,0.1,0.3,0.3,.028,,-2.8,-2.4,-5.1,-0.5
Michael Beasley,PF,29.0,NYK,74.0,30.0,22.3,5.5,10.9,0.507,0.5,1.2,0.395,5.1,9.7,.520,0.528,1.7,2.1,0.78,1.3,4.3,5.6,1.7,0.5,0.6,1.9,2.0,13.2,PF,29.0,74.0,1653,17.8,0.556,.107,.197,6.5,21.2,13.9,12.5,1.1,2.3,14.0,26.9,,0.9,1.5,2.4,.069,,-1.0,-0.4,-1.5,0.2
Marco Belinelli,SG,31.0,TOT,80.0,2.0,24.3,4.2,9.6,0.441,1.9,4.9,0.377,2.4,4.6,.509,0.539,1.9,2.0,0.9079999999999999,0.3,1.6,1.9,1.9,0.8,0.2,1.2,1.1,12.1,SG,31.0,80.0,1947,14.1,0.581,.517,.213,1.1,7.3,4.3,11.9,1.6,0.5,10.1,20.7,,2.4,1.3,3.7,.092,,0.8,-2.1,-1.3,0.3
Marco Belinelli,SG,31.0,ATL,52.0,1.0,23.3,3.8,9.3,0.41,1.8,4.8,0.37200000000000005,2.1,4.6,.450,0.505,1.9,2.1,0.927,0.3,1.7,1.9,2.0,0.9,0.1,1.0,0.8,11.4,SG,31.0,52.0,1210,14.1,0.5539999999999999,.509,.225,1.3,7.9,4.6,13.5,1.9,0.2,9.2,21.2,,1.3,0.6,1.9,.075,,0.6,-2.3,-1.7,0.1
Marco Belinelli,SG,31.0,PHI,28.0,1.0,26.3,4.9,10.0,0.495,2.0,5.3,0.385,2.9,4.7,.618,0.597,1.7,1.9,0.87,0.2,1.6,1.8,1.6,0.7,0.3,1.4,1.8,13.6,SG,31.0,28.0,737,14.2,0.628,.530,.194,0.9,6.3,3.7,9.3,1.3,1.0,11.7,19.8,,1.1,0.7,1.8,.119,,1.1,-1.8,-0.8,0.2
Jordan Bell,C,23.0,GSW,57.0,13.0,14.2,2.0,3.2,0.627,0.0,0.1,0.0,2.0,3.2,.641,0.627,0.5,0.8,0.682,1.1,2.6,3.6,1.8,0.6,1.0,0.9,1.6,4.6,C,23.0,57.0,809,18.0,0.6409999999999999,.022,.238,8.9,19.0,14.3,16.9,2.1,5.5,20.0,13.9,,1.6,1.4,2.9,.174,,0.0,3.7,3.7,1.2
DeAndre' Bembry,SF,23.0,ATL,26.0,3.0,17.5,2.0,4.9,0.414,0.4,1.2,0.36700000000000005,1.6,3.8,.429,0.457,0.7,1.3,0.5760000000000001,0.3,2.5,2.8,1.9,0.8,0.5,1.8,1.5,5.2,SF,23.0,26.0,455,7.6,0.47700000000000004,.234,.258,2.0,15.7,8.8,15.9,2.3,2.3,24.8,18.2,,-0.9,0.5,-0.4,-0.040,,-5.9,1.5,-4.4,-0.3
Dragan Bender,PF,20.0,PHO,82.0,37.0,25.2,2.3,5.9,0.386,1.4,3.9,0.366,0.8,2.0,.426,0.508,0.5,0.6,0.765,0.5,3.9,4.4,1.6,0.3,0.6,1.4,2.0,6.5,PF,20.0,82.0,2069,7.1,0.524,.665,.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,,-0.7,0.8,0.1,.001,,-2.7,0.0,-2.7,-0.4
Dāvis Bertāns,PF,25.0,SAS,77.0,10.0,14.1,2.1,4.8,0.44,1.2,3.3,0.373,0.9,1.5,.588,0.568,0.5,0.6,0.816,0.2,1.8,2.0,1.0,0.3,0.4,0.5,1.2,5.9,PF,25.0,77.0,1086,14.1,0.588,.689,.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,,1.6,1.4,3.1,.135,,1.2,-0.3,1.0,0.8
Patrick Beverley,SG,29.0,LAC,11.0,11.0,30.4,4.4,10.8,0.40299999999999997,2.2,5.5,0.4,2.2,5.4,.407,0.504,1.3,1.5,0.8240000000000001,1.5,2.6,4.1,2.9,1.7,0.5,2.3,3.1,12.2,SG,29.0,11.0,334,12.4,0.53,.504,.143,5.3,9.4,7.4,13.8,2.8,1.3,16.5,19.6,,0.1,0.3,0.4,.056,,0.5,0.4,0.9,0.2
Khem Birch,C,25.0,ORL,42.0,0.0,13.8,1.6,3.0,0.54,0.0,0.0,0.0,1.6,3.0,.540,0.54,1.0,1.5,0.6890000000000001,1.7,2.6,4.3,0.8,0.4,0.5,0.5,1.3,4.2,C,25.0,42.0,578,16.4,0.5820000000000001,.000,.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,,1.2,0.6,1.8,.150,,-1.1,1.4,0.3,0.3
Jabari Bird,SG,23.0,BOS,13.0,1.0,8.8,1.2,2.0,0.5770000000000001,0.2,0.5,0.429,0.9,1.5,.632,0.635,0.5,1.0,0.462,0.5,1.0,1.5,0.6,0.2,0.1,0.6,0.5,3.0,SG,23.0,13.0,115,12.1,0.615,.269,.500,5.8,12.2,9.0,10.5,1.3,0.7,20.1,15.4,,0.1,0.2,0.2,.098,,-2.3,0.1,-2.1,0.0
Bismack Biyombo,C,25.0,ORL,82.0,25.0,18.2,2.2,4.3,0.52,0.0,0.0,0.0,2.2,4.3,.521,0.52,1.2,1.9,0.65,1.8,4.0,5.7,0.8,0.3,1.2,1.0,1.9,5.7,C,25.0,82.0,1495,14.1,0.556,.003,.446,10.5,24.0,17.2,6.5,0.7,5.1,16.6,14.9,,1.1,1.8,2.9,.094,,-3.7,2.1,-1.6,0.2
Nemanja Bjelica,PF,29.0,MIN,67.0,21.0,20.5,2.6,5.5,0.461,1.1,2.7,0.415,1.4,2.8,.505,0.563,0.5,0.7,0.8,0.8,3.3,4.1,1.3,0.7,0.2,0.8,2.1,6.8,PF,29.0,67.0,1371,12.6,0.581,.493,.121,4.4,18.8,11.5,8.7,1.8,1.0,11.7,14.3,,1.7,1.1,2.8,.097,,0.6,-0.1,0.5,0.9
Tarik Black,C,26.0,HOU,51.0,2.0,10.5,1.5,2.5,0.591,0.0,0.2,0.091,1.5,2.3,.638,0.594,0.6,1.2,0.46,1.2,2.0,3.2,0.3,0.4,0.6,0.7,2.1,3.5,C,26.0,51.0,536,14.3,0.5820000000000001,.087,.496,13.4,20.9,17.1,3.7,1.9,4.8,18.4,15.6,,0.5,1.0,1.5,.136,,-3.0,2.1,-1.0,0.1
Antonio Blakeney,SG,21.0,CHI,19.0,0.0,16.5,2.8,7.5,0.371,0.8,2.7,0.28800000000000003,2.0,4.8,.418,0.423,1.6,2.1,0.769,0.2,1.5,1.7,1.1,0.4,0.1,0.6,1.0,7.9,SG,21.0,19.0,314,10.1,0.47100000000000003,.364,.273,1.3,10.3,5.6,10.1,1.1,0.3,6.4,23.7,,-0.2,0.1,0.0,-0.006,,-3.2,-3.6,-6.8,-0.4
Eric Bledsoe,PG,28.0,TOT,74.0,74.0,31.4,6.3,13.4,0.473,1.7,4.9,0.34700000000000003,4.6,8.5,.545,0.536,3.4,4.3,0.795,0.7,3.1,3.8,5.0,2.0,0.6,2.9,2.5,17.7,PG,28.0,74.0,2322,19.7,0.5820000000000001,.364,.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,,3.1,2.5,5.6,.116,,2.5,-0.3,2.1,2.4
Eric Bledsoe,PG,28.0,PHO,3.0,3.0,27.7,5.3,13.3,0.4,1.3,4.3,0.308,4.0,9.0,.444,0.45,3.7,4.7,0.7859999999999999,1.0,1.3,2.3,3.0,1.3,0.7,3.3,2.0,15.7,PG,28.0,3.0,83,13.0,0.509,.325,.350,3.8,5.2,4.5,17.9,2.3,1.9,17.8,28.7,,-0.1,0.0,0.0,-0.028,,-2.5,-2.4,-4.9,-0.1
Eric Bledsoe,PG,28.0,MIL,71.0,71.0,31.5,6.4,13.4,0.47600000000000003,1.7,4.9,0.349,4.7,8.5,.550,0.54,3.4,4.3,0.795,0.7,3.2,3.9,5.1,2.0,0.6,2.9,2.5,17.8,PG,28.0,71.0,2239,20.0,0.585,.366,.319,2.5,11.9,7.2,26.0,3.2,1.5,16.0,26.0,,3.2,2.4,5.7,.121,,2.6,-0.2,2.4,2.5
Vander Blue,SG,25.0,LAL,5.0,0.0,9.0,0.2,1.0,0.2,0.0,0.4,0.0,0.2,0.6,.333,0.2,0.2,0.4,0.5,0.0,0.2,0.2,0.6,0.2,0.0,0.6,0.4,0.6,SG,25.0,5.0,45,-1.8,0.255,.400,.400,0.0,2.3,1.2,8.2,1.1,0.0,33.8,8.4,,-0.1,0.0,-0.1,-0.103,,-8.7,-1.3,-10.0,-0.1
