,Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
369,Sviatoslav Mykhailiuk,SF,22.0,DET,46.0,18.0,22.2,2.9,6.8,0.433,2.0,4.8,0.425,0.9,2.0,.451,0.583,1.0,1.2,0.852,0.3,1.4,1.7,1.7,0.6,0.1,1.0,1.5,8.9,SF,22.0,46.0,1019,11.7,0.611,.708,.173,1.4,7.0,4.2,10.8,1.4,0.3,11.8,16.2,,1.3,0.4,1.6,.077,,1.0,-2.3,-1.3,0.2
370,Abdel Nader,SF,26.0,OKC,36.0,5.0,15.4,2.0,4.4,0.465,0.8,2.3,0.358,1.2,2.1,.579,0.557,0.8,1.0,0.8109999999999999,0.3,1.2,1.4,0.7,0.4,0.3,0.8,1.3,5.7,SF,26.0,36.0,553,10.3,0.5920000000000001,.516,.236,2.1,8.1,5.2,6.2,1.1,1.8,14.3,16.1,,0.2,0.5,0.7,.064,,-1.6,-0.9,-2.5,-0.1
371,Larry Nance,C,27.0,CLE,43.0,6.0,25.0,3.8,7.2,0.528,1.0,2.8,0.355,2.8,4.4,.638,0.597,0.8,1.2,0.647,1.7,5.5,7.3,2.0,0.8,0.4,1.0,1.6,9.3,C,27.0,43.0,1073,17.1,0.606,.392,.165,7.7,24.6,16.1,11.8,1.6,1.5,11.0,14.8,,2.0,0.7,2.8,.124,,1.2,0.7,1.8,1.0
372,Shabazz Napier,PG,28.0,TOT,37.0,22.0,23.6,3.2,7.9,0.406,1.4,4.5,0.309,1.8,3.5,.531,0.493,1.9,2.4,0.818,0.5,2.5,3.1,5.1,1.1,0.2,2.1,1.7,9.8,PG,28.0,37.0,874,14.5,0.544,.563,.300,2.2,11.6,6.8,31.9,2.2,0.8,19.0,19.4,,0.7,0.7,1.5,.080,,0.1,-1.1,-1.0,0.2
373,Shabazz Napier,PG,28.0,MIN,36.0,22.0,23.8,3.2,7.9,0.40299999999999997,1.3,4.4,0.29600000000000004,1.9,3.4,.540,0.486,2.0,2.4,0.818,0.5,2.6,3.1,5.2,1.1,0.2,2.1,1.7,9.6,PG,28.0,36.0,856,14.2,0.539,.562,.311,2.0,11.8,6.7,32.0,2.2,0.7,19.1,19.2,,0.7,0.7,1.4,.077,,-0.1,-1.2,-1.3,0.2
374,Shabazz Napier,G,28.0,WAS,1.0,0.0,18.0,5.0,10.0,0.5,4.0,6.0,0.667,1.0,4.0,.250,0.7,0.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,14.0,G,28.0,1.0,18,31.2,0.7,.600,.000,11.7,6.3,9.1,27.5,5.2,4.8,16.7,27.7,,0.1,0.0,0.1,.239,,10.0,1.4,11.3,0.1
375,Raul Neto,PG,27.0,PHI,44.0,2.0,10.9,1.5,3.5,0.43799999999999994,0.5,1.4,0.381,1.0,2.0,.478,0.516,0.3,0.4,0.778,0.3,0.8,1.1,1.5,0.5,0.1,0.8,0.8,3.9,PG,27.0,44.0,480,10.8,0.534,.412,.118,2.5,8.4,5.5,19.0,2.0,0.9,17.9,17.6,,0.0,0.6,0.6,.062,,-2.6,-0.9,-3.5,-0.2
376,Georges Niang,PF,26.0,UTA,45.0,0.0,13.7,2.0,4.5,0.455,1.3,3.1,0.42,0.8,1.4,.531,0.599,0.4,0.4,0.85,0.2,1.6,1.9,0.7,0.3,0.1,0.4,1.2,5.8,PF,26.0,45.0,616,12.6,0.614,.683,.099,2.0,12.3,7.4,7.1,0.9,0.7,8.3,16.3,,0.9,0.6,1.5,.121,,1.0,-1.1,-0.1,0.3
377,Nerlens Noel,C,25.0,OKC,43.0,6.0,19.1,3.3,4.9,0.684,0.0,0.1,0.33299999999999996,3.3,4.8,.689,0.687,1.6,1.9,0.807,1.7,3.7,5.3,1.2,1.1,1.5,1.0,2.5,8.2,C,25.0,43.0,822,23.1,0.721,.014,.397,10.0,20.4,15.4,9.3,2.8,6.8,15.5,15.6,,2.4,1.8,4.2,.246,,1.6,5.5,7.0,1.9
378,Zach Norvell,SG,22.0,LAL,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,.000,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,SG,22.0,2.0,5,-5.6,0.0,.000,.000,0.0,21.3,10.9,0.0,0.0,0.0,0.0,8.5,,0.0,0.0,0.0,-0.155,,-14.3,-2.9,-17.3,0.0
379,Jaylen Nowell,SG,20.0,MIN,8.0,0.0,11.4,1.5,4.3,0.353,0.3,2.3,0.111,1.3,2.0,.625,0.382,1.1,1.3,0.9,0.3,0.6,0.9,1.0,0.0,0.1,0.4,0.8,4.4,SG,20.0,8.0,91,7.7,0.456,.529,.294,2.2,5.9,4.0,12.8,0.0,0.9,7.2,18.8,,0.0,0.0,0.0,-0.003,,-3.6,-4.3,-7.9,-0.1
380,Frank Ntilikina,PG,21.0,NYK,46.0,25.0,20.8,2.2,5.7,0.38299999999999995,0.7,2.3,0.318,1.5,3.4,.427,0.447,0.8,0.9,0.875,0.4,1.8,2.2,2.9,0.9,0.3,1.3,2.5,5.9,PG,21.0,46.0,959,8.9,0.48100000000000004,.405,.152,1.9,9.7,5.7,19.8,2.1,1.6,17.8,15.1,,-0.3,0.7,0.4,.020,,-2.8,-0.1,-2.9,-0.2
381,Kendrick Nunn,SG,24.0,MIA,48.0,48.0,30.3,6.2,13.7,0.45399999999999996,2.0,5.7,0.354,4.2,8.0,.525,0.527,1.3,1.6,0.8270000000000001,0.3,2.5,2.8,3.5,0.9,0.2,1.8,2.3,15.8,SG,24.0,48.0,1455,13.7,0.547,.416,.114,1.1,8.9,5.2,19.2,1.4,0.6,11.2,23.6,,0.8,1.2,2.1,.068,,-0.1,-2.0,-2.0,0.0
382,David Nwaba,SF,27.0,BRK,20.0,0.0,13.4,1.9,3.6,0.521,0.6,1.4,0.429,1.3,2.2,.581,0.606,0.9,1.4,0.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2,SF,27.0,20.0,268,14.1,0.627,.394,.380,3.2,13.8,8.6,4.3,1.9,3.7,8.8,14.2,,0.4,0.4,0.8,.144,,-1.6,1.5,-0.1,0.1
383,Royce O'Neale,PF,26.0,UTA,51.0,45.0,29.2,2.2,4.8,0.451,1.2,3.0,0.41100000000000003,0.9,1.8,.516,0.578,0.5,0.5,0.852,0.3,4.9,5.2,2.6,0.7,0.4,0.8,2.9,6.0,PF,26.0,51.0,1489,9.0,0.596,.619,.111,1.2,17.5,9.7,11.8,1.2,1.0,13.8,8.7,,1.5,1.9,3.4,.109,,-0.3,2.6,2.3,1.6
384,Kyle O'Quinn,C,29.0,PHI,22.0,1.0,10.0,1.5,2.9,0.5,0.3,1.0,0.33299999999999996,1.1,2.0,.581,0.555,0.2,0.5,0.455,1.2,2.5,3.7,1.5,0.2,0.8,0.8,1.3,3.5,C,29.0,22.0,221,17.5,0.552,.328,.172,13.5,26.6,20.1,20.8,0.9,6.5,20.7,17.0,,0.2,0.4,0.7,.146,,-1.0,4.4,3.4,0.3
385,Semi Ojeleye,PF,25.0,BOS,49.0,4.0,15.1,1.0,2.6,0.395,0.6,1.6,0.35,0.5,1.0,.469,0.504,0.4,0.5,0.88,0.4,1.5,1.9,0.5,0.3,0.1,0.2,1.1,3.1,PF,25.0,49.0,738,7.3,0.5429999999999999,.620,.194,2.9,10.7,6.9,4.5,1.1,0.5,6.0,8.6,,0.6,0.8,1.4,.091,,-1.4,0.0,-1.5,0.1
386,Jahlil Okafor,C,24.0,NOP,26.0,9.0,15.8,3.3,5.4,0.614,0.0,0.1,0.5,3.3,5.3,.616,0.618,1.4,2.2,0.649,1.7,2.7,4.3,1.3,0.2,0.7,1.4,2.4,8.1,C,24.0,26.0,410,18.0,0.636,.014,.407,11.2,17.9,14.5,12.9,0.6,3.9,17.9,20.1,,0.8,0.3,1.1,.126,,-0.6,0.6,0.0,0.2
387,Elie Okobo,PG,22.0,PHO,42.0,3.0,13.2,1.4,3.4,0.39899999999999997,0.5,1.4,0.379,0.8,2.0,.412,0.47600000000000003,1.0,1.4,0.6779999999999999,0.3,1.3,1.6,2.2,0.5,0.1,0.6,1.0,4.2,PG,22.0,42.0,556,11.9,0.521,.406,.413,2.7,11.1,6.8,22.4,1.8,0.6,12.9,14.8,,0.6,0.4,1.0,.089,,-1.4,-0.9,-2.4,-0.1
388,Josh Okogie,SG,21.0,MIN,48.0,14.0,24.4,2.7,6.6,0.408,0.6,2.6,0.244,2.1,4.0,.513,0.456,2.5,3.2,0.7829999999999999,1.4,3.0,4.4,1.6,1.1,0.4,1.5,2.2,8.5,SG,21.0,48.0,1170,11.4,0.531,.389,.481,5.8,13.3,9.4,9.1,2.2,1.5,15.6,16.0,,0.4,1.1,1.5,.060,,-2.1,0.8,-1.3,0.2
389,KZ Okpala,SF,20.0,MIA,5.0,0.0,5.2,0.6,1.0,0.6,0.0,0.2,0.0,0.6,0.8,.750,0.6,0.2,0.4,0.5,0.2,0.8,1.0,0.2,0.4,0.2,0.2,0.4,1.4,SF,20.0,5.0,26,13.9,0.595,.200,.400,4.6,16.4,10.8,5.5,3.8,3.8,14.5,11.7,,0.0,0.1,0.1,.124,,-2.7,3.4,0.7,0.0
390,Victor Oladipo,SG,27.0,IND,5.0,2.0,23.8,3.6,12.8,0.281,1.4,6.6,0.212,2.2,6.2,.355,0.336,2.0,2.4,0.833,0.4,1.0,1.4,2.6,0.8,0.2,1.8,0.8,10.6,SG,27.0,5.0,119,4.8,0.38299999999999995,.516,.188,1.9,4.7,3.3,15.2,1.6,0.7,11.5,29.0,,-0.4,0.1,-0.3,-0.134,,-5.7,-3.8,-9.6,-0.2
391,Kelly Olynyk,C,28.0,MIA,45.0,2.0,19.7,2.5,5.6,0.45399999999999996,1.3,3.2,0.39,1.3,2.3,.543,0.568,1.3,1.5,0.868,0.7,3.9,4.6,1.3,0.6,0.3,1.0,2.4,7.6,C,28.0,45.0,888,13.2,0.612,.582,.271,4.4,21.1,13.2,9.4,1.5,1.5,14.3,16.3,,1.1,1.2,2.2,.121,,-0.2,0.3,0.2,0.5
392,Miye Oni,SG,22.0,UTA,3.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,SG,22.0,3.0,8,-5.0,0.0,,,0.0,13.0,6.8,0.0,0.0,0.0,100.0,5.5,,0.0,0.0,0.0,-0.139,,-11.7,0.7,-11.0,0.0
393,Cedi Osman,SF,24.0,CLE,52.0,52.0,28.9,4.1,9.2,0.451,1.9,4.8,0.39399999999999996,2.3,4.4,.513,0.5529999999999999,0.8,1.3,0.647,0.5,2.9,3.4,2.4,0.8,0.3,1.4,2.4,11.0,SF,24.0,52.0,1502,11.2,0.564,.522,.143,1.8,11.1,6.5,11.9,1.4,0.8,12.4,16.5,,1.0,0.3,1.4,.044,,-0.1,-1.3,-1.4,0.2
394,Kelly Oubre,SF,24.0,PHO,50.0,50.0,34.5,6.8,14.7,0.46,2.0,5.4,0.368,4.8,9.3,.514,0.528,3.6,4.6,0.7859999999999999,1.2,5.5,6.7,1.5,1.3,0.7,1.6,3.4,19.2,SF,24.0,50.0,1724,15.8,0.5720000000000001,.369,.311,3.8,17.7,10.7,6.7,1.8,1.9,8.7,22.6,,1.9,1.9,3.8,.106,,-0.1,-0.2,-0.3,0.8
395,Tariq Owens,PF,24.0,PHO,2.0,0.0,5.5,0.5,2.0,0.25,0.0,0.5,0.0,0.5,1.5,.333,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,PF,24.0,2.0,11,7.9,0.25,.250,.000,19.7,0.0,10.0,0.0,4.3,0.0,0.0,15.4,,0.0,0.0,0.0,-0.028,,-5.2,-2.7,-7.9,0.0
396,Jabari Parker,PF,24.0,ATL,32.0,23.0,26.2,6.2,12.3,0.504,1.0,3.6,0.27,5.2,8.7,.601,0.5429999999999999,1.7,2.3,0.736,1.7,4.3,6.0,1.8,1.3,0.5,1.9,2.9,15.0,PF,24.0,32.0,837,17.4,0.565,.293,.183,6.9,17.8,12.3,11.7,2.3,1.5,12.4,24.0,,0.6,0.7,1.3,.074,,-0.1,-0.5,-0.5,0.3
397,Chandler Parsons,SF,31.0,ATL,5.0,0.0,10.8,1.0,3.6,0.278,0.8,2.8,0.28600000000000003,0.2,0.8,.250,0.389,0.0,0.0,0.0,0.2,1.2,1.4,0.6,0.8,0.2,0.6,0.6,2.8,SF,31.0,5.0,54,5.7,0.389,.778,.000,2.0,12.1,7.0,7.6,3.4,1.5,14.3,16.1,,-0.1,0.1,-0.1,-0.062,,-5.1,-0.2,-5.3,0.0
398,Eric Paschall,PF,23.0,GSW,47.0,23.0,26.9,5.1,10.6,0.484,0.6,2.1,0.289,4.6,8.6,.531,0.512,2.6,3.4,0.769,1.4,3.3,4.7,1.7,0.6,0.2,1.5,2.1,13.5,PF,23.0,47.0,1262,14.1,0.557,.194,.320,5.4,13.8,9.4,10.7,1.0,0.8,10.8,21.6,,1.0,0.5,1.5,.055,,-1.6,-2.1,-3.7,-0.5
399,Anžejs Pasečņiks,C,24.0,WAS,19.0,0.0,19.5,2.8,5.4,0.529,0.0,0.1,0.0,2.8,5.3,.540,0.529,1.6,2.6,0.62,1.9,3.0,4.9,0.9,0.4,0.5,1.2,3.1,7.3,C,24.0,19.0,370,12.4,0.56,.020,.490,10.5,17.4,13.8,6.2,1.0,2.3,15.1,16.4,,0.3,0.1,0.4,.054,,-2.4,-1.3,-3.7,-0.2
400,Patrick Patterson,PF,30.0,LAC,44.0,17.0,13.0,1.6,4.0,0.39799999999999996,1.1,3.0,0.371,0.5,1.0,.477,0.537,0.6,0.8,0.794,0.6,2.0,2.6,0.7,0.1,0.1,0.3,0.9,4.9,PF,30.0,44.0,570,11.7,0.5660000000000001,.750,.193,5.1,15.3,10.3,6.9,0.5,0.5,6.8,14.8,,0.8,0.6,1.4,.120,,0.4,-1.3,-0.9,0.2
401,Justin Patton,C,22.0,OKC,5.0,0.0,4.8,0.8,2.0,0.4,0.2,0.8,0.25,0.6,1.2,.500,0.45,0.0,0.0,0.0,0.2,0.8,1.0,0.4,0.0,0.0,0.4,0.8,1.8,C,22.0,5.0,24,4.7,0.45,.400,.000,4.8,17.8,11.5,12.6,0.0,0.0,16.7,22.1,,0.0,0.0,0.0,-0.061,,-5.9,-2.9,-8.8,0.0
402,Chris Paul,PG,34.0,OKC,51.0,51.0,31.7,6.0,12.4,0.479,1.6,4.4,0.354,4.4,8.0,.549,0.5429999999999999,3.6,4.0,0.898,0.4,4.7,5.0,6.6,1.6,0.1,2.1,2.3,17.1,PG,34.0,51.0,1615,21.2,0.602,.356,.325,1.4,15.7,8.8,32.6,2.4,0.4,12.9,22.7,,4.4,2.2,6.5,.195,,3.9,0.6,4.5,2.7
403,Elfrid Payton,PG,25.0,NYK,33.0,24.0,27.0,4.2,9.7,0.43,0.4,1.6,0.24100000000000002,3.8,8.1,.468,0.45,0.6,1.2,0.488,1.2,3.4,4.6,6.8,1.6,0.4,1.9,2.0,9.4,PG,25.0,33.0,891,15.6,0.456,.168,.128,4.5,13.8,9.0,38.0,2.8,1.5,15.9,19.2,,0.2,0.9,1.1,.060,,-0.6,0.9,0.3,0.5
404,Gary Payton,PG,27.0,WAS,21.0,17.0,19.2,2.0,5.0,0.406,0.5,1.9,0.282,1.5,3.2,.478,0.45799999999999996,0.2,0.4,0.5,1.2,2.3,3.5,2.1,1.5,0.3,0.9,2.2,4.8,PG,27.0,21.0,403,11.3,0.461,.368,.075,6.5,13.5,9.9,14.4,3.7,1.5,14.8,13.2,,0.0,0.3,0.3,.039,,-1.3,1.4,0.0,0.2
405,Norvel Pelle,C,26.0,PHI,15.0,0.0,10.9,1.1,1.9,0.586,0.0,0.0,0.0,1.1,1.9,.586,0.586,0.4,0.8,0.5,0.9,2.7,3.6,0.5,0.1,1.5,0.8,2.3,2.7,C,26.0,15.0,163,12.4,0.583,.000,.414,9.5,26.7,18.2,5.8,0.3,11.9,25.9,12.2,,0.0,0.4,0.4,.111,,-6.0,6.4,0.3,0.1
406,Theo Pinson,SG,24.0,BRK,28.0,0.0,12.2,1.6,5.4,0.293,0.5,2.8,0.195,1.0,2.6,.397,0.34299999999999997,0.5,0.6,0.938,0.4,1.4,1.7,1.9,0.5,0.1,1.1,1.2,4.2,SG,24.0,28.0,342,5.0,0.376,.513,.107,3.1,11.1,7.2,21.8,2.1,0.5,16.9,23.1,,-1.0,0.4,-0.6,-0.079,,-5.9,-0.9,-6.8,-0.4
407,Mason Plumlee,C,29.0,DEN,43.0,1.0,17.4,3.0,4.9,0.605,0.0,0.1,0.0,3.0,4.8,.617,0.605,1.5,2.7,0.5529999999999999,1.8,3.7,5.6,2.4,0.5,0.6,1.5,2.2,7.4,C,29.0,43.0,750,19.2,0.609,.019,.543,11.4,23.6,17.5,20.4,1.5,3.3,19.5,18.6,,1.4,1.2,2.5,.163,,0.0,2.9,2.9,0.9
408,Vincent Poirier,C,26.0,BOS,18.0,0.0,6.0,0.8,1.7,0.467,0.1,0.1,0.5,0.7,1.6,.464,0.483,0.3,0.4,0.857,0.5,1.3,1.8,0.4,0.1,0.3,0.3,1.2,1.9,C,26.0,18.0,108,12.2,0.529,.067,.233,9.1,23.8,16.5,8.9,0.9,5.1,15.4,15.4,,0.1,0.2,0.3,.120,,-3.9,2.5,-1.4,0.0
409,Jakob Pöltl,C,24.0,SAS,51.0,9.0,17.4,2.4,3.9,0.619,0.0,0.0,0.0,2.4,3.9,.619,0.619,0.6,1.3,0.5,1.8,3.8,5.6,1.8,0.5,1.5,0.8,1.7,5.4,C,24.0,51.0,885,19.5,0.613,.000,.335,11.3,23.2,17.3,14.4,1.3,7.7,15.4,13.0,,1.9,1.2,3.1,.167,,0.1,4.8,4.9,1.5
410,Shamorie Ponds,PG,21.0,TOR,4.0,0.0,2.8,0.8,1.3,0.6,0.3,0.5,0.5,0.5,0.8,.667,0.7,0.5,0.5,1.0,0.0,0.3,0.3,0.5,0.0,0.3,0.0,0.5,2.3,PG,21.0,4.0,11,33.4,0.765,.400,.400,0.0,9.4,4.8,32.0,0.0,8.8,0.0,22.9,,0.1,0.0,0.1,.453,,9.0,0.1,9.1,0.0
411,Jordan Poole,SG,20.0,GSW,45.0,9.0,21.0,2.3,8.3,0.282,1.2,4.5,0.264,1.2,3.8,.304,0.353,1.6,1.9,0.8240000000000001,0.1,1.8,1.9,1.9,0.6,0.2,1.0,1.6,7.4,SG,20.0,45.0,947,5.1,0.40700000000000003,.540,.228,0.5,9.6,4.9,13.5,1.4,0.8,10.1,20.5,,-1.8,0.3,-1.5,-0.074,,-5.2,-2.8,-8.1,-1.4
412,Kevin Porter,SF,19.0,CLE,40.0,2.0,22.3,3.6,7.9,0.44799999999999995,1.0,3.0,0.336,2.6,5.0,.515,0.511,1.3,1.8,0.7120000000000001,0.4,2.8,3.1,1.9,0.9,0.2,2.0,2.7,9.4,SF,19.0,40.0,892,10.0,0.5379999999999999,.375,.230,1.7,13.9,7.8,12.9,2.0,0.7,18.3,20.5,,-0.5,0.4,-0.1,-0.005,,-2.7,-1.2,-3.8,-0.4
413,Michael Porter,PF,21.0,DEN,39.0,1.0,14.3,3.1,6.1,0.508,1.0,2.3,0.43200000000000005,2.1,3.8,.553,0.588,0.8,1.0,0.795,1.1,3.3,4.4,0.7,0.4,0.5,0.8,1.7,8.0,PF,21.0,39.0,556,19.9,0.609,.370,.164,8.4,25.4,16.8,8.2,1.5,2.9,10.5,22.1,,1.0,0.9,1.9,.168,,0.6,-0.1,0.5,0.3
414,Otto Porter,SF,26.0,CHI,9.0,9.0,25.1,3.9,9.3,0.41700000000000004,1.8,4.4,0.4,2.1,4.9,.432,0.512,1.7,2.2,0.75,0.9,2.6,3.4,1.6,1.0,0.3,0.8,2.2,11.2,SF,26.0,9.0,226,13.5,0.544,.476,.238,3.7,11.6,7.5,9.5,1.9,1.3,7.0,18.9,,0.2,0.2,0.5,.099,,-0.6,-0.8,-1.3,0.0
415,Bobby Portis,C,24.0,NYK,52.0,4.0,20.9,3.7,8.6,0.43,1.0,2.9,0.34700000000000003,2.7,5.7,.473,0.489,1.0,1.3,0.7390000000000001,1.4,3.9,5.3,1.5,0.5,0.2,1.0,1.7,9.4,C,24.0,52.0,1089,13.9,0.511,.336,.155,6.7,20.2,13.2,11.3,1.2,0.9,10.0,20.6,,0.5,0.8,1.3,.057,,-1.2,-1.0,-2.2,-0.1
416,Kristaps Porziņģis,PF,24.0,DAL,40.0,40.0,30.4,6.2,15.2,0.409,2.3,6.6,0.35,3.9,8.6,.455,0.485,3.3,4.3,0.7709999999999999,1.7,7.5,9.1,1.4,0.7,1.9,1.7,3.2,18.0,PF,24.0,40.0,1215,17.9,0.528,.434,.281,5.8,25.3,15.7,7.1,1.2,5.1,9.1,26.3,,0.9,1.8,2.7,.107,,-1.4,0.5,-0.9,0.3
417,Dwight Powell,C,28.0,DAL,40.0,37.0,26.5,3.7,5.7,0.638,0.3,1.0,0.256,3.4,4.8,.716,0.659,1.9,2.8,0.667,1.9,3.8,5.7,1.5,0.9,0.6,0.9,2.6,9.4,C,28.0,40.0,1061,16.2,0.677,.170,.485,7.5,14.7,11.2,7.7,1.6,1.7,11.5,12.6,,2.7,1.0,3.7,.166,,1.5,1.3,2.7,1.3
418,Norman Powell,SG,26.0,TOR,38.0,17.0,28.2,5.5,11.1,0.498,2.0,5.1,0.401,3.5,6.1,.578,0.589,2.2,2.6,0.84,0.6,3.3,3.9,1.7,1.3,0.4,1.5,2.0,15.3,SG,26.0,38.0,1072,16.7,0.623,.455,.237,2.2,12.0,7.2,9.3,2.1,1.3,10.9,20.9,,1.7,1.7,3.3,.149,,1.3,0.4,1.6,1.0
419,Julius Randle,PF,25.0,NYK,50.0,50.0,32.5,7.1,15.7,0.45299999999999996,1.1,4.0,0.265,6.0,11.7,.517,0.48700000000000004,3.7,5.3,0.711,2.3,7.2,9.5,3.3,0.8,0.3,3.0,2.8,19.0,PF,25.0,50.0,1623,16.9,0.528,.255,.335,7.1,24.3,15.3,16.8,1.2,0.9,14.2,27.4,,0.5,1.3,1.8,.053,,-0.2,-0.3,-0.5,0.6
420,Josh Reaves,SG,22.0,DAL,2.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SG,22.0,2.0,1,-40.3,0.0,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.7,,0.0,0.0,0.0,-1.028,,-38.2,-12.2,-50.4,0.0
421,Cam Reddish,SF,20.0,ATL,46.0,31.0,26.0,3.2,9.0,0.349,1.3,4.1,0.309,1.9,4.9,.383,0.419,1.5,2.0,0.789,0.7,3.1,3.8,1.5,1.0,0.5,1.6,2.2,9.1,SF,20.0,46.0,1197,7.3,0.461,.453,.217,2.7,13.0,7.8,8.4,1.8,1.5,14.2,18.4,,-1.5,0.7,-0.9,-0.035,,-4.3,-0.7,-5.0,-0.9
422,J.J. Redick,SG,35.0,NOP,47.0,35.0,27.2,4.8,10.5,0.45399999999999996,3.0,6.5,0.461,1.8,4.0,.444,0.597,2.7,3.1,0.889,0.2,2.4,2.6,1.9,0.3,0.1,1.2,1.6,15.3,SG,35.0,47.0,1280,15.2,0.644,.621,.292,0.7,9.5,5.1,10.1,0.6,0.5,9.4,19.7,,2.9,0.3,3.2,.121,,2.6,-3.1,-0.5,0.5
423,Naz Reid,C,20.0,MIN,16.0,0.0,10.6,2.5,6.1,0.41200000000000003,1.1,3.3,0.327,1.4,2.8,.511,0.5,0.6,0.9,0.643,0.6,1.5,2.1,0.8,0.3,0.5,0.6,2.2,6.6,C,20.0,16.0,170,14.8,0.514,.536,.144,6.0,15.3,10.5,13.2,1.4,3.9,8.8,27.5,,0.0,0.2,0.2,.054,,-0.2,-1.4,-1.6,0.0
424,Josh Richardson,SG,26.0,PHI,39.0,38.0,31.1,5.4,12.5,0.434,1.6,4.7,0.332,3.8,7.7,.497,0.49700000000000005,2.3,2.8,0.818,0.8,2.5,3.3,3.3,0.9,0.6,2.2,2.7,14.7,SG,26.0,39.0,1213,12.5,0.536,.379,.226,2.8,8.6,5.8,15.9,1.5,1.7,13.6,22.0,,0.3,1.4,1.8,.069,,-1.1,-0.3,-1.4,0.2
425,Austin Rivers,SG,27.0,HOU,48.0,4.0,23.8,3.1,7.5,0.419,1.4,4.0,0.345,1.8,3.5,.506,0.513,1.1,1.6,0.68,0.4,2.1,2.5,1.6,0.7,0.2,0.6,1.9,8.8,SG,27.0,48.0,1142,10.4,0.534,.539,.208,1.7,9.2,5.4,9.2,1.3,0.7,6.9,15.2,,1.0,0.7,1.8,.075,,-1.3,-1.5,-2.8,-0.2
426,Duncan Robinson,SF,25.0,MIA,51.0,46.0,28.8,4.1,8.8,0.46,3.4,7.7,0.441,0.6,1.1,.600,0.653,0.8,0.9,0.8859999999999999,0.2,3.1,3.3,1.3,0.5,0.3,0.8,2.9,12.3,SF,25.0,51.0,1468,12.6,0.6679999999999999,.878,.098,0.6,11.5,6.4,6.7,0.9,0.9,7.7,15.3,,2.6,1.2,3.8,.123,,2.8,-1.5,1.4,1.2
427,Glenn Robinson,SF,26.0,GSW,48.0,48.0,31.6,5.1,10.6,0.48100000000000004,1.4,3.5,0.4,3.7,7.0,.522,0.5479999999999999,1.3,1.5,0.851,1.4,3.3,4.7,1.8,0.9,0.3,1.0,1.7,12.9,SF,26.0,48.0,1516,13.2,0.574,.335,.146,4.5,11.7,8.0,8.9,1.4,0.8,8.5,16.6,,1.6,0.6,2.2,.071,,-0.4,-1.1,-1.5,0.2
428,Jerome Robinson,SG,22.0,LAC,42.0,1.0,11.3,1.1,3.2,0.33799999999999997,0.5,1.6,0.284,0.6,1.6,.391,0.408,0.3,0.5,0.579,0.1,1.3,1.4,1.1,0.3,0.2,0.6,1.3,2.9,SG,22.0,42.0,476,4.9,0.423,.493,.140,1.1,11.6,6.5,12.6,1.3,1.5,15.3,14.8,,-0.6,0.6,0.0,-0.001,,-4.8,0.4,-4.4,-0.3
429,Justin Robinson,PG,22.0,WAS,9.0,0.0,5.4,0.6,1.3,0.41700000000000004,0.3,0.6,0.6,0.2,0.8,.286,0.542,0.0,0.0,0.0,0.1,0.4,0.6,0.8,0.0,0.1,0.3,0.2,1.4,PG,22.0,9.0,49,8.3,0.542,.417,.000,2.1,9.2,5.6,18.3,0.0,1.8,20.0,12.7,,0.0,0.0,0.0,-0.001,,-3.4,-3.6,-7.0,-0.1
430,Mitchell Robinson,C,21.0,NYK,48.0,7.0,22.5,3.9,5.3,0.723,0.0,0.0,0.0,3.9,5.3,.723,0.723,1.4,2.3,0.602,2.7,3.9,6.6,0.6,0.9,1.8,0.6,3.3,9.1,C,21.0,48.0,1081,22.1,0.7170000000000001,.000,.422,12.3,18.8,15.4,3.9,1.8,7.6,9.3,13.1,,3.4,1.5,4.9,.217,,1.4,3.6,5.0,1.9
