,Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
121,Robert Covington,PF,29.0,MIN,48.0,47.0,29.4,4.5,10.3,0.435,2.3,6.5,0.34600000000000003,2.3,3.8,.587,0.544,1.6,2.0,0.7979999999999999,0.8,5.2,6.0,1.2,1.7,0.9,1.5,3.1,12.8,PF,29.0,48.0,1411,13.7,0.5720000000000001,.629,.190,2.6,19.2,10.6,6.0,2.7,2.6,12.0,17.9,,0.6,1.9,2.5,.086,,-0.6,1.3,0.7,0.9
122,Robert Covington,PF,29.0,HOU,2.0,1.0,27.5,4.5,9.5,0.474,2.5,7.0,0.35700000000000004,2.0,2.5,.800,0.605,0.0,0.0,0.0,2.0,4.5,6.5,2.0,1.0,1.0,1.5,3.5,11.5,PF,29.0,2.0,55,15.3,0.605,.737,.000,7.5,17.2,12.3,10.5,1.7,3.1,13.6,16.4,,0.1,0.1,0.2,.133,,0.6,0.2,0.8,0.0
123,Allen Crabbe,SG,27.0,TOT,33.0,1.0,18.1,1.8,4.9,0.36200000000000004,1.0,3.2,0.308,0.8,1.7,.464,0.46299999999999997,0.3,0.4,0.7140000000000001,0.3,1.9,2.2,0.9,0.5,0.1,0.5,1.3,4.9,SG,27.0,33.0,598,6.4,0.47600000000000003,.656,.086,1.8,11.3,6.5,7.1,1.2,0.6,8.6,12.8,,-0.2,0.2,0.0,.000,,-3.2,-1.8,-5.0,-0.4
124,Allen Crabbe,SG,27.0,ATL,28.0,1.0,18.6,1.9,5.1,0.364,1.1,3.3,0.32299999999999995,0.8,1.8,.440,0.469,0.3,0.4,0.75,0.4,2.0,2.3,1.0,0.5,0.1,0.4,1.3,5.1,SG,27.0,28.0,522,7.3,0.48200000000000004,.650,.084,2.0,11.5,6.7,7.4,1.3,0.6,7.5,12.7,,0.0,0.2,0.1,.012,,-2.7,-1.6,-4.3,-0.3
125,Allen Crabbe,SG,27.0,MIN,5.0,0.0,15.2,1.4,4.0,0.35,0.6,2.8,0.214,0.8,1.2,.667,0.425,0.2,0.4,0.5,0.0,1.4,1.4,0.6,0.0,0.0,0.8,1.6,3.6,SG,27.0,5.0,76,0.6,0.431,.700,.100,0.0,10.0,4.8,5.5,0.0,0.0,16.1,13.5,,-0.1,0.0,-0.1,-0.077,,-6.4,-3.2,-9.6,-0.1
126,Torrey Craig,SF,29.0,DEN,39.0,16.0,17.1,1.8,4.1,0.447,0.6,2.0,0.28600000000000003,1.3,2.1,.598,0.516,0.5,0.7,0.621,1.0,2.2,3.2,0.6,0.4,0.7,0.4,2.2,4.7,SF,29.0,39.0,667,9.9,0.53,.484,.182,6.4,14.1,10.2,4.6,1.0,3.7,9.0,12.2,,0.5,0.8,1.3,.091,,-2.0,1.0,-1.0,0.2
127,Jae Crowder,SF,29.0,MEM,45.0,45.0,29.4,3.3,8.9,0.368,1.7,5.9,0.293,1.5,3.0,.519,0.466,1.7,2.1,0.789,0.9,5.3,6.2,2.8,1.0,0.3,1.2,1.9,9.9,SF,29.0,45.0,1322,11.0,0.507,.667,.238,3.3,18.8,11.2,12.1,1.7,0.9,10.9,15.7,,0.5,1.2,1.6,.060,,-0.5,0.5,0.0,0.7
128,Jarrett Culver,SG,20.0,MIN,49.0,35.0,24.7,3.6,9.4,0.386,1.0,3.7,0.272,2.6,5.7,.459,0.439,0.9,1.9,0.45299999999999996,1.1,2.3,3.4,1.9,1.0,0.7,1.3,2.0,9.1,SG,20.0,49.0,1208,9.2,0.446,.390,.206,4.7,10.1,7.3,11.5,1.9,2.3,11.4,19.4,,-1.3,1.0,-0.3,-0.011,,-3.6,0.1,-3.4,-0.4
129,Seth Curry,SG,29.0,DAL,48.0,13.0,23.1,3.9,8.4,0.462,2.0,4.8,0.41600000000000004,1.9,3.6,.523,0.581,1.3,1.4,0.884,0.5,1.7,2.1,1.8,0.6,0.1,0.9,1.7,11.0,SG,29.0,48.0,1107,14.5,0.61,.573,.171,2.2,7.4,4.8,11.6,1.2,0.5,9.4,18.4,,2.2,0.5,2.7,.118,,2.0,-2.2,-0.2,0.5
130,Stephen Curry,PG,31.0,GSW,4.0,4.0,28.0,6.8,16.5,0.409,2.3,9.3,0.243,4.5,7.3,.621,0.47700000000000004,4.5,4.5,1.0,1.0,4.0,5.0,6.5,1.3,0.5,3.8,2.5,20.3,PG,31.0,4.0,112,20.4,0.5479999999999999,.561,.273,3.7,15.9,9.5,42.2,2.1,1.6,16.9,33.8,,0.1,0.1,0.2,.070,,4.3,-1.3,3.0,0.1
131,Troy Daniels,SG,28.0,LAL,37.0,0.0,11.5,1.6,3.9,0.4,1.0,2.7,0.37,0.6,1.2,.467,0.528,0.2,0.4,0.6920000000000001,0.3,0.8,1.1,0.4,0.2,0.1,0.2,0.8,4.4,SG,28.0,37.0,424,9.4,0.537,.690,.090,2.9,7.5,5.3,4.4,0.9,0.6,5.6,15.9,,0.3,0.4,0.7,.074,,-0.7,-2.6,-3.3,-0.1
132,Anthony Davis,PF,26.0,LAL,43.0,43.0,34.6,9.3,17.9,0.516,1.1,3.4,0.315,8.2,14.5,.563,0.546,6.9,8.0,0.8640000000000001,2.1,7.1,9.2,3.3,1.5,2.4,2.4,2.5,26.5,PF,26.0,43.0,1487,28.3,0.618,.189,.447,6.7,21.9,14.5,15.1,2.1,6.2,10.1,29.2,,5.1,3.1,8.2,.263,,3.4,3.7,7.1,3.4
133,Ed Davis,C,30.0,UTA,25.0,0.0,10.7,0.6,1.4,0.41200000000000003,0.0,0.0,0.0,0.6,1.4,.412,0.41200000000000003,0.2,0.4,0.455,1.2,2.6,3.8,0.3,0.4,0.4,0.5,2.2,1.3,C,30.0,25.0,268,7.3,0.425,.000,.324,12.3,25.6,19.2,3.8,1.8,2.8,25.1,8.5,,-0.1,0.5,0.4,.080,,-4.6,3.5,-1.2,0.1
134,Terence Davis,SG,22.0,TOR,52.0,1.0,17.2,2.9,6.0,0.489,1.4,3.4,0.42,1.5,2.6,.578,0.608,0.7,0.8,0.897,0.7,2.8,3.5,1.8,0.6,0.2,1.0,1.6,7.9,SG,22.0,52.0,892,16.2,0.629,.566,.125,4.6,16.5,10.7,15.7,1.6,1.2,13.5,18.2,,1.6,1.4,3.0,.163,,1.6,0.6,2.2,1.0
135,Dewayne Dedmon,C,30.0,SAC,34.0,10.0,15.9,2.0,5.0,0.40399999999999997,0.4,2.1,0.19699999999999998,1.6,2.9,.550,0.444,0.7,0.8,0.821,1.4,3.6,4.9,0.4,0.4,0.8,1.4,2.7,5.1,C,30.0,34.0,541,8.7,0.47700000000000004,.415,.164,9.4,26.0,17.5,4.0,1.4,4.6,20.4,18.6,,-0.8,0.7,0.0,-0.004,,-5.9,0.7,-5.2,-0.4
136,Matthew Dellavedova,PG,29.0,CLE,46.0,0.0,12.3,0.9,2.8,0.32799999999999996,0.2,1.5,0.16399999999999998,0.7,1.3,.508,0.371,0.5,0.6,0.893,0.3,0.9,1.1,2.6,0.3,0.0,0.9,1.3,2.6,PG,29.0,46.0,565,7.1,0.428,.523,.219,2.3,7.9,5.1,28.2,1.3,0.2,22.6,13.7,,-0.2,0.0,-0.2,-0.013,,-3.8,-3.3,-7.1,-0.7
137,DeMar DeRozan,SF,30.0,SAS,51.0,51.0,34.4,8.6,16.2,0.534,0.2,0.6,0.276,8.5,15.6,.543,0.539,5.8,6.8,0.845,0.6,5.1,5.7,5.2,1.1,0.2,2.5,2.7,23.2,SF,30.0,51.0,1754,22.2,0.605,.035,.422,2.0,15.6,8.8,24.3,1.5,0.6,11.3,27.2,,4.7,1.1,5.7,.156,,2.5,-0.8,1.7,1.6
138,Cheick Diallo,C,23.0,PHO,35.0,0.0,10.1,2.0,3.0,0.657,0.0,0.1,0.5,1.9,2.9,.660,0.662,0.8,1.0,0.853,0.7,2.2,2.9,0.5,0.2,0.3,0.7,1.2,4.8,C,23.0,35.0,354,17.5,0.7,.019,.324,7.0,24.4,15.5,7.3,1.1,2.4,16.7,17.2,,0.7,0.4,1.1,.147,,-1.8,0.2,-1.6,0.0
139,Hamidou Diallo,SF,21.0,OKC,30.0,2.0,19.5,2.8,6.3,0.444,0.2,0.9,0.179,2.6,5.4,.491,0.45799999999999996,0.9,1.3,0.667,0.8,2.7,3.5,0.6,0.8,0.2,1.0,2.2,6.6,SF,21.0,30.0,586,8.6,0.483,.148,.206,4.7,14.9,10.0,4.5,2.1,0.9,13.1,17.9,,-0.5,0.7,0.2,.017,,-4.9,0.0,-4.9,-0.4
140,Gorgui Dieng,C,30.0,MIN,46.0,17.0,16.9,2.7,6.0,0.44799999999999995,1.0,2.6,0.38299999999999995,1.7,3.4,.497,0.531,1.0,1.3,0.797,1.6,4.0,5.6,1.3,0.8,0.9,1.0,1.9,7.4,C,30.0,46.0,778,18.1,0.563,.433,.213,9.5,25.4,17.2,11.3,2.2,4.5,12.7,18.4,,1.0,1.2,2.2,.136,,-0.4,2.5,2.1,0.8
141,Spencer Dinwiddie,SG,26.0,BRK,50.0,35.0,31.0,6.9,16.5,0.419,2.0,6.2,0.316,5.0,10.3,.481,0.478,5.2,6.8,0.773,0.5,2.8,3.3,6.4,0.7,0.3,2.8,2.9,21.0,SG,26.0,50.0,1549,17.8,0.539,.375,.410,1.8,9.0,5.5,34.0,1.0,0.8,12.6,30.1,,2.3,1.4,3.6,.113,,2.1,-2.0,0.1,0.8
142,Donte DiVincenzo,SG,23.0,MIL,46.0,20.0,22.7,3.5,7.6,0.456,1.2,3.6,0.341,2.2,4.0,.560,0.537,0.9,1.2,0.768,1.0,3.7,4.7,2.3,1.5,0.3,1.2,1.7,9.1,SG,23.0,46.0,1043,14.9,0.5589999999999999,.479,.160,4.5,15.1,10.1,13.2,3.0,1.1,13.0,17.0,,1.0,2.3,3.3,.153,,0.1,2.6,2.6,1.2
143,Luka Dončić,PG,20.0,DAL,43.0,43.0,32.8,9.5,20.5,0.46399999999999997,2.9,9.1,0.321,6.6,11.3,.578,0.535,6.9,9.0,0.763,1.4,8.1,9.5,8.7,1.0,0.2,4.2,2.4,28.8,PG,20.0,43.0,1411,29.1,0.589,.445,.441,4.6,25.3,15.1,46.6,1.6,0.4,14.6,37.2,,5.3,1.6,6.9,.235,,9.5,1.9,11.4,4.8
144,Luguentz Dort,SG,20.0,OKC,17.0,9.0,21.2,2.1,5.2,0.409,0.8,2.5,0.31,1.4,2.7,.500,0.483,0.9,1.3,0.727,0.5,0.9,1.4,0.7,0.8,0.1,0.7,2.8,5.9,SG,20.0,17.0,360,6.5,0.517,.477,.250,2.9,4.4,3.7,4.6,1.9,0.2,10.9,13.4,,0.0,0.3,0.3,.040,,-2.0,-0.7,-2.7,-0.1
145,Damyean Dotson,SG,25.0,NYK,44.0,0.0,17.6,2.6,6.0,0.425,1.2,3.4,0.36,1.3,2.6,.509,0.526,0.5,0.7,0.688,0.2,1.7,1.8,1.2,0.5,0.1,0.5,0.9,6.9,SG,25.0,44.0,776,11.3,0.539,.564,.120,1.0,10.3,5.5,10.0,1.3,0.5,6.7,16.4,,0.6,0.3,0.9,.058,,-0.6,-2.2,-2.8,-0.2
146,Sekou Doumbouya,SF,19.0,DET,26.0,17.0,20.2,2.7,6.5,0.41100000000000003,0.8,2.6,0.309,1.8,3.8,.480,0.473,1.0,1.4,0.6940000000000001,0.6,2.7,3.3,0.4,0.5,0.3,1.0,2.2,7.1,SF,19.0,26.0,526,7.6,0.5,.405,.214,3.4,15.3,9.3,3.0,1.3,1.1,12.0,17.2,,-0.3,0.3,0.0,.001,,-4.2,-1.7,-6.0,-0.5
147,PJ Dozier,PG,23.0,DEN,12.0,0.0,14.4,2.5,6.0,0.41700000000000004,0.5,1.9,0.261,2.0,4.1,.490,0.45799999999999996,0.5,0.8,0.667,0.4,1.8,2.3,1.9,0.5,0.3,0.8,1.8,6.0,PG,23.0,12.0,173,11.2,0.474,.319,.125,3.1,14.0,8.5,19.5,1.7,1.6,11.6,21.4,,0.0,0.2,0.2,.045,,-2.8,-0.5,-3.3,-0.1
148,Goran Dragić,PG,33.0,MIA,40.0,1.0,28.1,5.4,12.0,0.449,2.3,5.7,0.395,3.2,6.3,.498,0.5429999999999999,2.9,3.8,0.755,0.4,2.6,3.0,5.0,0.6,0.2,2.6,1.9,15.9,PG,33.0,40.0,1124,16.3,0.581,.474,.314,1.8,9.6,5.9,28.6,1.1,0.6,15.7,25.5,,1.5,0.9,2.4,.103,,1.7,-2.4,-0.8,0.4
149,Andre Drummond,C,26.0,DET,49.0,48.0,33.8,7.3,13.9,0.53,0.0,0.4,0.048,7.3,13.4,.546,0.531,3.0,5.2,0.584,4.6,11.2,15.8,2.8,2.0,1.7,3.6,3.6,17.8,C,26.0,49.0,1654,22.1,0.55,.031,.376,15.3,37.7,26.4,13.7,2.9,4.1,18.0,25.3,,0.9,3.3,4.2,.121,,-1.3,4.4,3.1,2.1
150,Jared Dudley,SF,34.0,LAL,35.0,1.0,8.4,0.6,1.3,0.435,0.5,0.9,0.5,0.1,0.4,.286,0.609,0.1,0.1,1.0,0.1,1.0,1.1,0.5,0.3,0.1,0.2,1.0,1.7,SF,34.0,35.0,293,7.9,0.619,.696,.043,1.5,12.4,7.1,7.4,1.8,0.9,11.3,7.6,,0.3,0.4,0.7,.108,,-1.3,0.7,-0.6,0.1
151,Kris Dunn,PG,25.0,CHI,51.0,32.0,24.9,3.0,6.7,0.444,0.6,2.2,0.259,2.4,4.5,.535,0.48700000000000004,0.8,1.1,0.741,0.5,3.2,3.6,3.4,2.0,0.3,1.3,3.1,7.3,PG,25.0,51.0,1269,12.2,0.51,.327,.158,1.9,14.7,8.0,19.8,3.8,1.3,15.7,14.6,,0.3,2.1,2.3,.089,,-2.1,2.7,0.6,0.8
152,Carsen Edwards,SG,21.0,BOS,31.0,0.0,9.5,1.1,3.3,0.32,0.6,2.0,0.306,0.5,1.3,.341,0.413,0.4,0.4,0.846,0.2,1.1,1.3,0.7,0.3,0.1,0.5,0.9,3.1,SG,21.0,31.0,294,6.6,0.442,.602,.126,1.8,12.7,7.3,10.0,1.6,0.9,12.1,18.0,,-0.3,0.4,0.1,.011,,-3.8,-1.0,-4.8,-0.2
153,Henry Ellenson,PF,23.0,BRK,5.0,0.0,3.0,0.2,1.4,0.14300000000000002,0.0,0.8,0.0,0.2,0.6,.333,0.14300000000000002,0.0,0.0,0.0,0.4,0.8,1.2,0.2,0.0,0.0,0.0,0.2,0.4,PF,23.0,5.0,15,-1.2,0.14300000000000002,.571,.000,14.1,26.6,20.5,8.8,0.0,0.0,0.0,19.5,,-0.1,0.0,-0.1,-0.179,,-9.9,-2.9,-12.8,0.0
154,Wayne Ellington,SG,32.0,NYK,25.0,1.0,14.2,1.4,4.3,0.33299999999999996,1.2,3.6,0.326,0.3,0.8,.368,0.46799999999999997,0.2,0.3,0.75,0.1,1.5,1.6,0.9,0.4,0.1,0.6,1.0,4.3,SG,32.0,25.0,356,6.5,0.48,.824,.074,0.6,11.7,5.9,9.0,1.2,0.5,11.2,14.9,,-0.2,0.1,0.0,-0.001,,-2.5,-2.1,-4.6,-0.2
155,Joel Embiid,C,25.0,PHI,37.0,37.0,30.5,7.4,15.9,0.466,1.3,3.9,0.33299999999999996,6.1,12.0,.509,0.507,6.6,8.1,0.815,2.6,9.4,12.0,3.2,0.8,1.3,3.0,3.5,22.7,C,25.0,37.0,1129,24.5,0.583,.245,.507,9.4,33.6,21.6,17.4,1.2,3.6,13.5,31.8,,2.3,2.2,4.5,.191,,1.3,2.1,3.4,1.6
156,James Ennis,SF,29.0,PHI,49.0,0.0,15.8,2.0,4.6,0.442,0.8,2.2,0.349,1.3,2.4,.525,0.524,1.0,1.2,0.787,1.0,2.1,3.1,0.8,0.5,0.3,0.6,1.7,5.8,SF,29.0,49.0,776,12.3,0.564,.469,.270,6.9,14.3,10.6,7.4,1.4,1.5,10.9,15.8,,0.8,1.0,1.9,.115,,-0.9,-0.1,-1.1,0.2
157,Drew Eubanks,PF,22.0,SAS,7.0,0.0,5.4,1.3,2.0,0.643,0.0,0.0,0.0,1.3,2.0,.643,0.643,0.4,0.4,1.0,0.9,1.4,2.3,0.3,0.0,0.1,0.6,0.7,3.0,PF,22.0,7.0,38,21.5,0.685,.000,.214,16.9,28.0,22.4,8.3,0.0,2.3,20.7,22.0,,0.1,0.0,0.1,.150,,-0.6,-2.1,-2.7,0.0
158,Jacob Evans,SG,22.0,GSW,27.0,1.0,15.3,1.7,4.9,0.33799999999999997,0.5,1.4,0.342,1.2,3.5,.337,0.387,0.9,1.1,0.862,0.3,1.2,1.5,1.1,0.4,0.4,0.9,1.5,4.7,SG,22.0,27.0,414,5.7,0.439,.286,.218,2.2,8.6,5.3,11.0,1.3,2.6,14.6,17.6,,-0.6,0.2,-0.4,-0.051,,-6.3,-1.2,-7.5,-0.6
159,Dante Exum,SG,24.0,TOT,30.0,1.0,13.4,1.6,3.4,0.456,0.3,1.1,0.294,1.2,2.3,.536,0.505,0.9,1.2,0.722,0.3,1.5,1.8,1.1,0.4,0.2,0.9,1.0,4.3,SG,24.0,30.0,403,9.4,0.547,.330,.350,2.5,12.0,7.3,11.8,1.3,1.0,19.1,15.7,,0.0,0.2,0.2,.019,,-3.2,-1.0,-4.2,-0.2
160,Dante Exum,SG,24.0,UTA,11.0,0.0,7.5,0.9,2.1,0.435,0.2,0.5,0.33299999999999996,0.7,1.5,.471,0.478,0.2,0.2,1.0,0.3,0.8,1.1,0.6,0.1,0.2,0.9,0.7,2.2,SG,24.0,11.0,83,4.9,0.503,.261,.087,4.1,11.3,7.8,11.8,0.6,2.0,29.5,17.8,,-0.2,0.1,-0.1,-0.047,,-6.4,0.3,-6.2,-0.1
161,Dante Exum,SG,24.0,CLE,19.0,1.0,16.8,1.9,4.2,0.46299999999999997,0.4,1.5,0.28600000000000003,1.5,2.7,.558,0.513,1.3,1.8,0.706,0.3,1.8,2.2,1.4,0.5,0.2,0.9,1.2,5.6,SG,24.0,19.0,320,10.5,0.5579999999999999,.350,.425,2.1,12.2,7.1,11.8,1.5,0.8,15.9,15.1,,0.2,0.1,0.2,.036,,-2.4,-1.4,-3.8,-0.1
162,Tacko Fall,C,24.0,BOS,6.0,0.0,4.0,1.5,2.0,0.75,0.0,0.0,0.0,1.5,2.0,.750,0.75,0.2,0.5,0.33299999999999996,0.0,1.8,1.8,0.0,0.0,0.3,0.5,0.8,3.2,C,24.0,6.0,24,23.9,0.713,.000,.250,0.0,49.1,24.7,0.0,0.0,7.6,18.4,29.0,,0.0,0.1,0.1,.105,,-9.3,-4.4,-13.7,-0.1
163,Derrick Favors,C,28.0,NOP,33.0,31.0,24.0,4.3,6.9,0.621,0.0,0.2,0.2,4.2,6.7,.631,0.623,0.9,1.5,0.5920000000000001,3.2,6.8,10.0,1.8,0.6,1.1,1.3,2.2,9.5,C,28.0,33.0,793,19.8,0.628,.022,.216,14.1,29.9,21.9,10.9,1.1,3.7,14.5,15.0,,1.8,1.0,2.8,.169,,0.2,2.5,2.7,0.9
164,Cristiano Felício,PF,27.0,CHI,13.0,0.0,17.3,1.4,2.2,0.621,0.0,0.1,0.0,1.4,2.2,.643,0.621,0.8,1.1,0.7859999999999999,2.4,2.0,4.4,0.5,0.4,0.1,0.7,1.2,3.6,PF,27.0,13.0,225,12.2,0.6679999999999999,.034,.483,14.4,13.2,13.8,4.3,1.1,0.4,20.4,8.4,,0.4,0.2,0.6,.126,,-1.3,0.0,-1.3,0.0
165,Terrance Ferguson,SF,21.0,OKC,38.0,36.0,25.3,1.7,4.4,0.391,1.1,3.4,0.315,0.7,1.0,.641,0.512,0.3,0.3,0.769,0.5,1.1,1.7,0.9,0.6,0.3,0.7,3.2,4.8,SF,21.0,38.0,960,4.5,0.524,.769,.077,2.4,4.8,3.6,4.9,1.1,1.1,13.0,9.2,,0.0,0.7,0.7,.036,,-1.4,0.2,-1.2,0.2
166,Bruno Fernando,C,21.0,ATL,43.0,11.0,12.3,1.7,3.4,0.51,0.1,0.7,0.133,1.7,2.7,.607,0.524,0.6,0.9,0.615,1.2,2.1,3.3,0.9,0.3,0.3,0.9,1.9,4.1,C,21.0,43.0,530,11.6,0.542,.204,.265,10.2,18.9,14.5,10.4,1.3,2.4,19.2,15.9,,0.1,0.4,0.5,.045,,-3.1,0.2,-2.9,-0.1
167,Yogi Ferrell,PG,26.0,SAC,39.0,0.0,11.3,1.6,3.9,0.42100000000000004,0.5,1.5,0.305,1.2,2.4,.495,0.48,0.7,0.8,0.879,0.1,1.0,1.1,1.4,0.3,0.1,0.6,0.7,4.5,PG,26.0,39.0,442,11.9,0.525,.388,.217,1.2,10.3,5.6,18.3,1.4,0.7,12.1,18.7,,0.3,0.3,0.5,.058,,-2.2,-2.3,-4.5,-0.3
168,Dorian Finney-Smith,PF,26.0,DAL,52.0,49.0,29.7,3.3,7.2,0.461,1.6,4.2,0.385,1.7,3.0,.567,0.573,1.2,1.6,0.723,2.1,3.6,5.7,1.5,0.7,0.5,0.9,2.3,9.4,PF,26.0,52.0,1546,12.6,0.595,.581,.221,7.5,12.3,9.9,6.7,1.1,1.5,10.6,12.7,,2.6,1.1,3.7,.115,,1.5,0.3,1.8,1.5
169,Bryn Forbes,SG,26.0,SAS,51.0,50.0,25.3,3.8,9.5,0.402,2.3,6.1,0.369,1.5,3.4,.462,0.521,1.1,1.3,0.8240000000000001,0.2,1.8,2.0,1.8,0.5,0.0,0.9,1.9,11.0,SG,26.0,51.0,1289,10.5,0.545,.646,.141,0.9,7.7,4.3,10.1,1.0,0.0,8.2,18.8,,0.7,0.2,1.0,.035,,0.6,-3.3,-2.7,-0.2
170,Evan Fournier,SG,27.0,ORL,51.0,51.0,31.5,6.6,14.2,0.462,2.6,6.5,0.40399999999999997,4.0,7.8,.510,0.5539999999999999,2.9,3.5,0.8290000000000001,0.2,2.5,2.7,3.2,1.0,0.2,2.0,2.5,18.7,SG,27.0,51.0,1608,16.4,0.5920000000000001,.454,.250,0.7,8.6,4.5,17.5,1.6,0.5,11.3,24.6,,2.2,1.5,3.7,.110,,2.1,-1.8,0.3,0.9
171,De'Aaron Fox,PG,22.0,SAC,33.0,31.0,31.6,7.3,15.2,0.479,1.0,3.2,0.311,6.3,12.0,.524,0.512,4.5,6.6,0.6759999999999999,0.7,3.5,4.2,7.0,1.6,0.5,3.4,2.9,20.1,PG,22.0,33.0,1044,20.5,0.5529999999999999,.211,.435,2.5,12.7,7.5,37.5,2.4,1.7,15.7,29.7,,1.4,1.1,2.4,.112,,2.0,0.2,2.1,1.1
172,Melvin Frazier,SG,23.0,ORL,13.0,0.0,3.6,0.5,1.3,0.353,0.3,0.5,0.5710000000000001,0.2,0.8,.200,0.47100000000000003,0.2,0.3,0.5,0.1,0.2,0.3,0.1,0.3,0.2,0.2,0.6,1.4,SG,23.0,13.0,47,9.4,0.48,.412,.235,2.2,7.0,4.5,3.2,4.2,3.8,9.6,19.2,,-0.1,0.1,0.0,.039,,-4.5,1.5,-3.0,0.0
173,Michael Frazier,SG,25.0,HOU,6.0,0.0,9.7,0.5,1.5,0.33299999999999996,0.3,1.2,0.28600000000000003,0.2,0.3,.500,0.444,0.7,1.0,0.667,0.2,0.3,0.5,0.2,0.3,0.0,0.3,1.8,2.0,SG,25.0,6.0,58,2.6,0.515,.778,.667,1.8,3.6,2.7,2.1,1.6,0.0,14.7,9.6,,0.0,0.0,0.0,.018,,-3.7,-1.9,-5.5,-0.1
174,Tim Frazier,PG,29.0,DET,27.0,11.0,13.1,1.3,3.5,0.36200000000000004,0.4,1.1,0.33299999999999996,0.9,2.4,.375,0.415,0.7,0.9,0.792,0.3,0.9,1.2,3.4,0.5,0.1,1.3,1.6,3.6,PG,29.0,27.0,355,9.8,0.46399999999999997,.319,.255,2.8,7.7,5.2,35.9,1.9,0.9,25.6,17.1,,-0.1,0.2,0.1,.018,,-3.8,-2.6,-6.4,-0.4
175,Markelle Fultz,PG,21.0,ORL,51.0,46.0,27.9,4.8,10.3,0.466,0.4,1.7,0.256,4.4,8.6,.507,0.48700000000000004,1.6,2.2,0.741,0.5,3.0,3.5,4.9,1.3,0.2,2.1,2.0,11.6,PG,21.0,51.0,1423,13.8,0.517,.164,.214,1.7,12.0,6.7,28.2,2.2,0.6,15.9,20.8,,0.2,1.7,1.9,.064,,-1.9,0.2,-1.7,0.1
176,Wenyen Gabriel,PF,22.0,TOT,15.0,1.0,6.4,0.5,1.5,0.318,0.1,0.6,0.111,0.4,0.9,.462,0.341,0.4,0.7,0.6,0.4,0.5,0.9,0.3,0.3,0.3,0.4,0.9,1.4,PF,22.0,15.0,96,5.6,0.39799999999999996,.409,.455,6.8,9.4,8.0,5.5,2.5,3.7,18.5,14.7,,-0.2,0.1,-0.1,-0.030,,-5.5,1.4,-4.1,-0.1
177,Wenyen Gabriel,PF,22.0,SAC,11.0,0.0,5.5,0.5,1.5,0.353,0.1,0.7,0.125,0.5,0.8,.556,0.382,0.5,0.9,0.6,0.4,0.5,0.9,0.3,0.3,0.2,0.5,0.6,1.7,PF,22.0,11.0,61,7.6,0.444,.471,.588,7.2,11.4,9.3,6.8,2.4,3.1,18.9,18.9,,-0.1,0.1,0.0,-0.027,,-5.3,0.2,-5.1,0.0
178,Wenyen Gabriel,PF,22.0,POR,4.0,1.0,8.8,0.3,1.3,0.2,0.0,0.3,0.0,0.3,1.0,.250,0.2,0.0,0.0,0.0,0.5,0.5,1.0,0.3,0.5,0.5,0.3,1.8,0.5,PF,22.0,4.0,35,2.2,0.2,.200,.000,6.0,5.8,5.9,3.4,2.7,4.8,16.7,7.3,,-0.1,0.0,0.0,-0.036,,-6.0,3.5,-2.5,0.0
179,Daniel Gafford,C,21.0,CHI,33.0,4.0,12.7,2.0,3.0,0.67,0.0,0.0,0.0,2.0,3.0,.670,0.67,0.6,1.2,0.526,1.2,1.2,2.4,0.4,0.3,1.3,0.5,1.8,4.7,C,21.0,33.0,420,17.1,0.66,.000,.380,9.7,10.6,10.1,5.1,1.0,9.4,13.4,13.7,,0.8,0.6,1.4,.154,,-1.9,4.1,2.2,0.4
180,Danilo Gallinari,PF,31.0,OKC,44.0,44.0,30.7,5.9,13.4,0.439,3.0,7.4,0.405,2.9,6.0,.481,0.551,4.4,4.8,0.9059999999999999,0.7,5.1,5.7,2.3,0.7,0.1,1.3,1.2,19.1,PF,31.0,44.0,1349,19.9,0.616,.554,.361,2.5,17.6,10.3,11.9,1.0,0.3,7.8,24.2,,3.6,1.4,5.0,.177,,3.7,-1.7,2.0,1.4
181,Langston Galloway,SG,28.0,DET,54.0,6.0,25.8,3.5,8.1,0.435,2.0,5.0,0.39799999999999996,1.5,3.1,.494,0.557,1.2,1.4,0.853,0.4,1.7,2.2,1.5,0.7,0.2,0.6,1.4,10.2,SG,28.0,54.0,1395,12.3,0.586,.616,.172,1.9,7.6,4.7,8.5,1.4,0.6,6.4,15.6,,2.0,0.6,2.6,.090,,1.1,-1.8,-0.6,0.5
182,Darius Garland,PG,20.0,CLE,51.0,51.0,30.5,4.7,11.8,0.395,1.9,5.2,0.36,2.8,6.6,.424,0.475,1.1,1.3,0.866,0.5,1.5,2.0,3.7,0.7,0.0,2.7,1.5,12.4,PG,20.0,51.0,1555,8.5,0.499,.444,.111,1.6,5.5,3.6,18.2,1.2,0.1,17.7,21.1,,-1.3,-0.1,-1.4,-0.042,,-2.4,-3.3,-5.7,-1.5
