Name,GID,Team,Opp,Home,NewGameFDP,LastFDP,AvgFDP,AvgPTS,LastPT,AvgMIN,LastMIN,AvgFGM,LastFGM,AvgFGA,LastFGA,Avg3PTS,Last3PTS,AvgREB,LastREB,AvgAST,LastAST,AvgSTL,AvgTOV,LastTOV,Date,Last3GameAvgFDP,Last3GameAvgMIN,Last3GameAvgPTS,position,Rank,TeamStdFDP,TeamAvgFDP,TeamMaxFDP
Wes Matthews,4164,mil,mia,1,19.7,28.3,28.3,14.0,14,30.38333333,30.38333333,6.0,6,12.0,12,2.0,2,4.0,4,1.0,1,2.0,1.0,1,2019-10-25,28.3,30.38333333,14.0,SG,average,15.018497853573034,28.644444444444442,65.1
De'Andre Hunter,5879,atl,orl,1,14.1,14.4,14.4,14.0,14,25.45,25.45,5.0,5,8.0,8,2.0,2,2.0,2,0.0,0,0.0,2.0,2,2019-10-25,14.4,25.45,14.0,SF,belowAvg,14.731089572736973,24.23333333333333,56.9
Malcolm Brogdon,5013,ind,cle,0,52.4,43.1,43.1,22.0,22,35.85,35.85,5.0,5,13.0,13,2.0,2,3.0,3,11.0,11,0.0,2.0,2,2019-10-25,43.1,35.85,22.0,PG,top,15.22516713490247,28.47142857142857,46.8
Tristan Thompson,4380,cle,ind,1,49.6,32.7,32.7,16.0,16,33.25,33.25,8.0,8,11.0,11,0.0,0,11.0,11,1.0,1,0.0,1.0,1,2019-10-25,32.7,33.25,16.0,C,advanced,8.882366158374051,23.325000000000006,38.1
Kyle Korver,3547,mil,mia,1,14.2,15.7,15.7,5.0,5,15.23333333,15.23333333,2.0,2,4.0,4,1.0,1,6.0,6,1.0,1,1.0,1.0,1,2019-10-25,15.7,15.23333333,5.0,SG,belowAvg,15.018497853573034,28.644444444444442,65.1
Edmond Sumner,5144,ind,cle,0,12.7,18.2,18.2,6.0,6,21.88333333,21.88333333,3.0,3,6.0,6,0.0,0,1.0,1,2.0,2,3.0,1.0,1,2019-10-25,18.2,21.88333333,6.0,PG,belowAvg,15.22516713490247,28.47142857142857,46.8
Jordan Clarkson,4668,cle,ind,1,22.9,14.4,14.4,7.0,7,18.31666667,18.31666667,2.0,2,12.0,12,0.0,0,2.0,2,0.0,0,2.0,1.0,1,2019-10-25,14.4,18.31666667,7.0,SG,belowAvg,8.882366158374051,23.325000000000006,38.1
Mike Scott,4488,phi,det,0,22.1,14.7,14.7,6.0,6,16.28333333,16.28333333,2.0,2,7.0,7,0.0,0,6.0,6,1.0,1,0.0,0.0,0,2019-10-25,14.7,16.28333333,6.0,PF,belowAvg,12.484905171560461,31.24285714285714,44.1
Patty Mills,4245,sas,was,1,9.0,17.4,17.4,8.0,8,16.13333333,16.13333333,3.0,3,11.0,11,2.0,2,2.0,2,2.0,2,2.0,2.0,2,2019-10-25,17.4,16.13333333,8.0,PG,belowAvg,9.305165829318202,24.61111111111111,41.6
Frank Jackson,5168,nor,hou,0,15.4,13.0,11.25,9.5,10,14.316666665,14.78333333,3.5,4,7.5,9,1.5,2,0.0,0,1.5,2,0.0,0.5,0,2019-10-25,11.25,14.316666665,9.5,PG,belowAvg,11.324326793461573,22.027272727272724,43.8
Ivica Zubac,4924,lac,pho,0,15.0,34.5,21.85,12.0,16,13.7500000015,17.86666667,4.0,4,4.5,5,0.0,0,5.5,10,0.5,1,0.0,0.5,1,2019-10-25,21.85,13.7500000015,12.0,C,average,12.145584726494752,25.794444444444448,44.15000000000001
DeAndre Bembry,5001,atl,orl,1,20.9,20.9,20.9,8.0,8,23.51666667,23.51666667,4.0,4,5.0,5,0.0,0,2.0,2,3.0,3,2.0,0.0,0,2019-10-25,20.9,23.51666667,8.0,SF,average,14.731089572736973,24.23333333333333,56.9
Grant Williams,5846,bos,nyk,0,24.7,20.4,10.8,2.0,4,14.541666665,21.88333333,1.0,2,5.0,9,0.0,0,4.0,7,2.0,4,0.5,0.5,1,2019-10-25,10.8,14.541666665,2.0,PF,belowAvg,12.733718495808516,24.57986111111111,44.4
Matisse Thybulle,5906,phi,det,0,7.4,16.7,16.7,3.0,3,21.68333333,21.68333333,1.0,1,5.0,5,1.0,1,1.0,1,1.0,1,2.0,1.0,1,2019-10-25,16.7,21.68333333,3.0,SF,belowAvg,12.484905171560461,31.24285714285714,44.1
T.J. McConnell,4831,ind,cle,0,17.3,14.1,14.1,4.0,4,13.41666667,13.41666667,2.0,2,4.0,4,0.0,0,3.0,3,3.0,3,0.0,1.0,1,2019-10-25,14.1,13.41666667,4.0,PG,belowAvg,15.22516713490247,28.47142857142857,46.8
Giannis Antetokounmpo,4621,mil,mia,1,69.9,65.1,65.1,30.0,30,28.16666667,28.16666667,0.0,0,0.0,0,2.0,2,13.0,13,11.0,11,1.0,3.0,3,2019-10-25,65.1,28.16666667,30.0,SF,top,15.018497853573034,28.644444444444442,65.1
Bam Adebayo,5159,mia,mil,0,46.6,29.7,29.7,14.0,14,24.05,24.05,3.0,3,7.0,7,0.0,0,11.0,11,3.0,3,1.0,5.0,5,2019-10-25,29.7,24.05,14.0,PF,average,8.907006337976966,31.785714285714285,48.9
Kelly Olynyk,4583,mia,mil,0,26.3,23.6,23.6,7.0,7,22.21666667,22.21666667,1.0,1,3.0,3,1.0,1,8.0,8,0.0,0,1.0,2.0,2,2019-10-25,23.6,22.21666667,7.0,C,average,8.907006337976966,31.785714285714285,48.9
Eric Gordon,4077,hou,nor,1,19.9,11.2,11.2,11.0,11,27.61666667,27.61666667,4.0,4,19.0,19,3.0,3,1.0,1,0.0,0,0.0,1.0,1,2019-10-25,11.2,27.61666667,11.0,SF,belowAvg,17.904069768790396,31.428571428571423,59.7
Nikola Vucevic,4373,orl,atl,0,33.5,38.3,38.3,21.0,21,34.21666667,34.21666667,8.0,8,16.0,16,1.0,1,9.0,9,3.0,3,1.0,1.0,1,2019-10-25,38.3,34.21666667,21.0,C,advanced,6.613958303802983,23.622222222222227,38.3
Mitchell Robinson,5700,nyk,bos,1,32.2,27.9,27.9,6.0,6,16.58333333,16.58333333,3.0,3,4.0,4,0.0,0,7.0,7,1.0,1,4.0,3.0,3,2019-10-25,27.9,16.58333333,6.0,C,average,14.101420101485752,26.755357142857147,46.15000000000001
Khris Middleton,4490,mil,mia,1,35.3,29.1,29.1,11.0,11,33.33333333,33.33333333,4.0,4,16.0,16,3.0,3,8.0,8,3.0,3,1.0,2.0,2,2019-10-25,29.1,33.33333333,11.0,SG,average,15.018497853573034,28.644444444444442,65.1
Chris Silva,5913,mia,mil,0,0.0,22.2,22.2,8.0,8,11.38333333,11.38333333,3.0,3,3.0,3,0.0,0,6.0,6,0.0,0,0.0,2.0,2,2019-10-25,22.2,11.38333333,8.0,PF,average,8.907006337976966,31.785714285714285,48.9
Cedi Osman,5116,cle,ind,1,1.2,23.6,23.6,13.0,13,28.98333333,28.98333333,5.0,5,9.0,9,3.0,3,3.0,3,2.0,2,2.0,2.0,2,2019-10-25,23.6,28.98333333,13.0,SF,average,8.882366158374051,23.325000000000006,38.1
Collin Sexton,5721,cle,ind,1,26.5,18.4,18.4,16.0,16,29.9,29.9,5.0,5,15.0,15,3.0,3,2.0,2,2.0,2,0.0,3.0,3,2019-10-25,18.4,29.9,16.0,PG,belowAvg,8.882366158374051,23.325000000000006,38.1
Tyler Herro,5914,mia,mil,0,17.0,30.1,30.1,14.0,14,33.9,33.9,6.0,6,14.0,14,1.0,1,8.0,8,1.0,1,2.0,1.0,1,2019-10-25,30.1,33.9,14.0,SG,advanced,8.907006337976966,31.785714285714285,48.9
Mohamed Bamba,5706,orl,atl,0,10.0,19.9,19.9,7.0,7,13.78333333,13.78333333,3.0,3,5.0,5,1.0,1,7.0,7,1.0,1,1.0,0.0,0,2019-10-25,19.9,13.78333333,7.0,C,belowAvg,6.613958303802983,23.622222222222227,38.3
Larry Nance,4798,cle,ind,1,18.3,27.8,27.8,9.0,9,26.8,26.8,4.0,4,11.0,11,1.0,1,14.0,14,2.0,2,0.0,4.0,4,2019-10-25,27.8,26.8,9.0,SF,average,8.882366158374051,23.325000000000006,38.1
Aron Baynes,4556,pho,lac,1,33.1,29.9,18.4,10.0,15,19.5833333315,29.38333333,4.0,6,6.5,10,1.0,1,4.5,7,2.0,3,0.5,1.5,1,2019-10-25,18.4,19.5833333315,10.0,C,belowAvg,13.256386474335955,25.253888888888888,42.90000000000001
Eric Bledsoe,4266,mil,mia,1,21.4,14.2,14.2,11.0,11,16.08333333,16.08333333,4.0,4,12.0,12,2.0,2,1.0,1,2.0,2,0.0,1.0,1,2019-10-25,14.2,16.08333333,11.0,PG,belowAvg,15.018497853573034,28.644444444444442,65.1
Matthew Dellavedova,4610,cle,ind,1,7.7,13.7,13.7,5.0,5,18.1,18.1,2.0,2,6.0,6,0.0,0,1.0,1,3.0,3,1.0,0.0,0,2019-10-25,13.7,18.1,5.0,PG,belowAvg,8.882366158374051,23.325000000000006,38.1
Darius Garland,5860,cle,ind,1,18.2,17.9,17.9,8.0,8,31.53333333,31.53333333,3.0,3,9.0,9,2.0,2,2.0,2,5.0,5,1.0,3.0,3,2019-10-25,17.9,31.53333333,8.0,PG,belowAvg,8.882366158374051,23.325000000000006,38.1
Jabari Parker,4728,atl,orl,1,16.3,19.2,19.2,18.0,18,22.68333333,22.68333333,8.0,8,11.0,11,1.0,1,1.0,1,0.0,0,0.0,0.0,0,2019-10-25,19.2,22.68333333,18.0,PF,belowAvg,14.731089572736973,24.23333333333333,56.9
Bogdan Bogdanovic,5138,sac,uta,0,15.4,28.7,17.55,9.0,16,25.383333335,28.7,3.0,5,10.5,11,2.0,4,1.5,1,2.5,3,1.5,1.5,2,2019-10-25,17.55,25.383333335,9.0,SG,belowAvg,8.760068747968063,20.597916666666666,35.85
Anfernee Simons,5662,por,dal,0,2.0,17.4,13.7,10.0,15,16.708333335,21.15,4.0,6,8.0,9,1.5,3,1.0,2,0.0,0,1.5,2.0,3,2019-10-26,13.7,16.708333335,10.0,PG,belowAvg,13.838463150737148,27.6,51.65
Bismack Biyombo,4458,cha,lal,0,1.7,17.8,17.8,8.0,8,17.63333333,17.63333333,3.0,3,4.0,4,0.0,0,4.0,4,2.0,2,0.0,1.0,1,2019-10-26,17.8,17.63333333,8.0,C,belowAvg,8.489971526170237,23.96357142857143,34.099999999999994
Avery Bradley,4269,lal,cha,1,11.2,24.0,16.8,8.5,9,24.93333333,25.83333333,3.0,3,7.5,8,1.5,1,4.0,5,0.0,0,1.0,1.0,0,2019-10-26,16.8,24.93333333,8.5,SG,belowAvg,17.90228053759702,30.88333333333333,53.95
DeAndre Jordan,4107,bkn,mem,0,26.9,21.7,13.9,4.5,7,19.691666665,22.75,1.5,3,3.0,5,0.0,0,7.0,11,1.0,1,0.5,2.0,3,2019-10-26,13.9,19.691666665,4.5,C,belowAvg,15.121968894677176,26.6625,57.0
Caleb Martin,5855,cha,lal,0,0.2,18.9,18.9,4.0,4,17.65,17.65,2.0,2,8.0,8,0.0,0,2.0,2,3.0,3,1.0,1.0,1,2019-10-26,18.9,17.65,4.0,SF,belowAvg,8.489971526170237,23.96357142857143,34.099999999999994
Stephen Curry,4173,gsw,okc,0,38.1,28.8,28.8,23.0,23,29.8,29.8,8.0,8,20.0,20,2.0,2,4.0,4,4.0,4,1.0,8.0,8,2019-10-26,28.8,29.8,23.0,PG,average,6.467706102028928,21.37,31.0
Guillermo Hernangomez,4949,cha,lal,0,1.5,18.2,18.2,6.0,6,19.68333333,19.68333333,3.0,3,6.0,6,0.0,0,6.0,6,0.0,0,1.0,1.0,1,2019-10-26,18.2,19.68333333,6.0,C,belowAvg,8.489971526170237,23.96357142857143,34.099999999999994
Draymond Green,4504,gsw,okc,0,24.0,23.3,23.3,11.0,11,28.41666667,28.41666667,3.0,3,6.0,6,1.0,1,4.0,4,3.0,3,1.0,0.0,0,2019-10-26,23.3,28.41666667,11.0,PF,average,6.467706102028928,21.37,31.0
Jacob Evans III,5673,gsw,okc,0,4.5,20.3,20.3,14.0,14,21.71666667,21.71666667,5.0,5,9.0,9,4.0,4,4.0,4,1.0,1,0.0,0.0,0,2019-10-26,20.3,21.71666667,14.0,SG,average,6.467706102028928,21.37,31.0
Cody Zeller,4614,cha,lal,0,55.3,29.9,29.9,15.0,15,35.1,35.1,6.0,6,11.0,11,0.0,0,12.0,12,1.0,1,0.0,1.0,1,2019-10-26,29.9,35.1,15.0,C,average,8.489971526170237,23.96357142857143,34.099999999999994
Garrett Temple,4199,bkn,mem,0,15.2,13.9,11.45,5.0,6,17.93333333,18.83333333,2.0,2,5.0,4,1.0,2,1.0,2,0.5,1,2.0,1.5,2,2019-10-26,11.45,17.93333333,5.0,SG,belowAvg,15.121968894677176,26.6625,57.0
Eric Paschall,5815,gsw,okc,0,15.1,28.3,28.3,14.0,14,31.46666667,31.46666667,6.0,6,13.0,13,0.0,0,4.0,4,3.0,3,2.0,1.0,1,2019-10-26,28.3,31.46666667,14.0,PF,average,6.467706102028928,21.37,31.0
D'Angelo Russell,4799,gsw,okc,0,9.2,31.0,31.0,20.0,20,33.25,33.25,6.0,6,16.0,16,4.0,4,0.0,0,8.0,8,0.0,1.0,1,2019-10-26,31.0,33.25,20.0,SG,advanced,6.467706102028928,21.37,31.0
Jordan Poole,5816,gsw,okc,0,10.9,12.4,12.4,5.0,5,20.8,20.8,2.0,2,13.0,13,1.0,1,2.0,2,2.0,2,1.0,1.0,1,2019-10-26,12.4,20.8,5.0,SG,belowAvg,6.467706102028928,21.37,31.0
Glenn Robinson III,4702,gsw,okc,0,14.2,22.0,22.0,13.0,13,30.23333333,30.23333333,5.0,5,10.0,10,1.0,1,5.0,5,2.0,2,0.0,0.0,0,2019-10-26,22.0,30.23333333,13.0,SF,average,6.467706102028928,21.37,31.0
Marquese Chriss,4952,gsw,okc,0,27.3,16.3,16.3,8.0,8,14.48333333,14.48333333,1.0,1,2.0,2,0.0,0,4.0,4,1.0,1,1.0,1.0,1,2019-10-26,16.3,14.48333333,8.0,PF,belowAvg,6.467706102028928,21.37,31.0
Meyers Leonard,4521,mia,min,0,10.1,18.4,12.5,4.0,8,21.091666665,23.5,1.5,3,3.0,4,1.0,2,5.0,7,0.0,0,1.0,0.5,1,2019-10-26,12.5,21.091666665,4.0,C,belowAvg,14.661469806699188,26.7,47.75
Troy Daniels,4658,lal,cha,1,8.0,20.6,13.55,10.5,15,18.8,21.36666667,3.5,5,7.5,9,2.5,4,1.5,3,0.5,0,0.5,1.0,1,2019-10-26,13.55,18.8,10.5,SG,belowAvg,17.90228053759702,30.88333333333333,53.95
Cody Martin,5852,cha,lal,0,3.0,16.3,16.3,4.0,4,17.35,17.35,1.0,1,4.0,4,0.0,0,4.0,4,1.0,1,2.0,0.0,0,2019-10-26,16.3,17.35,4.0,SG,belowAvg,8.489971526170237,23.96357142857143,34.099999999999994
Omari Spellman,5755,gsw,okc,0,35.6,17.0,17.0,8.0,8,10.96666667,10.96666667,2.0,2,6.0,6,1.0,1,5.0,5,0.0,0,1.0,0.0,0,2019-10-26,17.0,10.96666667,8.0,PF,belowAvg,6.467706102028928,21.37,31.0
Justin Holiday,4558,ind,det,0,22.7,25.0,15.5,5.0,10,19.34166667,24.11666667,2.0,4,6.0,10,1.0,2,2.5,5,2.0,2,1.5,0.0,0,2019-10-27,15.5,19.34166667,5.0,SF,belowAvg,14.913256670883348,24.93839285714286,49.6
Kevin Huerter,5754,atl,phi,1,17.9,20.4,14.85,5.0,10,17.383333335,20.7,1.5,3,5.0,7,1.0,2,3.0,2,4.5,4,0.0,2.0,1,2019-10-27,14.85,17.383333335,5.0,SG,belowAvg,15.652268964531915,21.695,59.4
Michael Carter-Williams,4575,orl,tor,0,5.6,22.3,14.95,3.5,5,15.575,16.68333333,1.5,2,4.0,6,0.5,1,3.5,4,0.5,1,2.0,1.0,1,2019-10-27,14.95,15.575,3.5,PG,belowAvg,8.561417675293239,21.595,35.9
Terrance Ferguson,5225,okc,hou,0,8.9,20.4,10.699999999999998,5.0,13,25.244444443333336,29.83333333,1.6666666666666667,5,3.6666666666666665,7,1.0,3,2.6666666666666665,2,1.6666666666666667,4,0.0,1.0,1,2019-10-27,10.699999999999998,25.244444443333336,5.0,SG,belowAvg,14.041909991163404,22.41666666666667,47.7
James Ennis,4697,phi,atl,0,8.1,14.1,10.65,6.0,9,14.441666665,11.93333333,1.5,3,3.5,4,0.0,0,4.5,3,0.5,1,0.0,1.5,0,2019-10-27,10.65,14.441666665,6.0,SF,belowAvg,15.241780363903056,28.533035714285717,46.45
Nerlens Noel,4652,okc,hou,0,24.6,21.8,10.633333333333336,2.6666666666666665,6,8.922222222333334,14.85,1.3333333333333333,3,2.0,4,0.0,0,2.333333333333333,4,1.0,2,0.3333333333333333,0.3333333333333333,1,2019-10-27,10.633333333333336,8.922222222333334,2.6666666666666665,PF,belowAvg,14.041909991163404,22.41666666666667,47.7
Malik Beasley,4999,den,sac,0,21.2,25.3,17.5,11.5,17,21.05,28.71666667,4.5,7,8.5,11,2.0,2,2.5,4,1.0,1,1.0,1.5,1,2019-10-27,17.5,21.05,11.5,SG,belowAvg,13.26374942913127,24.822222222222226,48.9
Joel Embiid,4762,phi,atl,0,64.1,44.1,44.1,15.0,15,23.25,23.25,5.0,5,14.0,14,1.0,1,13.0,13,3.0,3,0.0,0.0,0,2019-10-27,44.1,23.25,15.0,C,top,15.241780363903056,28.533035714285717,46.45
Mario Hezonja,4776,por,sas,0,22.7,22.6,13.4,3.6666666666666665,4,20.12222222333333,24.85,1.3333333333333333,2,4.333333333333333,7,0.0,0,5.333333333333333,8,0.6666666666666666,2,0.6666666666666666,0.6666666666666666,0,2019-10-27,13.4,20.12222222333333,3.6666666666666665,SF,belowAvg,14.6964818347927,27.623809523809523,51.83333333333334
Quinn Cook,4863,lal,mem,1,13.1,27.6,14.5,6.666666666666668,12,20.722222220000006,24.03333333,3.0,5,8.0,9,0.6666666666666666,2,1.6666666666666667,3,4.333333333333333,8,0.0,0.6666666666666666,0,2019-10-28,14.5,20.722222220000006,6.666666666666668,PG,belowAvg,18.08034547801956,24.25185185185185,55.06666666666666
Tim Hardaway Jr.,4628,dal,den,0,23.6,11.7,10.2,7.666666666666668,11,21.655555556666666,21.93333333,2.0,2,7.333333333333332,7,0.6666666666666666,0,1.0,1,1.3333333333333333,1,0.0,0.6666666666666666,2,2019-10-28,10.2,21.655555556666666,7.666666666666668,SF,belowAvg,16.68977318619459,25.16666666666667,55.4
Duncan Robinson,5681,mia,atl,1,1.2,29.9,15.533333333333333,11.0,21,23.15555555333333,23.23333333,4.0,8,7.666666666666668,12,2.6666666666666665,4,1.0,2,0.6666666666666666,1,0.0,0.6666666666666666,1,2019-10-28,15.533333333333333,23.15555555333333,11.0,SG,belowAvg,14.701250621467187,24.82481481481481,46.36666666666667
Solomon Hill,4566,mem,lal,0,21.3,22.5,22.5,13.0,13,24.33333333,24.33333333,5.0,5,5.0,5,1.0,1,5.0,5,3.0,3,0.0,1.0,1,2019-10-28,22.5,24.33333333,13.0,SF,average,8.486804618599317,26.075925925925933,40.06666666666667
Kentavious Caldwell-Pope,4616,lal,mem,1,26.7,16.2,11.4,3.6666666666666665,10,22.23333333,18.58333333,1.3333333333333333,4,5.666666666666668,8,0.6666666666666666,2,2.0,1,2.0,2,1.0,0.6666666666666666,1,2019-10-28,11.4,22.23333333,3.6666666666666665,SG,belowAvg,18.08034547801956,24.25185185185185,55.06666666666666
Tim Frazier,4717,det,tor,0,16.7,16.4,10.325,3.75,2,13.61250000175,21.9,1.0,0,4.0,4,0.5,0,1.0,2,3.25,8,0.5,1.0,0,2019-10-29,13.766666666666666,17.794444446666667,5.0,PG,belowAvg,14.640156846922553,22.869117647058815,59.7
Jeremy Lamb,4514,ind,bkn,0,34.4,20.3,20.3,10.0,10,25.86666667,25.86666667,4.0,4,11.0,11,0.0,0,4.0,4,3.0,3,1.0,2.0,2,2019-10-29,20.3,25.86666667,10.0,SG,average,13.72759292428767,25.913809523809533,49.6
Patrick McCaw,4902,tor,det,1,11.6,14.1,14.1,3.0,3,16.93333333,16.93333333,1.0,1,2.0,2,0.0,0,3.0,3,1.0,1,2.0,0.0,0,2019-10-29,14.1,16.93333333,3.0,SG,belowAvg,14.175403323049311,28.4125,48.8
Kevin Porter,5861,cle,chi,1,18.8,11.8,10.333333333333334,3.333333333333333,4,18.005555556666668,16.43333333,1.3333333333333333,1,6.333333333333332,7,0.0,0,1.6666666666666667,4,1.3333333333333333,0,0.3333333333333333,1.0,0,2019-10-29,10.333333333333334,18.005555556666668,3.333333333333333,SF,belowAvg,12.292618499449842,22.014444444444443,42.933333333333344
Damion Lee,4911,gsw,pho,1,6.1,37.2,18.5,10.666666666666666,23,16.400000002333332,27.86666667,3.0,8,6.333333333333332,14,1.3333333333333333,4,5.0,11,1.0,2,0.3333333333333333,0.6666666666666666,2,2019-10-29,18.5,16.400000002333332,10.666666666666666,SG,belowAvg,12.157617496123848,23.729259259259265,41.066666666666656
Daniel Theis,5114,bos,mil,1,25.3,15.7,11.45,2.0,1,12.424999998499999,14.98333333,0.0,0,4.0,7,0.0,0,3.5,6,0.5,1,0.0,0.0,0,2019-10-29,11.45,12.424999998499999,2.0,PF,belowAvg,11.960273807220805,26.054166666666664,46.26666666666667
Trevor Ariza,3621,sac,cha,1,13.2,21.0,11.45,4.0,9,22.220833335,22.88333333,1.25,3,4.0,5,1.0,3,3.5,5,1.0,2,0.75,0.5,0,2019-10-29,12.066666666666668,22.555555556666665,3.0,SF,belowAvg,8.910566141755071,18.7525,33.75
Matt Thomas,5903,tor,det,1,0.0,11.6,11.6,6.0,6,19.95,19.95,2.0,2,3.0,3,2.0,2,3.0,3,0.0,0,1.0,1.0,1,2019-10-29,11.6,19.95,6.0,SG,belowAvg,14.175403323049311,28.4125,48.8
Carsen Edwards,5848,bos,mil,1,1.0,21.7,12.95,6.5,10,16.86666667,22.31666667,2.0,3,8.0,11,1.0,1,1.0,1,1.5,3,1.0,0.0,0,2019-10-29,12.95,16.86666667,6.5,PG,belowAvg,11.960273807220805,26.054166666666664,46.26666666666667
Christian Wood,4834,det,tor,0,8.2,35.4,16.8,10.0,19,14.76666666766667,21.41666667,4.0,8,5.333333333333333,10,1.3333333333333333,3,5.666666666666668,12,0.0,0,0.0,1.0,1,2019-10-29,16.8,14.76666666766667,10.0,PF,belowAvg,14.640156846922553,22.869117647058815,59.7
Isaiah Thomas,4420,was,hou,1,32.4,25.1,25.1,16.0,16,19.61666667,19.61666667,6.0,6,14.0,14,4.0,4,3.0,3,5.0,5,0.0,2.0,2,2019-10-29,25.1,19.61666667,16.0,PG,average,10.553822782224103,25.67129629629629,48.13333333333333
Jimmy Butler,4363,mia,atl,0,55.3,35.0,35.0,21.0,21,30.66666667,30.66666667,5.0,5,11.0,11,1.0,1,5.0,5,2.0,2,3.0,4.0,4,2019-10-30,35.0,30.66666667,21.0,SG,advanced,14.713191724357037,24.226111111111113,46.4
Jaxson Hayes,5891,nor,den,1,6.4,30.1,30.1,19.0,19,23.61666667,23.61666667,9.0,9,11.0,11,0.0,0,3.0,3,1.0,1,1.0,0.0,0,2019-10-30,30.1,23.61666667,19.0,PF,advanced,13.371124573372905,23.0119696969697,49.275
Tyrone Wallace,5231,atl,mia,1,15.6,15.6,15.6,6.0,6,14.45,14.45,1.0,1,2.0,2,0.0,0,3.0,3,2.0,2,1.0,0.0,0,2019-10-30,15.6,14.45,6.0,SG,belowAvg,12.822972924460288,20.887500000000006,51.125
Alex Caruso,5218,lal,dal,0,8.4,19.6,12.166666666666664,2.333333333333333,0,15.488888889999998,12.75,1.0,0,3.333333333333333,4,0.3333333333333333,0,1.6666666666666667,3,1.6666666666666667,4,1.6666666666666667,1.6666666666666667,2,2019-10-31,12.166666666666664,15.488888889999998,2.333333333333333,PG,belowAvg,18.103384660726952,23.601944444444445,59.55
Alec Burks,4441,gsw,sas,1,15.2,10.2,10.2,7.0,7,17.81666667,17.81666667,3.0,3,6.0,6,1.0,1,1.0,1,2.0,2,0.0,1.0,1,2019-10-31,10.2,17.81666667,7.0,SF,belowAvg,11.372537669860279,22.809444444444452,38.95
Luke Kornet,5240,chi,det,1,6.2,19.4,10.34,4.2,9,13.409999999400005,18.73333333,1.6,4,5.0,6,0.6,1,2.2,2,0.6,2,0.2,0.4,1,2019-10-31,13.166666666666664,17.194444443333335,6.0,PF,belowAvg,11.310235759100456,22.65777777777777,44.78
Willie Cauley-Stein,4817,gsw,sas,1,15.0,22.5,22.5,12.0,12,12.31666667,12.31666667,5.0,5,5.0,5,0.0,0,5.0,5,1.0,1,0.0,0.0,0,2019-10-31,22.5,12.31666667,12.0,C,average,11.372537669860279,22.809444444444452,38.95
Grayson Allen,5677,mem,pho,1,8.7,22.5,12.825,7.5,13,18.55,21.21666667,2.25,4,8.0,14,1.0,1,2.25,5,1.75,1,0.5,1.5,4,2019-11-01,14.7,17.8,8.333333333333334,SG,belowAvg,8.977022358820411,22.72138888888889,37.1
Troy Brown Jr.,5699,was,min,1,25.0,16.6,16.6,14.0,14,16.71666667,16.71666667,5.0,5,7.0,7,2.0,2,3.0,3,0.0,0,0.0,1.0,1,2019-11-01,16.6,16.71666667,14.0,SF,belowAvg,12.710657383175453,26.572916666666664,53.40000000000001
Michael Porter,5698,den,orl,0,6.8,20.3,20.3,15.0,15,20.86666667,20.86666667,5.0,5,8.0,8,1.0,1,4.0,4,1.0,1,0.0,1.0,1,2019-11-01,20.3,20.86666667,15.0,PF,average,11.194131630968725,21.781999999999996,40.92
Donte DiVincenzo,5740,mil,tor,1,17.3,31.1,15.05,7.0,14,9.800000001499999,17.36666667,2.5,5,5.5,11,2.0,4,1.5,3,1.5,3,1.0,0.5,0,2019-11-01,15.05,9.800000001499999,7.0,SG,belowAvg,15.53021952159783,24.733777777777767,56.32000000000001
Boban Marjanovic,4893,dal,cle,0,20.6,12.9,12.9,4.0,4,10.55,10.55,2.0,2,5.0,5,0.0,0,7.0,7,1.0,1,0.0,1.0,1,2019-11-02,12.9,10.55,4.0,C,belowAvg,15.254871325045547,25.24538888888889,53.52
Wayne Ellington,4185,nyk,sac,1,7.7,21.5,11.08,6.2,9,17.906666666,24.41666667,2.2,3,6.8,10,1.8,3,2.4,5,1.2,3,0.2,1.0,1,2019-11-02,13.1,21.78888889,6.333333333333332,SG,belowAvg,13.128741746963522,24.611880952380954,46.06
Kyle Kuzma,5216,lal,sas,0,8.6,13.1,13.1,9.0,9,18.73333333,18.73333333,3.0,3,8.0,8,0.0,0,3.0,3,1.0,1,0.0,1.0,1,2019-11-02,13.1,18.73333333,9.0,PF,belowAvg,20.274837539053,24.953166666666664,65.32000000000001
Dwight Powell,4674,dal,cle,0,14.8,17.0,12.4,9.0,14,19.31666667,25.06666667,3.0,5,5.0,8,0.5,1,4.5,5,0.0,0,0.0,2.0,3,2019-11-02,12.4,19.31666667,9.0,C,belowAvg,15.254871325045547,25.24538888888889,53.52
Goga Bitadze,5809,ind,chi,1,29.3,30.8,13.233333333333334,4.0,10,12.627777778666667,24.91666667,1.3333333333333333,3,3.0,7,0.3333333333333333,1,3.6666666666666665,9,0.3333333333333333,0,0.0,0.6666666666666666,2,2019-11-02,13.233333333333334,12.627777778666667,4.0,C,belowAvg,16.012851016545607,26.445277777777783,52.1
Chris Clemons,5797,hou,mem,0,0.0,22.1,22.1,16.0,16,21.96666667,21.96666667,5.0,5,10.0,10,4.0,4,3.0,3,1.0,1,0.0,2.0,2,2019-11-03,22.1,21.96666667,16.0,PG,average,15.929081628743631,32.5484126984127,57.51666666666667
