,Player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,Tm_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
299,Lauri Markkanen,PF,22.0,CHI,46.0,46.0,30.3,5.1,12.0,0.424,2.2,6.4,0.344,2.9,5.6,.516,0.515,2.7,3.2,.826,1.2,5.2,6.5,1.5,0.8,0.5,1.7,2.0,15.0,PF,22.0,CHI,46.0,1395,14.5,0.56,.535,.271,4.3,19.6,11.7,7.9,1.3,1.5,11.1,21.3,,1.0,1.6,2.7,.092,,-0.6,-0.5,-1.0,0.3
300,Caleb Martin,SF,24.0,CHO,5.0,0.0,6.4,0.6,2.0,0.3,0.0,0.6,0.0,0.6,1.4,.429,0.3,0.6,1.0,.600,0.2,0.8,1.0,0.6,0.2,0.4,0.6,0.6,1.8,SF,24.0,CHO,5.0,32,5.0,0.369,.300,.500,3.3,14.3,8.5,13.8,1.6,5.7,19.7,20.8,,-0.1,0.0,-0.1,-0.113,,-9.2,1.1,-8.2,0.0
301,Cody Martin,SF,24.0,CHO,34.0,0.0,14.7,1.4,3.5,0.395,0.3,1.3,0.22699999999999998,1.1,2.2,.493,0.43700000000000006,0.9,1.2,.690,0.7,1.9,2.6,1.3,0.7,0.2,0.6,1.4,3.9,SF,24.0,CHO,34.0,499,10.3,0.484,.370,.353,4.8,14.9,9.6,13.0,2.4,1.1,12.7,13.8,,0.1,0.4,0.5,.051,,-3.0,0.4,-2.6,-0.1
302,Jeremiah Martin,PG,23.0,BRK,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,.000,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PG,23.0,BRK,1.0,2,-13.8,0.0,.000,.000,0.0,50.3,25.7,0.0,0.0,0.0,0.0,20.9,,0.0,0.0,0.0,-0.424,,-27.5,-7.7,-35.2,0.0
303,Kelan Martin,SF,24.0,MIN,18.0,3.0,17.3,2.2,6.2,0.35700000000000004,0.8,3.2,0.259,1.4,3.0,.463,0.424,0.3,0.3,1.000,0.3,3.0,3.3,0.5,0.2,0.3,0.4,1.8,5.6,SF,24.0,MIN,18.0,311,5.6,0.43799999999999994,.518,.045,1.6,18.7,9.9,4.2,0.5,1.6,6.5,16.2,,-0.3,0.2,-0.1,-0.018,,-5.6,-1.9,-7.4,-0.4
304,Frank Mason,PG,25.0,MIL,4.0,0.0,4.5,0.3,1.8,0.14300000000000002,0.3,1.0,0.25,0.0,0.8,.000,0.214,0.5,1.0,.500,0.3,0.3,0.5,1.3,0.3,0.0,0.3,0.5,1.3,PG,25.0,MIL,4.0,18,6.1,0.285,.571,.571,5.9,5.2,5.5,32.4,2.5,0.0,10.2,22.4,,0.0,0.0,0.0,-0.024,,-4.6,-2.1,-6.7,0.0
305,Garrison Mathews,SG,23.0,WAS,15.0,0.0,13.1,1.5,3.3,0.46,1.2,2.8,0.429,0.3,0.5,.625,0.64,1.9,2.1,.906,0.4,1.1,1.5,0.7,0.2,0.1,0.5,1.7,6.2,SG,23.0,WAS,15.0,196,14.7,0.726,.840,.640,3.2,9.9,6.4,6.7,0.7,0.4,9.8,15.0,,0.6,-0.1,0.6,.144,,3.4,-4.4,-1.0,0.1
306,Wesley Matthews,SG,33.0,MIL,45.0,45.0,24.3,2.5,6.1,0.409,1.5,4.1,0.366,1.0,2.0,.500,0.5329999999999999,0.8,1.1,.755,0.2,2.2,2.4,1.4,0.6,0.1,0.7,1.4,7.3,SG,33.0,MIL,45.0,1095,8.5,0.557,.679,.179,1.0,8.4,4.9,7.3,1.2,0.5,9.5,12.3,,0.6,1.6,2.2,.096,,-1.0,0.2,-0.8,0.3
307,Patrick McCaw,SF,24.0,TOR,25.0,11.0,25.0,2.1,4.7,0.449,0.6,1.9,0.33299999999999996,1.5,2.8,.529,0.517,0.3,0.4,.700,0.5,1.7,2.2,2.4,1.1,0.2,1.0,1.7,5.2,SF,24.0,TOR,25.0,626,8.1,0.527,.407,.085,2.0,6.9,4.5,12.7,2.1,0.6,16.4,10.0,,0.2,0.8,1.0,.079,,-2.3,1.4,-1.0,0.2
308,CJ McCollum,SG,28.0,POR,45.0,45.0,35.8,8.6,19.0,0.45299999999999996,2.6,7.0,0.377,6.0,12.0,.496,0.522,1.8,2.3,.760,0.7,3.4,4.0,3.8,0.8,0.7,1.7,2.4,21.6,SG,28.0,POR,45.0,1609,16.8,0.539,.366,.122,1.9,9.5,5.8,17.2,1.0,1.6,7.9,25.7,,2.0,0.5,2.5,.076,,1.6,-2.1,-0.5,0.6
309,T.J. McConnell,PG,27.0,IND,46.0,3.0,19.5,3.1,6.0,0.516,0.1,0.2,0.364,3.0,5.8,.523,0.523,0.5,0.7,.800,0.5,2.1,2.6,5.5,0.7,0.2,1.4,1.1,6.8,PG,27.0,IND,46.0,897,16.8,0.541,.040,.108,2.6,12.0,7.3,39.2,1.7,0.8,17.8,17.3,,1.4,1.0,2.4,.130,,-0.6,-0.8,-1.4,0.1
310,Jalen McDaniels,PF,22.0,CHO,2.0,0.0,3.5,1.0,2.5,0.4,0.0,0.5,0.0,1.0,2.0,.500,0.4,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,PF,22.0,CHO,2.0,7,11.1,0.4,.200,.000,14.9,0.0,7.8,0.0,0.0,0.0,0.0,31.2,,0.0,0.0,0.0,-0.104,,-6.5,-11.3,-17.8,0.0
311,Doug McDermott,PF,28.0,IND,48.0,0.0,21.0,3.9,8.1,0.486,2.0,4.3,0.461,1.9,3.8,.514,0.609,0.6,0.8,.811,0.5,2.2,2.7,1.1,0.1,0.1,0.7,1.8,10.4,PF,28.0,IND,48.0,1009,13.9,0.621,.532,.096,2.4,11.6,7.0,7.8,0.3,0.3,7.4,19.0,,1.7,0.7,2.4,.113,,1.7,-2.7,-1.0,0.3
312,JaVale McGee,C,32.0,LAL,45.0,45.0,17.0,3.2,4.9,0.649,0.1,0.1,0.6,3.1,4.8,.650,0.655,0.8,1.3,.621,2.0,3.9,5.8,0.7,0.5,1.7,0.8,2.4,7.3,C,32.0,LAL,45.0,763,21.8,0.6609999999999999,.023,.261,12.9,24.3,18.7,5.8,1.5,8.9,12.4,15.7,,1.9,1.7,3.6,.225,,-0.1,4.8,4.7,1.3
313,Rodney McGruder,SG,28.0,LAC,36.0,3.0,17.2,1.4,3.6,0.38299999999999995,0.5,1.9,0.275,0.8,1.6,.508,0.457,0.3,0.6,.522,0.6,2.3,2.9,0.7,0.5,0.2,0.5,1.7,3.6,SG,28.0,LAC,36.0,618,6.2,0.467,.539,.180,3.7,13.4,8.6,5.0,1.4,1.1,11.0,10.3,,-0.1,0.7,0.7,.051,,-2.9,1.2,-1.7,0.0
314,Alfonzo McKinnie,SF,27.0,CLE,34.0,1.0,14.2,1.6,4.0,0.41200000000000003,0.3,1.5,0.212,1.3,2.5,.536,0.452,0.6,0.8,.704,0.9,2.0,2.9,0.4,0.6,0.2,0.6,1.8,4.2,SF,27.0,CLE,34.0,482,8.5,0.48,.382,.199,6.8,15.7,11.2,3.8,1.9,1.1,13.0,15.1,,-0.2,0.3,0.1,.008,,-3.6,-1.2,-4.7,-0.3
315,Jordan McLaughlin,PG,23.0,MIN,13.0,0.0,17.5,1.8,4.8,0.381,0.8,2.3,0.36700000000000005,1.0,2.5,.394,0.46799999999999997,0.5,0.8,.700,0.2,1.5,1.7,3.2,0.8,0.0,0.8,0.9,5.1,PG,23.0,MIN,13.0,228,10.9,0.49,.476,.159,0.9,9.4,5.0,25.3,2.1,0.0,12.9,14.0,,0.1,0.2,0.3,.064,,-2.3,-1.9,-4.1,-0.1
316,Ben McLemore,SG,26.0,HOU,48.0,17.0,23.5,3.4,7.9,0.43200000000000005,2.5,6.6,0.381,0.9,1.3,.694,0.591,0.8,1.0,.750,0.3,1.9,2.3,0.9,0.6,0.2,0.9,2.2,10.1,SG,26.0,HOU,48.0,1128,11.2,0.605,.837,.126,1.5,8.6,5.0,5.4,1.2,0.8,9.3,16.0,,1.4,0.7,2.1,.089,,0.7,-2.2,-1.5,0.1
317,Jordan McRae,SG,28.0,WAS,29.0,4.0,22.6,4.6,10.9,0.42,1.4,3.7,0.377,3.2,7.3,.441,0.483,2.2,2.9,.771,0.6,3.0,3.6,2.8,0.7,0.5,1.3,2.1,12.8,SG,28.0,WAS,29.0,654,15.4,0.523,.334,.262,2.7,15.1,8.7,18.5,1.4,2.0,9.7,24.8,,0.5,0.1,0.6,.046,,-0.3,-2.2,-2.5,-0.1
318,Nicolò Melli,C,29.0,NOP,37.0,5.0,15.0,2.0,4.4,0.457,1.0,2.8,0.363,1.0,1.6,.617,0.5710000000000001,0.8,1.0,.811,0.5,2.0,2.5,1.0,0.5,0.2,0.8,1.8,5.8,C,29.0,NOP,37.0,554,11.9,0.603,.630,.228,3.6,14.1,8.8,9.3,1.7,1.1,13.6,15.3,,0.6,0.4,1.0,.088,,-0.1,-0.9,-1.0,0.1
319,De'Anthony Melton,PG,21.0,MEM,36.0,0.0,17.9,2.9,6.2,0.473,0.6,1.8,0.313,2.4,4.4,.538,0.518,1.6,1.9,.855,0.7,3.0,3.7,3.0,1.3,0.3,1.5,1.8,8.1,PG,21.0,MEM,36.0,644,17.4,0.5720000000000001,.286,.308,4.2,17.7,11.0,23.0,3.3,1.6,17.2,19.9,,0.8,0.8,1.6,.118,,0.1,1.6,1.8,0.6
320,Chimezie Metu,PF,22.0,SAS,13.0,0.0,4.5,1.2,2.2,0.5710000000000001,0.0,0.0,0.0,1.2,2.2,.571,0.5710000000000001,0.3,0.5,.667,0.7,1.0,1.7,0.2,0.1,0.3,0.2,0.2,2.8,PF,22.0,SAS,13.0,58,27.6,0.5870000000000001,.000,.214,16.7,23.6,20.2,8.7,0.8,6.0,6.1,24.3,,0.2,0.1,0.2,.201,,0.8,-0.3,0.5,0.0
321,Khris Middleton,SF,28.0,MIL,41.0,38.0,29.0,7.3,14.5,0.506,2.3,5.3,0.43799999999999994,5.0,9.2,.545,0.5870000000000001,3.2,3.6,.898,0.8,5.0,5.8,4.0,0.9,0.1,2.0,2.2,20.2,SF,28.0,MIL,41.0,1188,22.1,0.629,.368,.247,2.9,16.0,9.9,21.2,1.5,0.4,10.9,25.8,,3.5,2.1,5.6,.225,,3.9,0.1,4.0,1.8
322,C.J. Miles,SG,32.0,WAS,10.0,0.0,16.1,1.9,5.9,0.322,1.1,3.5,0.314,0.8,2.4,.333,0.415,1.5,2.0,.750,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4,SG,32.0,WAS,10.0,161,11.2,0.47200000000000003,.593,.339,2.6,5.6,4.1,9.8,2.9,2.1,5.6,18.5,,0.0,0.1,0.1,.028,,-0.9,-2.1,-2.9,0.0
323,Malcolm Miller,SF,26.0,TOR,22.0,1.0,5.3,0.3,1.0,0.33299999999999996,0.2,0.7,0.313,0.1,0.2,.400,0.452,0.0,0.3,.167,0.0,0.6,0.6,0.4,0.2,0.1,0.1,0.5,0.9,SF,26.0,TOR,22.0,117,4.9,0.423,.762,.286,0.9,11.4,6.3,8.8,1.6,1.6,11.3,9.7,,-0.1,0.2,0.1,.039,,-4.4,1.0,-3.4,0.0
324,Patty Mills,PG,31.0,SAS,47.0,1.0,23.4,4.0,9.2,0.434,2.4,6.0,0.396,1.6,3.2,.507,0.564,1.4,1.7,.825,0.3,1.3,1.7,2.0,0.8,0.1,0.9,1.5,11.8,PG,31.0,SAS,47.0,1099,14.8,0.5920000000000001,.654,.185,1.6,6.0,3.8,12.1,1.7,0.4,8.4,20.1,,1.7,0.4,2.1,.092,,2.8,-3.1,-0.3,0.5
325,Paul Millsap,PF,34.0,DEN,32.0,32.0,24.9,4.1,8.8,0.46799999999999997,1.0,2.3,0.413,3.2,6.5,.488,0.523,2.7,3.0,.885,2.0,3.8,5.8,1.4,0.9,0.7,1.3,2.8,11.9,PF,34.0,DEN,32.0,798,17.1,0.586,.266,.340,8.7,16.9,12.8,8.2,1.7,2.5,11.5,19.8,,1.4,1.1,2.5,.152,,0.3,0.6,0.9,0.6
326,Shake Milton,SG,23.0,PHI,16.0,3.0,13.1,2.1,4.7,0.45299999999999996,0.9,2.6,0.35700000000000004,1.2,2.1,.576,0.5529999999999999,1.1,1.6,.720,0.3,1.9,2.1,1.4,0.3,0.1,1.1,1.8,6.3,SG,23.0,PHI,16.0,210,11.7,0.5870000000000001,.560,.333,2.1,15.6,8.9,15.3,0.9,0.4,17.3,21.4,,0.1,0.3,0.4,.081,,-1.4,-1.8,-3.2,-0.1
327,Donovan Mitchell,SG,23.0,UTA,47.0,47.0,34.3,9.1,19.8,0.457,2.4,6.6,0.361,6.7,13.2,.505,0.517,4.1,4.7,.865,0.7,3.5,4.2,4.3,1.1,0.2,2.5,2.4,24.6,SG,23.0,UTA,47.0,1614,20.1,0.561,.333,.238,2.5,10.6,6.7,22.0,1.6,0.6,10.3,31.1,,2.8,1.9,4.7,.139,,2.6,-0.7,1.8,1.6
328,Naz Mitrou-Long,SG,26.0,IND,3.0,0.0,14.3,2.0,5.3,0.375,0.7,3.7,0.182,1.3,1.7,.800,0.43799999999999994,0.0,0.0,,0.0,2.0,2.0,2.3,0.3,0.3,0.7,0.3,4.7,SG,26.0,IND,3.0,43,10.2,0.43799999999999994,.688,.000,0.0,15.4,7.7,22.1,1.1,2.0,11.1,18.4,,0.0,0.0,0.0,.019,,-2.6,-1.0,-3.5,0.0
329,Adam Mokoka,SG,21.0,CHI,4.0,0.0,3.0,0.0,1.8,0.0,0.0,1.0,0.0,0.0,0.8,.000,0.0,0.0,0.0,,0.5,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,SG,21.0,CHI,4.0,12,-12.3,0.0,.571,.000,17.5,0.0,9.1,0.0,4.0,0.0,0.0,25.0,,-0.1,0.0,-0.1,-0.473,,-16.1,-5.7,-21.8,-0.1
330,Malik Monk,SG,21.0,CHO,46.0,0.0,19.8,3.4,8.0,0.428,0.9,3.5,0.256,2.5,4.5,.560,0.484,1.3,1.6,.808,0.4,2.2,2.7,2.0,0.4,0.2,1.3,1.4,9.0,SG,21.0,CHO,46.0,912,11.8,0.519,.436,.199,2.3,12.8,7.3,17.2,1.0,1.1,12.7,21.9,,0.0,0.4,0.4,.020,,-2.0,-2.3,-4.2,-0.5
331,Matt Mooney,SG,22.0,CLE,2.0,0.0,2.5,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.000,0.5,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,1.0,SG,22.0,CLE,2.0,5,21.8,0.5,.500,.000,0.0,22.2,11.0,32.0,0.0,17.1,0.0,17.1,,0.0,0.0,0.0,.185,,-0.2,6.4,6.2,0.0
332,E'Twaun Moore,SG,30.0,NOP,36.0,5.0,20.5,3.9,9.3,0.425,1.4,3.7,0.38299999999999995,2.5,5.6,.453,0.501,0.6,1.0,.639,0.7,2.1,2.8,1.7,0.6,0.2,0.8,1.6,9.9,SG,30.0,NOP,36.0,739,12.3,0.512,.398,.108,3.4,10.9,7.1,12.4,1.3,0.7,7.4,21.1,,0.4,0.3,0.7,.046,,-1.0,-2.3,-3.3,-0.2
333,Ja Morant,PG,20.0,MEM,43.0,43.0,29.8,6.6,13.4,0.491,0.8,2.1,0.389,5.8,11.3,.510,0.522,3.4,4.4,.779,0.6,2.8,3.4,7.1,1.1,0.3,3.2,1.6,17.5,PG,20.0,MEM,43.0,1282,18.4,0.568,.156,.329,2.2,10.0,6.1,35.4,1.7,0.8,17.2,26.0,,1.7,0.7,2.4,.092,,0.8,-1.7,-0.9,0.4
334,Juwan Morgan,PF,22.0,UTA,10.0,0.0,4.2,0.3,0.6,0.5,0.1,0.4,0.25,0.2,0.2,1.000,0.583,0.0,0.0,,0.1,0.6,0.7,0.1,0.0,0.1,0.2,0.3,0.7,PF,22.0,UTA,10.0,42,4.8,0.583,.667,.000,2.7,14.9,9.1,3.1,0.0,2.0,25.0,8.3,,0.0,0.0,0.0,.031,,-4.1,0.3,-3.8,0.0
335,Marcus Morris,SF,30.0,NYK,41.0,41.0,32.1,6.4,14.6,0.43799999999999994,2.7,6.2,0.439,3.7,8.5,.438,0.531,3.7,4.5,.815,1.1,4.4,5.5,1.4,0.8,0.4,1.7,3.0,19.2,SF,30.0,NYK,41.0,1316,16.5,0.578,.422,.307,3.4,14.9,8.9,7.2,1.2,1.2,9.3,24.1,,2.0,0.7,2.7,.097,,1.3,-2.2,-0.9,0.4
336,Markieff Morris,PF,30.0,DET,42.0,16.0,22.5,4.0,8.8,0.45,1.7,4.2,0.39299999999999996,2.3,4.6,.503,0.544,1.4,1.8,.773,0.5,3.4,3.9,1.5,0.6,0.2,1.6,2.4,11.0,PF,30.0,DET,42.0,947,12.7,0.5720000000000001,.480,.202,2.6,16.9,9.7,10.6,1.3,0.9,14.0,21.5,,0.4,0.7,1.0,.051,,-0.9,-1.5,-2.5,-0.1
337,Monte Morris,PG,24.0,DEN,49.0,6.0,20.1,3.2,7.1,0.44299999999999995,0.8,2.0,0.402,2.4,5.2,.458,0.499,0.8,1.0,.809,0.3,1.4,1.7,3.5,0.7,0.2,0.7,0.9,7.9,PG,24.0,DEN,49.0,985,14.7,0.522,.277,.134,1.7,7.9,4.7,25.1,1.7,0.9,8.2,17.6,,1.5,0.9,2.4,.116,,-0.4,-1.6,-2.0,0.0
338,Johnathan Motley,PF,24.0,LAC,8.0,0.0,2.3,0.5,0.8,0.667,0.1,0.1,1.0,0.4,0.6,.600,0.75,0.3,0.3,1.000,0.1,0.3,0.4,0.6,0.4,0.0,0.5,0.6,1.4,PF,24.0,LAC,8.0,18,25.2,0.799,.167,.333,5.8,11.2,8.6,43.5,7.8,0.0,36.8,24.9,,0.0,0.1,0.1,.249,,3.4,3.6,7.0,0.0
339,Emmanuel Mudiay,PG,23.0,UTA,42.0,1.0,16.5,2.9,6.2,0.473,0.6,1.6,0.353,2.4,4.6,.516,0.519,1.0,1.3,.727,0.4,2.1,2.5,2.4,0.4,0.2,1.4,1.4,7.4,PG,23.0,UTA,42.0,694,13.1,0.545,.262,.212,2.5,13.3,8.2,22.1,1.1,1.1,17.4,21.7,,0.2,0.8,1.0,.072,,-1.8,0.0,-1.7,0.0
340,Dejounte Murray,PG,23.0,SAS,43.0,35.0,24.2,4.2,8.6,0.486,0.5,1.4,0.355,3.7,7.2,.513,0.516,1.2,1.6,.779,1.2,4.5,5.7,3.9,1.6,0.3,2.1,2.2,10.1,PG,23.0,SAS,43.0,1039,16.7,0.544,.168,.184,5.3,19.5,12.4,23.2,3.2,1.1,18.4,20.3,,0.5,1.3,1.8,.083,,-0.3,1.9,1.7,1.0
341,Jamal Murray,PG,22.0,DEN,40.0,40.0,32.0,6.5,15.0,0.435,1.6,5.0,0.322,4.9,10.0,.491,0.488,3.0,3.3,.916,0.8,3.3,4.1,4.6,1.4,0.3,2.1,1.7,17.6,PG,22.0,DEN,40.0,1279,16.9,0.537,.333,.219,2.8,11.2,7.0,22.0,2.1,0.8,11.5,24.9,,1.4,1.4,2.8,.107,,1.0,-0.5,0.5,0.8
342,Džanan Musa,SF,20.0,BRK,33.0,0.0,11.9,1.4,4.1,0.336,0.4,1.9,0.21899999999999997,0.9,2.1,.443,0.38799999999999996,1.0,1.3,.750,0.5,1.5,2.0,0.9,0.4,0.0,0.8,0.7,4.2,SF,20.0,BRK,33.0,392,7.4,0.447,.478,.328,4.8,12.3,8.7,11.2,1.4,0.2,15.4,19.4,,-0.5,0.4,-0.1,-0.013,,-4.7,-1.3,-6.0,-0.4
343,Mike Muscala,C,28.0,OKC,35.0,0.0,12.8,1.5,4.0,0.386,1.1,3.1,0.34600000000000003,0.5,0.9,.515,0.518,0.5,0.6,.818,0.3,2.1,2.4,0.9,0.2,0.2,0.4,1.3,4.7,C,28.0,OKC,35.0,447,11.3,0.544,.764,.157,2.8,17.6,10.5,9.8,0.8,1.5,8.0,16.0,,0.4,0.5,0.9,.092,,-0.3,-0.9,-1.1,0.1
344,Sviatoslav Mykhailiuk,SF,22.0,DET,45.0,17.0,21.9,2.9,6.7,0.436,2.1,4.8,0.433,0.9,2.0,.443,0.589,0.9,1.0,.870,0.3,1.4,1.7,1.6,0.6,0.1,1.0,1.4,8.8,SF,22.0,DET,45.0,984,11.7,0.614,.710,.152,1.5,7.1,4.3,10.6,1.3,0.3,12.0,16.2,,1.2,0.3,1.6,.076,,1.0,-2.4,-1.4,0.1
345,Abdel Nader,SF,26.0,OKC,34.0,5.0,15.7,2.1,4.5,0.46799999999999997,0.8,2.3,0.354,1.3,2.2,.587,0.5579999999999999,0.8,1.0,.800,0.3,1.2,1.5,0.7,0.3,0.3,0.9,1.3,5.9,SF,26.0,OKC,34.0,533,10.2,0.59,.513,.227,2.2,8.2,5.3,6.5,1.0,1.7,14.6,16.4,,0.2,0.4,0.7,.059,,-1.5,-1.1,-2.6,-0.1
346,Larry Nance,C,27.0,CLE,40.0,5.0,24.4,3.6,6.9,0.524,0.9,2.7,0.349,2.7,4.2,.633,0.591,0.8,1.3,.647,1.7,5.5,7.2,1.8,0.9,0.5,0.9,1.6,9.0,C,27.0,CLE,40.0,976,17.0,0.602,.385,.185,7.8,25.0,16.3,11.1,1.7,1.6,11.1,14.6,,1.8,0.7,2.5,.124,,0.9,0.9,1.8,0.9
347,Shabazz Napier,PG,28.0,MIN,34.0,20.0,23.3,3.1,7.6,0.405,1.3,4.3,0.303,1.8,3.4,.535,0.49,1.9,2.4,.802,0.5,2.6,3.0,5.0,1.1,0.2,2.1,1.7,9.4,PG,28.0,MIN,34.0,793,14.1,0.541,.560,.313,2.0,11.8,6.8,31.3,2.2,0.7,19.4,19.1,,0.6,0.7,1.3,.078,,-0.2,-1.0,-1.2,0.2
348,Raul Neto,PG,27.0,PHI,40.0,2.0,11.5,1.7,3.6,0.462,0.6,1.5,0.414,1.1,2.2,.494,0.545,0.3,0.4,.813,0.2,0.9,1.0,1.6,0.5,0.1,0.8,0.9,4.3,PG,27.0,PHI,40.0,458,11.7,0.562,.400,.110,1.5,8.1,4.8,19.3,2.1,0.9,17.8,17.5,,0.2,0.6,0.8,.080,,-2.2,-0.9,-3.2,-0.1
349,Georges Niang,PF,26.0,UTA,42.0,0.0,13.7,2.1,4.4,0.47600000000000003,1.4,3.0,0.445,0.7,1.4,.544,0.63,0.4,0.4,.833,0.2,1.6,1.8,0.7,0.3,0.1,0.4,1.2,5.9,PF,26.0,UTA,42.0,576,13.4,0.643,.692,.097,2.0,12.1,7.3,7.4,0.9,0.7,8.5,16.0,,1.0,0.6,1.6,.137,,1.7,-1.0,0.7,0.4
350,Nerlens Noel,C,25.0,OKC,41.0,6.0,19.1,3.3,4.9,0.685,0.0,0.1,0.33299999999999996,3.3,4.8,.690,0.688,1.6,2.0,.805,1.7,3.6,5.3,1.2,1.1,1.5,1.0,2.4,8.3,C,25.0,OKC,41.0,785,23.5,0.722,.015,.410,10.2,20.2,15.4,9.3,2.9,6.8,15.4,15.7,,2.4,1.7,4.1,.249,,1.8,5.5,7.3,1.8
351,Zach Norvell,SG,22.0,LAL,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,.000,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,SG,22.0,LAL,2.0,5,-5.6,0.0,.000,.000,0.0,21.4,10.9,0.0,0.0,0.0,0.0,8.5,,0.0,0.0,0.0,-0.154,,-14.4,-2.9,-17.3,0.0
352,Jaylen Nowell,SG,20.0,MIN,7.0,0.0,11.6,1.6,4.4,0.355,0.3,2.4,0.11800000000000001,1.3,2.0,.643,0.387,1.0,1.1,.875,0.3,0.4,0.7,0.9,0.0,0.1,0.4,0.4,4.4,SG,20.0,MIN,7.0,81,7.2,0.449,.548,.258,2.5,4.0,3.2,10.9,0.0,1.0,8.0,19.2,,0.0,0.0,0.0,-0.023,,-4.0,-4.5,-8.5,-0.1
353,Frank Ntilikina,PG,21.0,NYK,44.0,24.0,21.0,2.2,5.8,0.37799999999999995,0.8,2.4,0.317,1.4,3.4,.420,0.44299999999999995,0.8,0.9,.875,0.4,1.8,2.2,3.0,1.0,0.4,1.3,2.6,5.9,PG,21.0,NYK,44.0,922,9.0,0.479,.409,.157,1.9,9.2,5.4,20.2,2.2,1.6,17.6,15.1,,-0.2,0.6,0.4,.019,,-2.7,-0.2,-2.9,-0.2
354,Kendrick Nunn,SG,24.0,MIA,44.0,44.0,30.6,6.4,13.9,0.461,2.0,5.8,0.35600000000000004,4.4,8.2,.535,0.534,1.3,1.6,.831,0.3,2.5,2.8,3.5,0.9,0.2,1.8,2.3,16.2,SG,24.0,MIA,44.0,1345,14.2,0.5539999999999999,.413,.116,1.1,8.8,5.2,19.3,1.5,0.6,11.2,23.7,,1.0,1.2,2.1,.076,,0.2,-1.9,-1.6,0.1
355,David Nwaba,SF,27.0,BRK,20.0,0.0,13.4,1.9,3.6,0.521,0.6,1.4,0.429,1.3,2.2,.581,0.606,0.9,1.4,.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2,SF,27.0,BRK,20.0,268,14.1,0.627,.394,.380,3.1,13.9,8.6,4.4,1.9,3.7,8.8,14.2,,0.4,0.4,0.8,.139,,-1.6,1.3,-0.3,0.1
356,Royce O'Neale,PF,26.0,UTA,48.0,45.0,29.5,2.2,4.8,0.46299999999999997,1.2,3.0,0.415,1.0,1.9,.539,0.591,0.5,0.6,.852,0.3,4.9,5.2,2.7,0.7,0.4,0.8,3.0,6.2,PF,26.0,UTA,48.0,1415,9.3,0.609,.615,.117,1.2,17.1,9.5,12.0,1.2,1.0,13.5,8.7,,1.6,1.8,3.4,.116,,0.1,2.5,2.6,1.7
357,Kyle O'Quinn,C,29.0,PHI,21.0,1.0,10.3,1.4,2.9,0.49200000000000005,0.3,1.0,0.33299999999999996,1.1,1.9,.575,0.5489999999999999,0.1,0.4,.375,1.1,2.6,3.7,1.5,0.2,0.8,0.9,1.4,3.3,C,29.0,PHI,21.0,217,16.2,0.542,.344,.131,11.8,27.1,19.6,20.2,0.9,6.6,21.8,16.4,,0.2,0.4,0.6,.132,,-1.8,4.6,2.7,0.3
358,Semi Ojeleye,PF,25.0,BOS,45.0,4.0,15.0,1.0,2.5,0.40700000000000003,0.6,1.5,0.36200000000000004,0.5,1.0,.477,0.518,0.4,0.4,.842,0.4,1.4,1.8,0.5,0.4,0.1,0.2,1.1,3.0,PF,25.0,BOS,45.0,675,7.1,0.5479999999999999,.611,.168,3.0,10.0,6.5,4.5,1.1,0.4,6.9,8.2,,0.5,0.7,1.2,.088,,-1.6,0.0,-1.6,0.1
359,Jahlil Okafor,C,24.0,NOP,25.0,9.0,16.1,3.4,5.5,0.616,0.0,0.1,0.5,3.4,5.4,.618,0.62,1.5,2.3,.649,1.8,2.8,4.5,1.4,0.2,0.8,1.4,2.4,8.3,C,24.0,NOP,25.0,403,18.5,0.638,.014,.413,11.4,18.3,14.8,13.2,0.6,4.0,17.7,20.3,,0.8,0.3,1.1,.132,,-0.4,0.6,0.2,0.2
