,Player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,Tm_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
116,Ed Davis,C,30.0,UTA,24.0,0.0,10.6,0.5,1.3,0.375,0.0,0.0,0.0,0.5,1.3,.375,0.375,0.2,0.5,.455,1.1,2.7,3.8,0.3,0.4,0.4,0.5,2.3,1.2,C,30.0,UTA,24.0,255,6.5,0.39399999999999996,.000,.344,11.7,26.5,19.4,4.0,1.9,2.9,26.1,8.5,,-0.1,0.5,0.4,.070,,-5.1,3.8,-1.2,0.0
117,Terence Davis,SG,22.0,TOR,49.0,1.0,16.6,2.6,5.6,0.467,1.3,3.2,0.397,1.4,2.4,.558,0.58,0.7,0.7,.944,0.7,2.7,3.4,1.8,0.5,0.2,1.0,1.5,7.2,SG,22.0,TOR,49.0,811,15.2,0.606,.565,.130,4.6,16.6,10.7,16.4,1.5,1.2,14.1,17.9,,1.2,1.3,2.5,.149,,0.9,0.6,1.5,0.7
118,Dewayne Dedmon,C,30.0,SAC,33.0,9.0,15.3,2.0,4.9,0.41100000000000003,0.4,2.1,0.20600000000000002,1.6,2.9,.558,0.45399999999999996,0.7,0.8,.821,1.3,3.4,4.7,0.4,0.4,0.6,1.3,2.7,5.2,C,30.0,SAC,33.0,506,8.7,0.488,.417,.172,9.1,25.9,17.3,3.4,1.3,3.9,19.7,18.8,,-0.6,0.6,0.0,.000,,-5.8,-0.1,-5.9,-0.5
119,Matthew Dellavedova,PG,29.0,CLE,44.0,0.0,12.6,1.0,2.9,0.33299999999999996,0.3,1.5,0.16699999999999998,0.7,1.4,.517,0.377,0.6,0.6,.893,0.3,0.9,1.2,2.7,0.3,0.0,0.9,1.4,2.7,PG,29.0,CLE,44.0,554,7.5,0.434,.524,.222,2.4,7.8,5.1,28.5,1.3,0.2,22.0,13.7,,-0.1,0.0,-0.1,-0.005,,-3.4,-3.2,-6.7,-0.7
120,DeMar DeRozan,SF,30.0,SAS,47.0,47.0,34.4,8.5,15.9,0.535,0.2,0.6,0.276,8.4,15.3,.546,0.541,5.8,6.9,.845,0.7,5.1,5.7,5.2,1.0,0.3,2.5,2.8,23.0,SF,30.0,SAS,47.0,1617,22.0,0.608,.039,.431,2.1,15.5,8.8,24.2,1.4,0.6,11.6,26.9,,4.4,0.9,5.3,.158,,2.5,-0.9,1.6,1.5
121,Cheick Diallo,C,23.0,PHO,31.0,0.0,8.9,1.7,2.6,0.654,0.0,0.1,0.5,1.7,2.5,.658,0.66,0.7,0.9,.852,0.6,1.8,2.5,0.5,0.2,0.2,0.5,1.0,4.2,C,23.0,PHO,31.0,277,17.8,0.7,.025,.333,7.4,23.2,15.1,8.2,1.2,1.6,14.7,16.7,,0.6,0.3,0.9,.162,,-1.1,-0.1,-1.2,0.1
122,Hamidou Diallo,SF,21.0,OKC,30.0,2.0,19.5,2.8,6.3,0.444,0.2,0.9,0.179,2.6,5.4,.491,0.45799999999999996,0.9,1.3,.667,0.8,2.7,3.5,0.6,0.8,0.2,1.0,2.2,6.6,SF,21.0,OKC,30.0,586,8.7,0.483,.148,.206,4.7,14.9,10.0,4.5,2.1,0.9,13.1,17.8,,-0.5,0.7,0.2,.016,,-4.8,0.1,-4.8,-0.4
123,Gorgui Dieng,C,30.0,MIN,43.0,17.0,17.4,2.7,6.2,0.444,1.0,2.7,0.38299999999999995,1.7,3.5,.490,0.526,1.0,1.3,.804,1.6,4.1,5.7,1.3,0.8,0.9,0.9,2.0,7.6,C,30.0,MIN,43.0,748,18.1,0.5589999999999999,.432,.211,9.3,25.5,17.1,11.6,2.3,4.4,11.8,18.2,,1.0,1.2,2.2,.142,,-0.2,2.7,2.5,0.8
124,Spencer Dinwiddie,SG,26.0,BRK,47.0,33.0,31.1,7.0,16.7,0.42200000000000004,2.0,6.3,0.311,5.1,10.4,.490,0.48100000000000004,5.3,6.9,.776,0.4,2.9,3.3,6.5,0.7,0.3,2.8,2.9,21.4,SG,26.0,BRK,47.0,1463,18.2,0.542,.378,.411,1.4,9.2,5.4,34.9,1.0,0.9,12.5,30.2,,2.3,1.2,3.5,.114,,2.4,-2.2,0.2,0.8
125,Donte DiVincenzo,SG,23.0,MIL,43.0,20.0,22.7,3.4,7.5,0.45799999999999996,1.2,3.6,0.344,2.2,3.9,.563,0.54,0.9,1.2,.769,1.0,3.7,4.7,2.3,1.5,0.3,1.2,1.7,9.0,SG,23.0,MIL,43.0,978,15.0,0.563,.480,.162,4.4,15.2,10.2,13.3,3.0,1.1,12.9,16.7,,1.0,2.2,3.2,.155,,0.2,2.5,2.8,1.2
126,Luka Dončić,PG,20.0,DAL,43.0,43.0,32.8,9.5,20.5,0.46399999999999997,2.9,9.1,0.321,6.6,11.3,.578,0.535,6.9,9.0,.763,1.4,8.1,9.5,8.7,1.0,0.2,4.2,2.4,28.8,PG,20.0,DAL,43.0,1411,29.1,0.589,.445,.441,4.6,25.3,15.1,46.3,1.6,0.4,14.6,37.2,,5.3,1.7,7.0,.238,,9.5,1.8,11.4,4.8
127,Luguentz Dort,SG,20.0,OKC,15.0,7.0,21.2,2.2,5.1,0.429,0.9,2.5,0.342,1.3,2.6,.513,0.513,1.1,1.5,.727,0.3,0.9,1.3,0.8,0.9,0.1,0.7,3.0,6.3,SG,20.0,OKC,15.0,318,7.4,0.5479999999999999,.494,.286,1.8,4.7,3.3,5.2,2.0,0.3,10.3,13.4,,0.1,0.3,0.4,.058,,-1.5,-0.7,-2.1,0.0
128,Damyean Dotson,SG,25.0,NYK,42.0,0.0,17.5,2.5,6.0,0.425,1.2,3.4,0.35700000000000004,1.3,2.6,.514,0.526,0.5,0.7,.667,0.2,1.7,1.9,1.1,0.5,0.1,0.5,0.9,6.8,SG,25.0,NYK,42.0,733,11.3,0.537,.567,.119,1.1,10.5,5.6,9.8,1.3,0.5,6.7,16.4,,0.6,0.2,0.8,.054,,-0.6,-2.3,-2.9,-0.2
129,Sekou Doumbouya,SF,19.0,DET,22.0,14.0,19.2,2.5,5.8,0.441,0.6,2.3,0.275,1.9,3.5,.553,0.496,1.0,1.5,.688,0.5,2.6,3.1,0.4,0.5,0.3,0.9,2.2,6.7,SF,19.0,DET,22.0,423,8.3,0.525,.402,.252,2.9,15.5,9.2,3.1,1.3,1.4,11.9,16.4,,-0.1,0.3,0.2,.019,,-3.8,-1.5,-5.3,-0.4
130,PJ Dozier,PG,23.0,DEN,9.0,0.0,14.1,2.8,6.1,0.455,0.7,2.1,0.316,2.1,4.0,.528,0.509,0.4,0.6,.800,0.1,1.9,2.0,2.1,0.3,0.2,0.8,1.9,6.7,PG,23.0,DEN,9.0,127,13.2,0.524,.345,.091,0.9,14.8,7.8,22.8,1.2,1.4,10.9,21.8,,0.1,0.1,0.2,.083,,-1.4,-1.4,-2.8,0.0
131,Goran Dragić,PG,33.0,MIA,36.0,1.0,28.0,5.5,12.1,0.45299999999999996,2.3,5.7,0.395,3.2,6.4,.504,0.546,2.8,3.7,.744,0.5,2.5,2.9,5.0,0.6,0.2,2.6,1.8,15.9,PG,33.0,MIA,36.0,1007,16.4,0.5820000000000001,.471,.306,2.0,9.4,5.9,28.9,1.0,0.7,15.9,25.7,,1.4,0.8,2.2,.103,,1.6,-2.5,-0.8,0.3
132,Andre Drummond,C,26.0,DET,46.0,45.0,33.7,7.1,13.5,0.523,0.0,0.5,0.048,7.0,13.0,.540,0.524,3.1,5.3,.584,4.5,11.2,15.7,2.7,2.0,1.7,3.6,3.7,17.2,C,26.0,DET,46.0,1550,21.5,0.545,.034,.391,15.1,37.3,26.2,13.2,2.9,4.3,18.7,25.0,,0.6,3.1,3.6,.113,,-1.8,4.5,2.7,1.8
133,Jared Dudley,SF,34.0,LAL,33.0,1.0,8.7,0.6,1.4,0.435,0.5,1.0,0.5,0.1,0.4,.286,0.609,0.1,0.1,1.000,0.1,1.0,1.1,0.5,0.3,0.1,0.2,1.1,1.8,SF,34.0,LAL,33.0,286,8.1,0.619,.696,.043,1.6,12.3,7.1,7.7,1.8,0.9,11.3,7.8,,0.3,0.4,0.7,.111,,-1.2,0.7,-0.6,0.1
134,Kris Dunn,PG,25.0,CHI,51.0,32.0,24.9,3.0,6.7,0.444,0.6,2.2,0.259,2.4,4.5,.535,0.48700000000000004,0.8,1.1,.741,0.5,3.2,3.6,3.4,2.0,0.3,1.3,3.1,7.3,PG,25.0,CHI,51.0,1269,12.2,0.51,.327,.158,1.9,14.6,8.0,19.9,3.8,1.3,15.7,14.6,,0.3,2.1,2.4,.091,,-2.1,2.8,0.7,0.9
135,Carsen Edwards,SG,21.0,BOS,30.0,0.0,9.6,1.1,3.4,0.314,0.6,2.1,0.306,0.4,1.3,.325,0.40700000000000003,0.4,0.4,.846,0.2,1.2,1.3,0.7,0.3,0.1,0.5,0.8,3.1,SG,21.0,BOS,30.0,287,6.4,0.436,.608,.127,1.9,13.0,7.5,10.3,1.7,0.6,12.2,18.2,,-0.3,0.4,0.0,.007,,-3.9,-1.0,-5.0,-0.2
136,Henry Ellenson,PF,23.0,BRK,5.0,0.0,3.0,0.2,1.4,0.14300000000000002,0.0,0.8,0.0,0.2,0.6,.333,0.14300000000000002,0.0,0.0,,0.4,0.8,1.2,0.2,0.0,0.0,0.0,0.2,0.4,PF,23.0,BRK,5.0,15,-1.2,0.14300000000000002,.571,.000,14.0,26.8,20.6,8.8,0.0,0.0,0.0,19.5,,-0.1,0.0,-0.1,-0.185,,-9.9,-3.1,-12.9,0.0
137,Wayne Ellington,SG,32.0,NYK,24.0,1.0,14.1,1.3,4.2,0.317,1.0,3.5,0.301,0.3,0.8,.389,0.441,0.3,0.3,.750,0.1,1.5,1.6,1.0,0.4,0.1,0.6,0.9,4.0,SG,32.0,NYK,24.0,338,5.9,0.45399999999999996,.822,.079,0.6,11.9,6.0,9.5,1.3,0.6,11.8,14.8,,-0.3,0.1,-0.1,-0.019,,-3.0,-2.0,-5.0,-0.3
138,Joel Embiid,C,25.0,PHI,33.0,33.0,31.0,7.7,16.1,0.48,1.3,3.8,0.331,6.5,12.2,.527,0.52,6.6,8.1,.816,2.5,9.8,12.3,3.2,0.8,1.3,3.0,3.5,23.3,C,25.0,PHI,33.0,1024,25.3,0.594,.239,.503,9.1,34.4,21.9,17.3,1.2,3.6,13.4,31.6,,2.3,2.1,4.4,.207,,1.6,2.3,3.9,1.5
139,James Ennis,SF,29.0,PHI,47.0,0.0,16.1,2.1,4.7,0.44299999999999995,0.8,2.2,0.359,1.3,2.5,.517,0.527,1.0,1.3,.787,1.0,2.1,3.1,0.9,0.5,0.3,0.6,1.8,6.0,SF,29.0,PHI,47.0,756,12.5,0.5670000000000001,.466,.276,7.1,14.4,10.8,7.4,1.4,1.5,10.8,15.9,,0.9,1.0,1.9,.123,,-0.8,0.0,-0.8,0.2
140,Drew Eubanks,PF,22.0,SAS,7.0,0.0,5.4,1.3,2.0,0.643,0.0,0.0,0.0,1.3,2.0,.643,0.643,0.4,0.4,1.000,0.9,1.4,2.3,0.3,0.0,0.1,0.6,0.7,3.0,PF,22.0,SAS,7.0,38,21.5,0.685,.000,.214,17.0,27.7,22.4,8.3,0.0,2.3,20.7,21.9,,0.1,0.0,0.1,.151,,-0.5,-2.2,-2.6,0.0
141,Jacob Evans,SG,22.0,GSW,24.0,0.0,14.6,1.5,4.8,0.325,0.5,1.3,0.387,1.0,3.5,.301,0.377,0.9,1.0,.840,0.3,1.1,1.4,1.0,0.4,0.4,1.0,1.5,4.5,SG,22.0,GSW,24.0,351,4.3,0.428,.272,.219,2.1,8.5,5.2,10.0,1.2,2.3,16.7,18.2,,-0.7,0.1,-0.6,-0.078,,-7.3,-1.5,-8.7,-0.6
142,Dante Exum,SG,24.0,TOT,27.0,1.0,13.2,1.6,3.4,0.467,0.4,1.1,0.345,1.2,2.3,.524,0.522,0.9,1.2,.750,0.3,1.4,1.7,1.1,0.3,0.2,0.9,1.0,4.4,SG,24.0,TOT,27.0,357,10.0,0.5660000000000001,.315,.348,2.2,11.6,6.9,11.5,1.2,1.2,18.5,15.7,,0.1,0.2,0.2,.033,,-2.9,-1.0,-3.9,-0.2
143,Tacko Fall,C,24.0,BOS,4.0,0.0,5.3,2.0,2.8,0.727,0.0,0.0,0.0,2.0,2.8,.727,0.727,0.3,0.8,.333,0.0,2.5,2.5,0.0,0.0,0.5,0.8,1.0,4.3,C,24.0,BOS,4.0,21,23.7,0.69,.000,.273,0.0,50.9,25.6,0.0,0.0,8.7,19.6,31.1,,0.0,0.1,0.0,.077,,-10.8,-4.1,-15.0,-0.1
144,Derrick Favors,C,28.0,NOP,30.0,28.0,24.2,4.4,7.1,0.627,0.0,0.1,0.25,4.4,6.9,.635,0.63,0.9,1.6,.583,3.3,6.7,10.0,1.9,0.6,1.1,1.2,2.2,9.8,C,28.0,NOP,30.0,725,20.6,0.633,.019,.226,14.1,29.7,21.8,11.3,1.2,3.8,13.7,15.4,,1.8,0.9,2.7,.178,,0.6,2.5,3.1,0.9
145,Cristiano Felício,PF,27.0,CHI,11.0,0.0,16.5,1.5,2.3,0.68,0.0,0.1,0.0,1.5,2.2,.708,0.68,0.7,0.9,.800,2.1,2.2,4.3,0.5,0.3,0.1,0.7,1.3,3.8,PF,27.0,CHI,11.0,181,12.6,0.7140000000000001,.040,.400,13.3,15.1,14.2,4.7,0.8,0.5,21.4,8.9,,0.3,0.2,0.5,.133,,-1.4,-0.2,-1.6,0.0
146,Terrance Ferguson,SF,21.0,OKC,36.0,36.0,26.0,1.8,4.6,0.39799999999999996,1.1,3.6,0.32,0.7,1.1,.658,0.521,0.3,0.3,.818,0.6,1.1,1.7,0.9,0.6,0.3,0.7,3.2,5.1,SF,21.0,OKC,36.0,935,4.7,0.5329999999999999,.771,.066,2.5,4.6,3.5,4.8,1.1,1.1,13.2,9.3,,0.1,0.6,0.7,.036,,-1.2,0.2,-1.0,0.2
147,Bruno Fernando,C,21.0,ATL,42.0,11.0,12.5,1.7,3.5,0.503,0.1,0.7,0.133,1.6,2.7,.600,0.517,0.6,0.9,.615,1.2,2.2,3.4,0.9,0.3,0.4,0.9,2.0,4.1,C,21.0,ATL,42.0,523,11.4,0.537,.207,.269,10.3,19.1,14.7,10.5,1.2,2.4,19.0,15.8,,0.1,0.4,0.5,.045,,-3.1,0.1,-3.0,-0.1
148,Yogi Ferrell,PG,26.0,SAC,37.0,0.0,11.5,1.7,3.9,0.434,0.5,1.5,0.321,1.2,2.4,.506,0.49700000000000005,0.8,0.9,.875,0.1,1.0,1.2,1.4,0.3,0.1,0.5,0.7,4.6,PG,26.0,SAC,37.0,427,12.7,0.541,.386,.221,1.3,10.3,5.7,18.0,1.4,0.7,11.2,18.3,,0.4,0.2,0.7,.075,,-1.6,-2.2,-3.8,-0.2
149,Dorian Finney-Smith,PF,26.0,DAL,48.0,45.0,29.5,3.2,7.0,0.46299999999999997,1.5,4.1,0.379,1.7,2.9,.579,0.573,1.1,1.6,.693,2.1,3.5,5.5,1.3,0.7,0.5,0.9,2.3,9.1,PF,26.0,DAL,48.0,1418,12.1,0.5920000000000001,.582,.224,7.5,12.0,9.8,6.0,1.1,1.5,10.7,12.4,,2.2,1.0,3.2,.110,,1.3,0.3,1.6,1.3
150,Bryn Forbes,SG,26.0,SAS,47.0,46.0,25.6,3.9,9.6,0.40399999999999997,2.2,6.1,0.363,1.7,3.5,.476,0.52,1.1,1.3,.820,0.2,1.9,2.2,1.8,0.5,0.0,0.9,1.9,11.1,SG,26.0,SAS,47.0,1202,10.4,0.5429999999999999,.638,.135,1.0,8.0,4.5,10.0,0.9,0.0,8.4,18.8,,0.6,0.2,0.8,.034,,0.5,-3.4,-2.9,-0.3
151,Evan Fournier,SG,27.0,ORL,47.0,47.0,31.4,6.7,14.4,0.46399999999999997,2.6,6.4,0.396,4.1,7.9,.520,0.5529999999999999,2.9,3.5,.817,0.2,2.4,2.7,3.4,1.0,0.2,2.0,2.5,18.8,SG,27.0,ORL,47.0,1477,16.7,0.589,.448,.243,0.7,8.6,4.5,18.4,1.6,0.6,11.2,24.7,,2.1,1.5,3.5,.114,,2.3,-1.7,0.6,1.0
152,De'Aaron Fox,PG,22.0,SAC,30.0,28.0,31.3,7.3,15.2,0.479,1.0,3.2,0.302,6.3,12.0,.526,0.511,4.2,6.2,.683,0.8,3.5,4.2,7.1,1.6,0.5,3.3,3.0,19.7,PG,22.0,SAC,30.0,940,20.8,0.551,.211,.409,2.7,12.9,7.6,38.4,2.6,1.6,15.6,29.5,,1.3,1.0,2.3,.118,,2.2,0.3,2.5,1.1
153,Melvin Frazier,SG,23.0,ORL,13.0,0.0,3.6,0.5,1.3,0.353,0.3,0.5,0.5710000000000001,0.2,0.8,.200,0.47100000000000003,0.2,0.3,.500,0.1,0.2,0.3,0.1,0.3,0.2,0.2,0.6,1.4,SG,23.0,ORL,13.0,47,9.5,0.48,.412,.235,2.2,7.0,4.5,3.2,4.2,3.8,9.6,19.1,,0.0,0.1,0.0,.042,,-4.4,1.6,-2.8,0.0
154,Michael Frazier,SG,25.0,HOU,5.0,0.0,8.0,0.6,1.8,0.33299999999999996,0.4,1.4,0.28600000000000003,0.2,0.4,.500,0.444,0.6,0.8,.750,0.2,0.4,0.6,0.2,0.2,0.0,0.0,1.6,2.2,SG,25.0,HOU,5.0,40,5.6,0.511,.778,.444,2.6,5.2,3.9,3.2,1.2,0.0,0.0,11.0,,0.0,0.0,0.1,.074,,-1.8,-2.9,-4.7,0.0
155,Tim Frazier,PG,29.0,DET,27.0,11.0,13.1,1.3,3.5,0.36200000000000004,0.4,1.1,0.33299999999999996,0.9,2.4,.375,0.415,0.7,0.9,.792,0.3,0.9,1.2,3.4,0.5,0.1,1.3,1.6,3.6,PG,29.0,DET,27.0,355,9.8,0.46399999999999997,.319,.255,2.9,7.6,5.2,36.0,1.9,0.9,25.6,17.1,,-0.1,0.2,0.1,.018,,-3.8,-2.6,-6.4,-0.4
156,Markelle Fultz,PG,21.0,ORL,47.0,42.0,27.6,4.9,10.6,0.45899999999999996,0.4,1.7,0.256,4.4,8.8,.499,0.48,1.6,2.1,.723,0.5,3.0,3.6,4.6,1.3,0.2,2.0,1.9,11.7,PG,21.0,ORL,47.0,1298,13.9,0.508,.165,.203,1.9,12.1,6.8,27.0,2.3,0.6,14.8,21.2,,0.0,1.6,1.7,.063,,-1.9,0.3,-1.5,0.2
157,Wenyen Gabriel,PF,22.0,TOT,12.0,1.0,6.2,0.5,1.7,0.3,0.1,0.8,0.111,0.4,0.9,.455,0.325,0.5,0.8,.600,0.4,0.5,0.9,0.3,0.3,0.3,0.4,1.1,1.6,PF,22.0,TOT,12.0,74,4.9,0.389,.450,.500,7.3,9.4,8.3,7.1,2.0,3.7,17.0,17.3,,-0.1,0.1,-0.1,-0.049,,-5.8,0.3,-5.6,-0.1
158,Daniel Gafford,C,21.0,CHI,32.0,4.0,12.8,2.1,3.1,0.677,0.0,0.0,0.0,2.1,3.1,.677,0.677,0.6,1.1,.528,1.2,1.2,2.4,0.4,0.3,1.3,0.5,1.9,4.8,C,21.0,CHI,32.0,411,17.9,0.6659999999999999,.000,.364,9.7,10.8,10.2,5.3,1.1,9.6,11.6,13.5,,0.9,0.6,1.5,.171,,-1.4,4.3,2.9,0.5
159,Danilo Gallinari,PF,31.0,OKC,42.0,42.0,30.6,5.9,13.4,0.441,3.0,7.4,0.41,2.9,6.0,.480,0.5539999999999999,4.4,4.8,.906,0.7,5.0,5.7,2.3,0.7,0.1,1.4,1.2,19.2,PF,31.0,OKC,42.0,1285,20.1,0.619,.552,.359,2.6,17.3,10.2,11.8,1.1,0.3,8.1,24.3,,3.5,1.3,4.8,.178,,3.9,-1.7,2.2,1.4
160,Langston Galloway,SG,28.0,DET,50.0,6.0,25.6,3.4,8.0,0.429,2.0,5.0,0.39799999999999996,1.5,3.0,.480,0.552,1.2,1.5,.849,0.5,1.8,2.2,1.4,0.8,0.2,0.6,1.4,10.1,SG,28.0,DET,50.0,1279,12.3,0.583,.621,.182,2.0,7.8,4.9,8.2,1.5,0.6,6.5,15.7,,1.8,0.5,2.3,.088,,1.1,-1.7,-0.6,0.4
161,Darius Garland,PG,20.0,CLE,48.0,48.0,30.2,4.6,11.8,0.39399999999999996,1.8,5.2,0.35100000000000003,2.8,6.6,.428,0.47100000000000003,1.2,1.4,.862,0.4,1.5,2.0,3.7,0.8,0.0,2.6,1.5,12.3,PG,20.0,CLE,48.0,1449,8.4,0.495,.438,.115,1.6,5.6,3.6,18.1,1.2,0.0,17.6,21.3,,-1.2,-0.1,-1.3,-0.043,,-2.4,-3.3,-5.7,-1.4
162,Marc Gasol,C,35.0,TOR,35.0,35.0,27.8,2.8,6.6,0.424,1.4,3.5,0.40299999999999997,1.4,3.1,.449,0.532,0.7,1.0,.722,0.8,5.6,6.5,3.5,0.8,0.9,1.2,2.9,7.8,C,35.0,TOR,35.0,974,12.2,0.551,.537,.156,3.2,20.8,12.1,17.0,1.4,3.3,14.8,12.7,,0.9,1.8,2.7,.132,,-1.0,3.6,2.5,1.1
163,Rudy Gay,PF,33.0,SAS,44.0,5.0,21.9,3.7,8.3,0.441,1.0,3.2,0.312,2.7,5.1,.522,0.501,1.8,2.1,.860,1.0,4.7,5.7,1.8,0.5,0.5,1.5,1.5,10.2,PF,33.0,SAS,44.0,964,14.8,0.5489999999999999,.384,.253,4.7,22.7,13.8,11.8,1.0,2.1,13.6,21.1,,0.5,0.8,1.3,.064,,-1.1,-0.5,-1.6,0.1
164,Paul George,SF,29.0,LAC,27.0,27.0,30.3,7.4,17.5,0.424,3.5,9.0,0.39299999999999996,3.9,8.5,.457,0.524,4.6,5.0,.904,0.4,5.4,5.9,3.7,1.4,0.4,3.2,2.4,22.9,SF,29.0,LAC,27.0,819,20.4,0.581,.513,.288,1.5,18.1,10.0,20.0,2.2,1.3,13.9,31.1,,1.1,1.3,2.4,.141,,2.9,0.4,3.4,1.1
165,Taj Gibson,C,34.0,NYK,46.0,40.0,16.5,2.4,4.3,0.545,0.1,0.2,0.273,2.3,4.1,.561,0.5529999999999999,0.6,0.8,.722,1.8,2.5,4.3,1.0,0.5,0.4,0.8,2.1,5.4,C,34.0,NYK,46.0,759,14.4,0.5720000000000001,.055,.180,10.9,16.6,13.6,8.7,1.5,2.5,14.3,14.0,,1.0,0.6,1.5,.097,,-1.3,0.9,-0.4,0.3
166,Harry Giles,PF,21.0,SAC,22.0,3.0,11.0,2.0,4.1,0.478,0.0,0.0,0.0,2.0,4.1,.478,0.478,0.5,0.6,.857,0.6,2.0,2.7,1.3,0.5,0.4,0.9,2.3,4.5,PF,21.0,SAC,22.0,243,13.6,0.51,.000,.156,6.3,21.5,13.7,18.4,2.4,3.5,16.5,20.7,,0.0,0.3,0.3,.067,,-4.0,2.4,-1.6,0.0
167,Shai Gilgeous-Alexander,SG,21.0,OKC,50.0,50.0,35.5,7.0,15.3,0.45899999999999996,1.2,3.5,0.335,5.8,11.8,.496,0.49700000000000005,4.2,5.1,.819,0.7,5.4,6.2,3.2,1.2,0.6,2.0,1.7,19.4,SG,21.0,OKC,50.0,1776,17.2,0.5529999999999999,.230,.332,2.4,16.3,9.6,14.2,1.6,1.5,10.1,24.2,,1.9,2.2,4.0,.109,,-0.3,0.5,0.2,1.0
168,Rudy Gobert,C,27.0,UTA,46.0,46.0,34.4,6.0,8.7,0.6920000000000001,0.0,0.0,0.0,6.0,8.7,.692,0.6920000000000001,3.7,6.1,.609,3.7,10.9,14.5,1.6,0.7,2.0,2.0,3.1,15.8,C,27.0,UTA,46.0,1582,22.9,0.6920000000000001,.000,.699,12.2,32.9,23.0,7.0,1.0,4.8,14.9,17.1,,4.7,3.3,7.9,.241,,1.2,4.1,5.3,2.9
169,Brandon Goodwin,PG,24.0,ATL,19.0,1.0,12.7,2.3,5.9,0.389,0.8,2.7,0.314,1.5,3.3,.452,0.46,0.8,0.8,1.000,0.4,1.6,1.9,1.5,0.5,0.2,0.9,1.5,6.3,PG,24.0,ATL,19.0,241,12.0,0.5,.451,.142,3.1,13.5,8.2,18.6,1.9,1.0,13.0,23.7,,-0.1,0.1,0.1,.012,,-2.0,-2.2,-4.2,-0.1
170,Aaron Gordon,PF,24.0,ORL,42.0,42.0,31.7,5.0,12.1,0.418,1.1,3.8,0.28600000000000003,4.0,8.2,.480,0.46399999999999997,2.1,3.1,.664,1.7,5.5,7.2,2.9,0.7,0.5,1.6,2.0,13.3,PF,24.0,ORL,42.0,1331,13.0,0.493,.318,.258,5.3,19.1,11.9,14.3,1.1,1.4,10.5,20.5,,0.1,1.6,1.7,.062,,-1.8,0.8,-1.0,0.3
171,Eric Gordon,SG,31.0,HOU,24.0,8.0,30.0,5.2,13.5,0.382,3.2,9.1,0.349,2.0,4.5,.449,0.498,2.5,3.4,.728,0.3,1.8,2.1,1.5,0.5,0.4,1.2,2.0,16.0,SG,31.0,HOU,24.0,720,11.3,0.531,.671,.249,0.9,6.3,3.6,7.3,0.8,1.1,7.2,22.1,,0.5,0.3,0.8,.053,,-0.5,-3.5,-4.0,-0.4
172,Devonte' Graham,PG,24.0,CHO,48.0,38.0,35.1,5.7,15.3,0.374,3.6,9.4,0.379,2.1,5.9,.365,0.49,3.2,3.9,.818,0.8,2.9,3.6,7.6,0.9,0.3,2.9,1.9,18.2,PG,24.0,CHO,48.0,1687,15.8,0.535,.615,.255,2.2,9.3,5.6,35.7,1.3,0.7,14.7,24.8,,2.0,0.6,2.5,.072,,2.8,-2.8,0.0,0.9
173,Treveon Graham,SG,26.0,TOT,39.0,20.0,18.0,1.6,4.7,0.348,0.5,2.3,0.23600000000000002,1.1,2.4,.453,0.405,0.7,1.0,.718,0.8,1.9,2.7,0.8,0.4,0.1,0.5,1.8,4.5,SG,26.0,TOT,39.0,701,5.8,0.44,.484,.212,4.5,11.4,7.8,5.9,1.1,0.2,9.0,13.0,,-0.3,0.4,0.1,.004,,-3.9,-1.2,-5.2,-0.6
174,Jerami Grant,PF,25.0,DEN,49.0,16.0,25.6,3.9,8.5,0.46299999999999997,1.3,3.3,0.396,2.6,5.2,.506,0.541,1.9,2.7,.714,0.9,2.7,3.6,1.1,0.6,0.9,0.8,2.1,11.1,PF,25.0,DEN,49.0,1252,14.0,0.574,.393,.319,3.9,11.6,7.7,6.4,1.2,3.1,7.9,17.8,,1.7,1.4,3.0,.116,,-0.3,0.1,-0.2,0.6
175,Josh Gray,PG,26.0,NOP,2.0,0.0,11.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,.500,0.5,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,0.0,2.5,0.5,1.0,PG,26.0,NOP,2.0,23,-5.0,0.5,.000,.000,4.5,4.7,4.6,10.5,0.0,0.0,71.4,12.5,,-0.1,0.0,-0.1,-0.233,,-11.3,-1.8,-13.2,-0.1
176,Danny Green,SG,32.0,LAL,46.0,46.0,25.0,3.1,7.4,0.418,1.9,5.1,0.373,1.2,2.3,.519,0.547,0.6,0.9,.700,0.7,2.8,3.5,1.3,1.2,0.5,0.8,2.2,8.7,SG,32.0,LAL,46.0,1151,11.5,0.5589999999999999,.690,.117,3.2,12.0,7.7,6.7,2.4,1.7,9.8,14.7,,0.9,1.7,2.6,.107,,0.4,1.1,1.5,1.0
